nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
NZ_CP029463.1/940436-938922,3029.999999999998,2085.1197736109107,21469.87611727319,2.609363459075477,0.16666666666666677,10.36705947841992,3053.906350888972,3054.914740003754,472.337865971989,884.1361422866592,2085.1197736109107,4084.9737297239053,21467.266753814114,9332504.068692205,3200.837587437246,1600.418793718623,1.0078898847818396,0.9282015731563338,0.23033468212407318,rRNA
NZ_CP029463.1/456417-454909,3017.9999999999936,2040.1874882488476,24405.25283374471,0.987393551509117,0.16666666666666702,10.389845289485981,3157.282375714911,3158.329046513003,470.02967087935684,837.3945554181018,2040.1874882488476,4188.889234911794,24404.2654401932,9975042.366047734,3351.4946794936923,1675.7473397468461,1.046150555240198,0.9291020523906143,0.24987860517323612,rRNA
NZ_CP029463.1/2898159-2899668,3020.0000000000005,2013.664530448912,28738.95714045704,2.0095145320718504,0.16666666666666663,10.38769708557652,3194.6405118573184,3195.6988655427576,468.2475218194153,874.4530959125776,2013.664530448912,4057.2224770777316,28736.94762592497,10212491.239231268,3182.769381165154,1591.384690582577,1.0578279840587146,0.9450222638346428,0.2433176603059763,rRNA
NZ_CP029463.1/940431-938924,3015.9999999999977,1995.9823324107065,25412.69650333904,0.6614871444988953,0.1666666666666668,10.357671562190594,3067.629703859317,3068.6473286024716,453.8340659759815,873.9796660787451,1995.9823324107065,4179.426406651833,25412.035016194543,9416596.427339086,3305.4467405730875,1652.7233702865437,1.017118602075371,0.9975301122290245,0.2516291981648046,rRNA
NZ_CP029463.1/2898159-2899665,3014.0000000000005,2040.0299423147874,24507.64839967753,1.4151239565260412,0.16666666666666663,10.422921806638604,3194.6768224657703,3195.7372961289925,454.0888250776366,791.1799506114337,2040.0299423147874,3966.3135977400684,24506.233275721006,10212736.865869844,3175.133647128635,1587.5668235643175,1.0599458601412641,0.9146183903511093,0.23203395999837986,rRNA
NZ_CP029463.1/456417-454912,3011.9999999999955,1947.652191069783,26028.027884880667,1.311646557661525,0.1666666666666669,10.41606991639939,3206.0068621261544,3207.0718038137634,418.3730606885107,794.7795173978349,1947.652191069783,4107.745718931741,26026.716238323006,10285309.554817265,3312.9662015339063,1656.4831007669532,1.0644113088068257,0.9959565166598179,0.2429126237866548,rRNA
NZ_CP029463.1/940431-938927,3010.000000000007,1918.5346282612293,23320.466807324243,2.274850777167761,0.1666666666666663,10.374068823077385,3101.59700799443,3102.627952682364,456.67416708863016,815.9523289563905,1918.5346282612293,4111.750690631429,23318.191956547074,9626300.212765956,3295.798361675039,1647.8991808375195,1.0304308996659213,1.0557129461940122,0.2382994954270404,rRNA
NZ_CP029463.1/2900078-2902948,5741.99999999999,3963.727209280564,54011.44637384368,0.30145211638126157,0.16666666666666696,14.209494849923066,5810.166951129717,5811.179087179748,1071.0945824312178,1753.5003262529412,3963.727209280564,7804.457389487953,54011.144921727304,33769802.383275256,6050.957063235011,3025.4785316175057,1.0118716389985591,0.9181867607299973,0.24680571659471498,rRNA
NZ_CP029463.1/454500-451631,5739.999999999998,3914.2822025481937,60213.321951640515,3.805508102046547,0.1666666666666667,14.22369866332116,5858.700197142707,5859.7211434251185,999.0562427169295,1699.5184438523665,3914.2822025481937,7969.934348102438,60209.51644353847,34336331.87870338,6270.415904250071,3135.2079521250357,1.0206794768541305,0.9348751784613635,0.25459346080802797,rRNA
NZ_CP029463.1/938515-935648,5736.0000000000055,4000.559017311727,58154.51946953365,2.455270219778103,0.16666666666666652,14.22115359479158,5759.693047376744,5760.697440626575,956.5659593821201,1682.7895889713318,4000.559017311727,7944.33117931298,58152.06419931387,33185635.00244158,6261.541590341648,3130.770795170824,1.004130587060101,0.9039236822587374,0.2490122625404268,rRNA
NZ_CP029463.1/2900080-2902948,5737.999999999997,3891.6390500172856,50901.47700287867,1.0057968453511839,0.16666666666666674,14.260636024505395,5947.8251487413445,5948.861987439841,988.0571136759659,1661.6390546269267,3891.6390500172856,7688.020352212189,50900.47120603332,35388958.94560669,6026.3812975852625,3013.1906487926312,1.0365676453017336,0.9312786962340838,0.24173715207282023,rRNA
NZ_CP029463.1/454498-451631,5735.999999999999,3843.787120729001,52547.25886671368,0.58555193399944,0.16666666666666669,14.266126901609557,5846.515543466895,5847.5350770945715,917.5874382177144,1689.277900721192,3843.787120729001,7942.623407203353,52546.673314779684,34193666.47785141,6253.345506482161,3126.6727532410805,1.0192670054858606,0.9709439059229515,0.2509331866818998,rRNA
NZ_CP029463.1/938513-935648,5732.000000000004,3949.2807478478207,50495.481152801054,2.1768483630447433,0.16666666666666657,14.247833626990932,5817.019167924411,5818.034265945911,967.850086135015,1607.514231950213,3949.2807478478207,8019.461238499458,50493.30430443801,33849522.71972077,6411.947006549245,3205.9735032746225,1.0148323740272867,0.9193983382325422,0.2575044096749287,rRNA
NZ_CP029463.1/454354-451490,5730.000000000004,3888.4621993283977,56580.943850199,3.154227976111426,0.16666666666666657,14.27766309342358,5888.532584608835,5889.560520827647,887.63130659498,1594.9734136778006,3888.4621993283977,7829.29402037574,56577.78962222289,34686923.12849163,6234.320606697939,3117.1603033489696,1.0276671177327803,0.9381986636967568,0.24773291377701004,rRNA
NZ_CP029463.1/2900225-2903090,5731.999999999992,3957.673297654357,51210.254840670066,3.0226426541111757,0.1666666666666669,14.269992894429194,5859.690094194402,5860.712638499227,920.5491910969039,1608.5498263287332,3957.673297654357,7672.092497487783,51207.232198015954,34347952.63106458,6063.54267115905,3031.771335579525,1.0222767086870919,0.9084064210683678,0.23591280781593182,rRNA
NZ_CP029463.1/938370-935507,5727.999999999996,3982.6795610722734,54224.015498533256,0.5852988914968017,0.16666666666666677,14.258873696862304,5812.050928889044,5813.065868376199,916.98182291207,1646.5610042015264,3982.6795610722734,7700.4562958844635,54223.430199641756,33791734.79008033,6053.895291682937,3026.9476458414683,1.0146736956859372,0.9008801507154044,0.23917867203156856,rRNA
NC_019693.1/2201352-2201469,235.99999999999997,174.7072730505675,1028.0000000000002,0.7843649716674127,0.16666666666666669,2.8922167071423375,220.83477986947617,221.77651028190635,30.951795412544758,71.86247018918576,174.7072730505675,329.1163663957757,1027.2156350283328,49184.820512820515,257.25389620658996,128.62694810329498,0.935740592667272,0.8326504591214218,0.23738379716739597,rRNA
NC_019693.1/3799265-3800754,2980.0000000000045,2017.739197866782,26678.146948745514,6.294224765571217,0.1666666666666664,10.266798376039251,3077.900583189781,3078.9339559176346,505.77530356621384,902.8186279281593,2017.739197866782,4044.444373757872,26671.852723979944,9479834.304902615,3141.6257458297127,1570.8128729148564,1.0328525446945558,0.9379063190559429,0.243794939021125,rRNA
NC_019693.1/2196567-2198056,2980.000000000005,2030.9369343369856,28882.13176856496,0.5755152263687007,0.16666666666666638,10.287696638262375,3118.417547410865,3119.4645232830408,510.0200485839751,888.6607604098989,2030.9369343369856,4052.900976184936,28881.55625333859,9731058.912021488,3164.240215775037,1582.1201078875185,1.0464488414130402,0.9130237223533455,0.24852329938102988,rRNA
NC_019693.1/7171546-7170056,2982.0,1952.62757012079,25932.8566156869,1.2906186841945089,0.16666666666666666,10.32613785028192,3141.9700826074077,3143.024258138699,491.20493357813933,849.8712310683615,1952.62757012079,4019.915922492527,25931.565997002705,9878601.48724832,3170.0446914241656,1585.0223457120828,1.0536452322627121,0.9828601827662574,0.23147441782161796,rRNA
NC_019693.1/3799270-3800752,2965.9999999999995,2025.703432188723,23968.006641697564,7.259966924792165,0.16666666666666669,10.25040947912102,2994.2571699839,2995.267207850369,454.7439577913277,852.7713598532814,2025.703432188723,4208.456725765878,23960.74667477277,8971625.646423746,3355.685365912597,1677.8426829562984,1.0095270296641605,0.9421000078790819,0.26869844694828654,rRNA
NC_019693.1/2196572-2198054,2966.0000000000055,1984.47356058351,25488.906403851128,0.22114273460839695,0.16666666666666635,10.26202706744676,3022.5671208428103,3023.5867083640824,477.2491994674974,850.3482259657096,1984.47356058351,4184.776735858439,25488.68526111652,9142076.582995946,3334.4285098927294,1667.2142549463647,1.0190718546334474,0.9741981569059158,0.2591116186516234,rRNA
NC_019693.1/7171541-7170058,2968.000000000003,2004.3865501249559,23695.999999999996,2.7650796440683405,0.1666666666666665,10.233761282604144,2991.154960880496,2992.163272037024,492.330454429671,911.2994475294872,2004.3865501249559,4155.44485289232,23693.234920355928,8953041.046527311,3244.145405362833,1622.0727026814166,1.0078015366848023,0.9664629173121059,0.24849767095118253,rRNA
NC_019693.1/3799270-3800749,2960.000000000005,2050.4201865030536,20816.970281761136,0.29269231988678074,0.16666666666666638,10.25872642442118,3057.35833686534,3058.391751914918,492.5516925037064,901.4164201522706,2050.4201865030536,4017.1123824587635,20816.67758944125,9353760.1081812,3115.695962306493,1557.8479811532466,1.0328913300220726,0.8925154135804004,0.24821011562731993,rRNA
NC_019693.1/7171541-7170061,2962.0000000000005,2001.6773660437816,23546.0,4.3740956128431225,0.16666666666666666,10.301859784289077,3090.330726637522,3091.3745809914385,470.9108552277426,830.5604649521594,2001.6773660437816,4069.52502485403,23541.625904387158,9556596.799999993,3238.964559901871,1619.4822799509354,1.0433257010930186,0.9322522916514293,0.24303615577983995,rRNA
NC_019693.1/2196572-2198051,2959.9999999999964,2055.747010382322,21200.000000000004,4.212090972720021,0.16666666666666685,10.252464097891066,3074.7695848632297,3075.8088850736985,476.6454409125866,868.5274059309049,2055.747010382322,3967.542678320588,21195.787909027284,9460600.297498308,3099.015272389683,1549.5076361948416,1.0387735083997411,0.882264148249564,0.2474226373726607,rRNA
NC_019693.1/7169713-7166824,5779.999999999999,3967.997743411184,46661.93214718176,1.424871202074557,0.1666666666666667,14.382273860029459,5912.769909272641,5913.793145398545,867.5462265576796,1549.6278082548674,3967.997743411184,7974.5778082311635,46660.50727597968,34972949.36656282,6424.949999976296,3212.474999988148,1.0229705725385194,0.9193672091385602,0.24539228196458063,rRNA
NC_019693.1/3801302-3804191,5780.000000000009,3920.8869817872965,47330.86101685601,3.7554655684328724,0.1666666666666664,14.389217759311421,5933.286441762271,5934.313228382706,871.3337899139566,1515.5648418465184,3920.8869817872965,7971.440705165166,47327.105551287576,35216073.49255797,6455.875863318648,3227.937931659324,1.0265201456336093,0.940008393220535,0.24464588355817635,rRNA
NC_019693.1/2198399-2201289,5781.999999999994,3952.9876356921077,48194.15321053506,0.058995926047253205,0.16666666666666685,14.279478435776943,5804.126118547046,5805.130205764755,1002.1064401304526,1687.659569059399,3952.9876356921077,8013.584721736232,48194.09421460902,33699536.705882356,6325.925152676833,3162.9625763384165,1.0038267240655572,0.9453683432876946,0.25245697271523465,rRNA
NC_019693.1/7169711-7166824,5776.0,4039.88619523716,49005.36783761249,1.4720616808619873,0.16666666666666666,14.296098905048655,5780.860835550359,5781.861937096622,959.2043256455264,1647.7694178174909,4039.88619523716,7856.090536143257,49003.895775931625,33429927.459646694,6208.321118325766,3104.160559162883,1.000841557401378,0.9009629469470989,0.24108540103720089,rRNA
NC_019693.1/3801304-3804191,5776.000000000003,4058.669795793117,49595.06970562436,0.4771592813946612,0.16666666666666657,14.295649454624193,5776.8572771014515,5777.857685330807,951.3566710944897,1661.261704188108,4058.669795793117,7867.196224207584,49594.59254634297,33383639.431936268,6205.934520019477,3102.9672600097383,1.0001484205508049,0.8918327674533925,0.24100121227332966,rRNA
NC_019693.1/2198401-2201289,5777.999999999998,4058.3147481512597,51298.926415094356,3.672508545560065,0.1666666666666667,14.188201093022982,5662.381124580011,5663.36136887448,1062.8055708008887,1793.5371626487686,4058.3147481512597,7880.716312745805,51295.253906548794,32073661.994459823,6087.179150097037,3043.5895750485183,0.9799898104153708,0.9111106515156858,0.25161273096593884,rRNA
NC_019693.1/7169565-7166823,5485.999999999997,3717.8256436542215,47307.034856606704,0.5585905603430176,0.16666666666666677,14.014009539210281,5559.973381231243,5560.987142454224,830.3989404754911,1416.33129126199,3717.8256436542215,7774.144097785351,47306.47626604636,30924577.9985412,6357.812806523361,3178.9064032616807,1.0134840286604532,0.9540554792840847,0.2560699698464852,rRNA
NC_019693.1/3801450-3804192,5485.999999999999,3761.922690300048,44947.463421945286,0.7195504837224922,0.1666666666666667,14.02133982154601,5567.964798739301,5568.980017053644,782.4524597566161,1420.6462563595285,3761.922690300048,7762.616752358334,44946.743871461564,31013538.430342805,6341.970495998806,3170.985247999403,1.0149407216076014,0.9289268370142983,0.25826090064374313,rRNA
NC_019693.1/2198547-2201290,5487.999999999997,3781.763895650168,39423.37643148265,0.31022510411892884,0.16666666666666674,13.925166973860252,5384.4398037307465,5385.421201679976,859.1295775408892,1515.0556650356443,3781.763895650168,7865.305685012929,39423.06620637853,29002761.51950419,6350.250019977284,3175.125009988642,0.981129701845982,0.9506482567606868,0.261297572443375,rRNA
U00096.3/228758-228873,231.99999999999997,135.8282682571909,1296.0,2.163898378278371,0.16666666666666669,2.8610409328417314,231.2401349247141,232.24335063257132,44.786647426733495,64.5557698524057,135.8282682571909,322.1989446541756,1293.8361016217216,53936.97391304346,257.6431748017699,128.82158740088494,0.9967247195030782,1.2476865027014468,0.2561611352026583,rRNA
U00096.3/4040519-4040634,231.99999999999997,166.70002156557752,1028.0000000000002,0.34164413622689144,0.16666666666666669,2.8339723607012326,217.51321798916038,218.45688063243094,48.53077813278507,69.49556706248583,166.70002156557752,298.6915212773383,1027.6583558637733,47723.40869565218,229.1959542148525,114.59797710742625,0.9375569740912086,0.9006346240210097,0.2116283558615852,rRNA
U00096.3/4171639-4171754,232.00000000000006,154.41444087784802,1156.0,2.0888361542348775,0.1666666666666666,2.843037683563617,222.60278524762438,223.56852854666673,45.019864104483844,63.21817258423674,154.41444087784802,334.90975039139937,1153.911163845765,49982.88695652173,271.6915778071626,135.8457889035813,0.9594947639983807,1.0456143983442816,0.27480167118298293,rRNA
U00096.3/3423540-3423425,232.0,149.69212445936864,977.2572308076711,3.446642233351847,0.16666666666666666,2.834673547102578,219.2715211786519,220.22281207114244,46.15752039939597,69.8379088441901,149.69212445936864,314.3499177195174,973.8105885743192,48498.08695652173,244.5120088753273,122.25600443766365,0.9451358671493617,1.1261089688921004,0.22978044057663646,rRNA
U00096.3/3941808-3943349,3084.000000000003,2086.120114166235,23319.778943250774,0.4336621643671767,0.1666666666666665,10.510124088520914,3213.9719973889005,3215.0146485103724,472.46667343629616,839.3469319358874,2086.120114166235,4276.137878922833,23319.345281086407,10336319.190136272,3436.7909469869455,1718.3954734934728,1.0421439680249343,0.931445469946036,0.2593344001174625,rRNA
U00096.3/3428762-3427221,3083.999999999995,2035.9485536562283,24296.997450667874,3.2888858247953365,0.16666666666666693,10.525271486715308,3238.0537364287206,3239.104199955602,475.7544578582659,854.9128533085543,2035.9485536562283,4249.055813307822,24293.708564843077,10491796.018170018,3394.142959999268,1697.071479999634,1.0499525734204689,0.9710012850185176,0.2518681994272225,rRNA
U00096.3/2731157-2729616,3083.9999999999945,2054.6659754958573,24260.0,0.2726975584137278,0.16666666666666696,10.52432884010389,3266.7145574720785,3267.7743189135736,472.2500443633583,845.1477722958084,2054.6659754958573,4260.189867732291,24259.727302441584,10678348.999351067,3415.042095436482,1707.521047718241,1.0592459654578743,0.9452928987777977,0.2601233093106907,rRNA
U00096.3/4035531-4037072,3083.9999999999945,2025.808011601913,26072.677198565554,0.19609356773859182,0.16666666666666696,10.517762547743757,3240.098763926803,3241.149890885169,503.53684591789846,848.8603632947006,2025.808011601913,4266.625106489797,26072.481104997816,10505052.615184942,3417.7647431950963,1708.8823715975482,1.0506156822071364,0.9797775304067742,0.25286502179753084,rRNA
U00096.3/4166659-4168200,3083.9999999999995,2047.6316801350376,25777.633108492922,0.339529384703984,0.16666666666666669,10.519459447388291,3236.168104409905,3237.217956215109,489.2118458079997,846.7457127775036,2047.6316801350376,4286.675500087078,25777.29357910822,10479580.096041529,3439.9297873095743,1719.9648936547871,1.0493411492898526,0.9607365437407682,0.25573641611132814,rRNA
U00096.3/223771-225312,3084.0000000000014,2092.4009976315583,27955.355501515303,0.9287149577720415,0.1666666666666666,10.503587148041358,3209.333887273183,3210.375033736021,480.99118248014963,882.4831000261918,2092.4009976315583,4242.795521213392,27954.42678655753,10306507.857235558,3360.3124211872,1680.1562105936,1.0406400412688657,0.9269203864708734,0.24560554404715862,rRNA
U00096.3/3941813-3943347,3070.000000000007,2080.09473714503,33428.01532751209,0.19232189854766538,0.1666666666666663,10.46488713947439,3213.8686967578496,3214.9160712998337,487.0163503741686,849.4100265473983,2080.09473714503,4308.562727847111,33427.82300561354,10335685.345501956,3459.152701299713,1729.5763506498565,1.0468627676735642,0.9240314613850836,0.271709360796078,rRNA
U00096.3/4035536-4037070,3069.999999999996,2075.4353381931937,31574.671572443556,6.3005375188394535,0.1666666666666669,10.474116855017394,3224.92170447594,3225.9726811062437,476.6906644923619,821.8656729315098,2075.4353381931937,4308.290234890605,31568.371034924716,10406899.739243807,3486.4245619590947,1743.2122809795474,1.050463095920503,0.9251988912720802,0.26780848538779595,rRNA
U00096.3/3428757-3427223,3070.0000000000073,2073.1484088548477,33846.731361187434,2.984750181867984,0.16666666666666627,10.471207592176485,3218.5151856096622,3219.5640744058337,502.6025182873108,830.4975895872292,2073.1484088548477,4314.428188885158,33843.74661100557,10365592.829204692,3483.930599297929,1741.9652996489644,1.0483762819575422,0.929172180639874,0.2667390449620995,rRNA
U00096.3/4166664-4168198,3070.0000000000036,2065.786980849608,32098.242799852535,7.469325525617969,0.16666666666666646,10.469995648853997,3222.8521529849927,3223.902455164736,476.6609799153045,832.2036878492992,2065.786980849608,4269.394049225963,32090.773474326917,10393547.04041721,3437.1903613766635,1718.5951806883318,1.049788974913677,0.934774204476272,0.25988610774982285,rRNA
U00096.3/2731152-2729618,3070.0000000000005,2058.582905126074,34418.606076435935,1.8680457203796403,0.16666666666666666,10.477043762514796,3279.3792095456115,3280.4479334486923,483.18414644139614,830.1445178327317,2058.582905126074,4229.020540298597,34416.738030715554,10761338.644067796,3398.876022465865,1699.4380112329325,1.0682016969203945,0.9252517292875695,0.2571594421566285,rRNA
U00096.3/223776-225310,3070.0000000000014,2110.567613451262,34508.93281480289,1.463992048199773,0.1666666666666666,10.44632935890154,3200.3387320719658,3201.381697304826,500.56479436895074,851.8312323901142,2110.567613451262,4235.4560838739635,34507.46882275469,10248844.77183833,3383.6248514838494,1691.8124257419247,1.0424556130527571,0.8993726604004662,0.2555705647393441,rRNA
U00096.3/3941813-3943344,3063.9999999999995,2140.3100444774996,30718.799064589784,0.4818385007574256,0.16666666666666669,10.492527724798418,3223.6972562571686,3224.749892124001,460.74075550187365,804.499722204629,2140.3100444774996,4269.046034960949,30718.317226089028,10399011.866753753,3464.5463127563203,1732.2731563781601,1.0521205144442458,0.8595937044611981,0.2550304359351599,rRNA
U00096.3/223776-225307,3063.9999999999995,2115.486716733155,31225.950133149454,0.39228687886802216,0.16666666666666669,10.495879841868025,3217.8701030339926,3218.9208361568644,464.1863896050876,798.9283130167879,2115.486716733155,4190.4562419149,31225.557846270585,10361451.349444807,3391.527928898112,1695.763964449056,1.050218702034593,0.8842929511410655,0.25218380273849017,rRNA
U00096.3/3428757-3427226,3063.9999999999977,2129.5215204048286,30954.565988746643,1.0088514226932175,0.1666666666666668,10.489870157278816,3222.2749727482906,3223.3271441960055,472.89755369582366,825.3648714429465,2129.5215204048286,4264.056632043236,30953.55713732395,10389837.878510775,3438.69176060029,1719.345880300145,1.051656322698529,0.870017444971323,0.25188254272180843,rRNA
U00096.3/4166664-4168195,3063.999999999995,2140.4188975851685,28967.117516480335,4.29510210493767,0.16666666666666693,10.490476197197705,3221.467988355619,3222.5198962982186,467.3183376605679,831.3392283701445,2140.4188975851685,4174.254375642262,28962.822414375398,10384634.482037883,3342.9151472721173,1671.4575736360587,1.0513929465912613,0.8600871767963122,0.25043653326966897,rRNA
U00096.3/4035536-4037067,3064.000000000004,2155.5559627582443,28398.227711300082,0.2994268928820933,0.16666666666666646,10.48943163497206,3219.4633093110406,3220.514562664547,451.9287143364605,829.9939933347041,2155.5559627582443,4162.368259227571,28397.9282844072,10371714.04833442,3332.374265892867,1666.1871329464334,1.050738677973576,0.8465175247822581,0.2483285551064506,rRNA
U00096.3/2731152-2729621,3064.000000000004,2060.1178557584244,31561.744544712954,1.5652242104502239,0.16666666666666646,10.4890118590752,3253.042883209503,3254.105101322126,479.12600912026215,804.1368444741366,2060.1178557584244,4270.20183258074,31560.179320502502,10589200.010450684,3466.064988106604,1733.032494053302,1.061698068932604,0.9257936463946647,0.2568055278748867,rRNA
U00096.3/4210042-4212945,5807.9999999999945,3834.619072569997,52198.71631650869,0.9097360807291363,0.16666666666666682,14.43040807531277,6133.638398210315,6134.6947382505605,856.1486329637889,1559.6472436512765,3834.619072569997,8107.104648785574,52197.80658042796,37634479.531519115,6547.457405134297,3273.7287025671485,1.0560672173227137,0.9651926634633993,0.2491911451360909,rRNA
U00096.3/2729185-2726282,5807.999999999997,3839.5663188281005,49257.80655089361,2.058302152327586,0.16666666666666674,14.424745870566454,6123.482669200591,6124.537260213181,898.3389691345742,1567.6708254878754,3839.5663188281005,7987.587255843808,49255.748248741285,37509956.651739575,6419.916430355932,3209.958215177966,1.0543186413912868,0.9643696834838297,0.24927175940696034,rRNA
U00096.3/225758-228661,5807.999999999994,3895.2915527961004,54711.49143996108,2.78218180443438,0.16666666666666685,14.442266134572943,6131.865621489108,6132.921656220348,860.8083994729017,1567.3886373660775,3895.2915527961004,7889.891404994059,54708.70925815665,37612728.041336544,6322.502767627981,3161.2513838139903,1.055761987170991,0.9357878492154873,0.24415047317555258,rRNA
U00096.3/4037518-4040422,5809.999999999993,3951.77787147888,46330.0,0.0819314807272029,0.16666666666666688,14.406279280993278,5896.379906349319,5897.395035892237,866.6752580234597,1607.2847668520542,3951.77787147888,8010.440662669066,46329.91806851927,34779268.20936639,6403.155895817012,3201.577947908506,1.0148674537606412,0.9454388072180433,0.24232600551052771,rRNA
U00096.3/3943703-3946606,5807.999999999996,3805.5331981981108,51292.143078764464,0.06609331807959608,0.16666666666666677,14.432774023475638,6129.806522232166,6130.862202343709,897.9680443367912,1590.6892691882806,3805.5331981981108,7910.4942906195065,51292.07698544639,37587471.34412676,6319.805021431226,3159.902510715613,1.0554074590620126,0.9800309983059735,0.24429243954096277,rRNA
U00096.3/3426784-3423881,5808.000000000003,3834.652829337707,50096.06915144952,3.6119377024985497,0.1666666666666666,14.42495234867474,6119.592143272294,6120.646064255442,920.1013466271694,1585.268906492675,3834.652829337707,7940.11515555478,50092.457213747024,37462308.24388563,6354.846249062106,3177.423124531053,1.0536487849986729,0.9673915145628149,0.24461005436910638,rRNA
U00096.3/2729184-2726281,5807.999999999993,3825.5989821040284,49608.0,4.104721988235672,0.16666666666666688,14.426163053899675,6124.881713143527,6125.936545100568,893.8980829923107,1577.3010108824842,3825.5989821040284,7975.63958795278,49603.89527801176,37527098.55459869,6398.338577070295,3199.1692885351476,1.0545595236128675,0.9709906790404867,0.24786611626109994,rRNA
U00096.3/4210043-4212946,5808.0,3788.447441547937,51378.55032073219,0.022922978774131398,0.16666666666666666,14.43215625063155,6134.023149613963,6135.079555916398,862.6370030198206,1545.991952953084,3788.447441547937,8069.302063585416,51378.527397753416,37639201.157423355,6523.310110632332,3261.655055316166,1.0561334623990983,0.987713532795761,0.2498653826115903,rRNA
U00096.3/225759-228662,5808.000000000001,3916.39558161246,53876.70849966054,1.0130294614079776,0.16666666666666663,14.444491178712735,6132.652281028168,6133.708451238535,880.3463755427382,1585.6121829593965,3916.39558161246,7883.525561497341,53875.695470199134,37622379.36479504,6297.9133785379445,3148.9566892689722,1.0558974313065026,0.9253440428569699,0.24088907093964043,rRNA
