nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
NZ_CP029463.1/940436-938922,1515.0000000000016,999.418342030488,583879.0,53.38005518575444,0.333333333333333,8.335131577058904,14981.203155955132,14986.149896441919,494.9938317669342,623.3054143049375,999.418342030488,1481.0058412482244,583825.6199448142,224584688.71862614,857.700426943287,428.8502134716435,9.888582941224499,0.10324571116263775,0.2655853577781926,rRNA
NZ_CP029463.1/456417-454909,1509.0000000000023,977.4299625486026,579098.9999999998,38.009290537391266,0.3333333333333328,8.351871796501532,14889.684281407712,14894.620361199,477.6318480901888,629.3940733616282,977.4299625486026,1471.7561862759576,579060.9907094623,221849715.70424384,842.3621129143294,421.1810564571647,9.867252671575672,0.1071016740325021,0.2566369854081168,rRNA
NZ_CP029463.1/2898159-2899668,1510.000000000001,977.0806963534972,579986.0,63.51884113620018,0.3333333333333331,8.353247407744455,14908.340618593335,14913.27960849812,472.86627843685903,601.62275275774,977.0806963534972,1482.002003150722,579922.4811588638,222405908.68124586,880.3792503929819,440.18962519649097,9.873073257346574,0.10723915906144361,0.2686344341488715,rRNA
NZ_CP029463.1/940431-938924,1507.9999999999993,995.3321822998583,578694.0,105.00811480988908,0.3333333333333335,8.348825257141442,14882.87431916295,14887.811414776994,498.8388497159278,646.6319640730984,995.3321822998583,1479.2335250368346,578588.9918851901,221646928.72196418,832.6015609637362,416.3007804818681,9.869280052495329,0.10334048518572213,0.25518798577947444,rRNA
NZ_CP029463.1/2898159-2899665,1507.0,954.5866610933865,578025.0,74.43150016299168,0.3333333333333333,8.37110041016406,14872.608849828597,14877.545815557884,460.58308778619414,646.4948563652508,954.5866610933865,1467.64412265398,577950.568499837,221341369.49402392,821.1492662887292,410.5746331443646,9.869017153170933,0.11142900572813355,0.24448941472616,rRNA
NZ_CP029463.1/456417-454912,1505.9999999999982,981.7305485281717,577138.0,101.4943679289843,0.33333333333333376,8.340115079652831,14853.941564446788,14858.875609281242,503.28570044407,659.4836803473561,981.7305485281717,1401.1307930259181,577036.505632071,220786184.37209302,741.647112678562,370.823556339281,9.863175009592833,0.10588491597274279,0.22841679005859622,rRNA
NZ_CP029463.1/940431-938927,1504.9999999999998,1010.7978792680472,576741.0,42.57479502630612,0.33333333333333337,8.30174005160137,14846.875361502838,14851.810337660896,503.67738691080126,646.9290748368455,1010.7978792680472,1461.8660739185907,576698.4252049737,220576270.30585107,814.9369990817452,407.4684995408726,9.865033462792585,0.09985982411088179,0.25505759726229615,rRNA
NZ_CP029463.1/2900078-2902948,2870.9999999999964,1895.7235699884595,2115489.0,16.531921775307687,0.33333333333333376,11.558921147252738,39455.57666540941,39462.44986059533,952.2541229226298,1201.5255569488736,1895.7235699884595,2744.588703269441,2115472.468078225,1557284949.0,1543.0631463205673,771.5315731602836,13.74279925649929,0.07415502540607083,0.2603176352769718,rRNA
NZ_CP029463.1/454500-451631,2869.999999999999,1886.1803710513973,2113796.0,50.922284630474365,0.3333333333333334,11.544017319150504,39431.05380280877,39437.92512006975,969.1165361449198,1224.112586255493,1886.1803710513973,2747.9010897290077,2113745.0777153694,1555349937.7762287,1523.7885034735148,761.8942517367574,13.73904313686717,0.07485112879827639,0.25018421579075,rRNA
NZ_CP029463.1/938515-935648,2867.9999999999905,1884.3363542485297,2110970.0,165.51314176449768,0.3333333333333344,11.537580964593227,39390.99061968358,39397.85974356868,946.5789883780752,1223.4703098944512,1884.3363542485297,2759.0906898135136,2110804.4868582357,1552191352.37391,1535.6203799190623,767.8101899595312,13.73465502778372,0.0749153776239326,0.2540522239083583,rRNA
NZ_CP029463.1/2900080-2902948,2869.0000000000023,1884.1277029202724,2112579.0,84.5983614613993,0.3333333333333331,11.569194704091046,39415.548733970456,39422.41974399981,921.6455221201732,1163.2240759300416,1884.1277029202724,2788.2964258495904,2112494.4016385386,1554127178.472106,1625.0723499195487,812.5361749597744,13.738427582422595,0.07496069409513867,0.26643324062369617,rRNA
NZ_CP029463.1/454498-451631,2868.000000000004,1898.5810687096114,2110886.0,17.130267577815808,0.33333333333333287,11.571193574794306,39390.04920027392,39396.918159991365,922.7064262833547,1229.3669211673966,1898.5810687096114,2699.133131799541,2110868.8697324223,1552117160.5050576,1469.7662106321443,734.8831053160721,13.734326778338167,0.07383227116789065,0.24183796866502846,rRNA
NZ_CP029463.1/938513-935648,2865.999999999998,1864.9849286902906,2108060.0,118.76251679191805,0.33333333333333354,11.57413810652339,39351.642684899445,39358.50973716093,925.0017585570544,1223.873869620224,1864.9849286902906,2724.5370644487393,2107941.237483208,1549092288.730192,1500.6631948285153,750.3315974142577,13.730510357606235,0.07631308400453364,0.24791850284877281,rRNA
NZ_CP029463.1/454354-451490,2864.9999999999977,1877.0295000241906,2098961.0,109.25945861184755,0.3333333333333336,11.570797792170945,39188.79589882802,39195.63692111961,930.2726148625724,1220.4980963818725,1877.0295000241906,2765.9477287721106,2098851.7405413883,1536297953.6522346,1545.449632390238,772.724816195119,13.678462791912061,0.07563160418552335,0.2507606932666901,rRNA
NZ_CP029463.1/2900225-2903090,2866.000000000002,1888.5215567178445,2100626.0,50.24336931700258,0.33333333333333315,11.563518338911205,39212.90356502563,39219.746406638675,891.5497996559382,1194.5593395446049,1888.5215567178445,2735.8999033250734,2100575.756630683,1538188508.2010472,1541.3405637804685,770.6702818902343,13.682101732388556,0.07478240740280044,0.25117560941010025,rRNA
NZ_CP029463.1/938370-935507,2863.9999999999873,1861.35913146008,2097834.0,86.0,0.3333333333333348,11.554568569080864,39174.15893162226,39180.99978715884,935.0391829872501,1207.9085457238023,1861.35913146008,2786.5525175590165,2097748.0,1535150744.3213413,1578.6439718352142,789.3219859176071,13.678128118583253,0.07678333594525902,0.2567181900622746,rRNA
NC_019693.1/2201352-2201469,117.99999999999994,80.40237865703814,3738.0,9.598242690949622,0.33333333333333354,2.255805244629046,337.7247399880559,339.16493731052844,39.280979100009596,52.76952561626414,80.40237865703814,105.56689065847803,3728.4017573090505,115032.8547008547,52.79736504221389,26.398682521106945,2.8620740676953904,0.33397868344757475,0.19984221815038428,rRNA
NC_019693.1/3799265-3800754,1490.000000000001,965.7383670332649,570594.0,61.35004417577253,0.33333333333333315,8.322721521549864,14763.583440344015,14768.540158106753,490.9692570911944,631.8182052755224,965.7383670332649,1433.3373944005668,570532.6499558243,218109778.40161183,801.5191891250445,400.75959456252224,9.908445261975842,0.10653137873033619,0.24346540538108927,rRNA
NC_019693.1/2196567-2198056,1489.9999999999998,961.4614855278332,570982.0,36.883614196463995,0.33333333333333337,8.332562171797035,14773.844049535652,14778.80421218994,484.3456100162784,622.1367280432762,961.4614855278332,1444.5183822810382,570945.1163858036,218413053.94224313,822.381654237762,411.190827118881,9.915331576869566,0.10732586171209356,0.25169293691825617,rRNA
NC_019693.1/7171546-7170056,1491.0000000000023,964.8463346114447,571763.0,61.92961589151368,0.3333333333333328,8.327726601519078,14789.33805144774,14794.300084149496,490.3120216564964,615.5008824159197,964.8463346114447,1460.4027321805315,571701.0703841085,218871314.97986576,844.9018497646118,422.4509248823059,9.919073139803968,0.10672965826291028,0.2595041697948119,rRNA
NC_019693.1/3799270-3800752,1482.9999999999982,957.0663556664674,565695.0,86.28174600647739,0.3333333333333337,8.3012849445241,14671.119248373656,14676.068184000458,486.03824647037595,632.7641541375584,957.0663556664674,1442.4693224498906,565608.7182539935,215386977.3414305,809.7051683123321,404.8525841561661,9.892865305713872,0.10754468737451622,0.25845089444841945,rRNA
NC_019693.1/2196572-2198054,1483.0,968.456152384755,566084.9999999998,84.28433904383613,0.3333333333333333,8.309697566998672,14681.346464136039,14686.298849658626,492.8927747750527,630.722220211018,968.456152384755,1412.532139321906,566000.7156609559,215687373.9014843,781.809919110888,390.904959555444,9.899761607643992,0.10514236869326372,0.24520083766839962,rRNA
NC_019693.1/7171541-7170058,1483.9999999999984,959.7017805371022,566892.0,60.23379767710911,0.3333333333333337,8.312270770496253,14697.63375513215,14702.588292186794,462.9806574813634,613.8344531159687,959.7017805371022,1480.1770412536607,566831.7662023229,216166102.4895482,866.342588137692,433.171294068846,9.90406587273057,0.10701686302663938,0.2729172510401882,rRNA
NC_019693.1/3799270-3800749,1479.9999999999993,991.655751918243,563750.0,74.28417550752857,0.3333333333333335,8.264953495123038,14635.001127434189,14639.947891519158,481.3067774613367,644.0709321569535,991.655751918243,1386.1527075227145,563675.7158244925,214328074.26639622,742.081775365761,371.0408876828805,9.888514275293375,0.1001047237023424,0.24195089898257127,rRNA
NC_019693.1/7171541-7170061,1480.9999999999968,947.4086826354142,564939.0,49.97232099595238,0.33333333333333404,8.299162306272663,14661.838834198117,14666.79132170102,470.1654778548618,598.3773024394952,947.4086826354142,1447.1144943055428,564889.027679004,215114767.67432433,848.7371918660476,424.3685959330238,9.89995869966114,0.10917961724964612,0.2574609210786128,rRNA
NC_019693.1/2196572-2198051,1479.9999999999986,976.3729101931012,564136.0,47.32998784749563,0.33333333333333365,8.278750630926652,14645.069477472618,14650.01964475188,490.73278793138144,646.1706967902377,976.3729101931012,1396.1331608134624,564088.6700121525,214623075.59161595,749.9624640232247,374.98123201161235,9.895317214508534,0.10316654842401154,0.24072114641876322,rRNA
NC_019693.1/7169713-7166824,2890.000000000001,1879.2161319814309,2167482.0,100.25276909763036,0.33333333333333326,11.623975369620906,40292.55966056265,40299.532501258705,901.2548246511005,1194.5890590085874,1879.2161319814309,2824.0925498465504,2167381.7472309023,1624052319.8200068,1629.503490837963,814.7517454189815,13.94206216628465,0.07525835115964846,0.2606060638980267,rRNA
NC_019693.1/3801302-3804191,2889.999999999995,1878.1504995145492,2168724.0,108.60885721664205,0.3333333333333339,11.625179109719786,40315.75622507905,40322.73308006337,921.4774035282998,1191.510675581583,1878.1504995145492,2803.149787614689,2168615.391142783,1625922803.0460367,1611.6391120331061,805.8195560165531,13.950088659196927,0.0752943460742534,0.2615818584989472,rRNA
NC_019693.1/2198399-2201289,2890.9999999999986,1870.8553075581492,2169199.0,82.15755158342006,0.3333333333333335,11.655653129122783,40317.31697422337,40324.29168528225,958.2218724736149,1214.7045676292914,1870.8553075581492,2800.7428967504147,2169116.8424484166,1626048499.9197233,1586.0383291211233,793.0191645605616,13.945803173373708,0.07590867416307037,0.2678911502652818,rRNA
NC_019693.1/7169711-7166824,2888.0000000000036,1900.9153356853321,2164574.0,98.22664606369909,0.3333333333333329,11.638062682426396,40252.03237104929,40259.003023516656,918.4442667341815,1219.351608842921,1900.9153356853321,2766.9341198932066,2164475.773353936,1620787324.4475234,1547.5825110502856,773.7912555251428,13.937684339005969,0.07356781306461074,0.24744403228461026,rRNA
NC_019693.1/3801304-3804191,2888.0000000000023,1904.4942025243074,2165818.0,146.86988291689107,0.33333333333333304,11.635104366204407,40275.071595218804,40282.04623750768,908.5208241124324,1242.718013842847,1904.4942025243074,2772.793028501308,2165671.130117083,1622643249.0807066,1530.075014658461,765.0375073292305,13.94566190970179,0.0732591470495946,0.24869114485345115,rRNA
NC_019693.1/2198401-2201289,2888.9999999999964,1904.0731833774203,2166289.0,119.5375093581565,0.33333333333333376,11.62047297172291,40276.29094144594,40283.26337998886,965.180098109146,1241.0985790465172,1904.0731833774203,2730.284031472289,2166169.462490642,1622741308.5415514,1489.1854524257717,744.5927262128859,13.941256816007613,0.07336277449587938,0.2488898772152591,rRNA
NC_019693.1/7169565-7166823,2742.9999999999964,1799.5302092183017,1949645.0,50.65564330995012,0.3333333333333338,11.334841217215889,37199.5152925411,37206.29795561007,850.1389312015768,1128.733916135821,1799.5302092183017,2673.4402627459804,1949594.34435669,1384308607.5616338,1544.7063466101595,772.3531733050797,13.56161694952284,0.07608726484972807,0.2594686015654902,rRNA
NC_019693.1/3801450-3804192,2743.000000000005,1805.666472419079,1950795.0,36.38696772992982,0.33333333333333276,11.331772969738065,37221.445753758686,37228.23241545311,853.6103972228849,1133.4989149165744,1805.666472419079,2650.6361656390086,1950758.61303227,1385941288.7789934,1517.1372507224341,758.5686253612171,13.569612013765445,0.07554786026705633,0.25247115787127544,rRNA
NC_019693.1/2198547-2201290,2743.9999999999995,1813.009241302471,1951302.0,140.94007927100205,0.33333333333333337,11.332089175287441,37224.08236612422,37230.86703443284,876.4823089316536,1136.8924581784313,1813.009241302471,2653.4058296238536,1951161.059920729,1386137460.135618,1516.5133714454223,758.2566857227112,13.565627684447604,0.07503132645747448,0.26011910872845634,rRNA
U00096.3/228758-228873,115.99999999999991,80.0,3704.0,16.0,0.33333333333333354,2.2797208779108686,337.78987551434983,339.25534823248967,39.71171105809919,46.68849659188041,80.0,107.709094435722,3688.0,115094.19130434783,61.020597843841585,30.510298921920793,2.911981685468535,0.31972539092697505,0.25665563143341474,rRNA
U00096.3/4040519-4040634,115.99999999999999,82.0,3646.0,6.0,0.33333333333333337,2.2696783252200037,332.2318467576521,333.6732064395524,39.637523993854415,48.65101871079042,82.0,118.69202461874633,3640.0,111337.80869565217,70.0410059079559,35.02050295397795,2.8640676444625184,0.3070145171073991,0.317157657327228,rRNA
U00096.3/4171639-4171754,116.0,77.71763956993652,3678.0,10.0,0.3333333333333333,2.2789946254391973,335.40721518774757,336.862350936196,38.82673645698443,47.14039741347001,77.71763956993652,108.59775277621972,3668.0,113476.24347826088,61.45735536274971,30.728677681374855,2.8914415102392033,0.34241088470891606,0.23330637025977846,rRNA
U00096.3/3423540-3423425,115.99999999999997,80.58815453532128,3614.0,20.125670117381297,0.33333333333333337,2.252753280921196,329.4237392781522,330.8529162239817,38.35251696766291,45.62990288205867,80.58815453532128,108.32019854514256,3593.874329882619,109463.65217391304,62.69029566308389,31.345147831541944,2.839859821363382,0.32248901256122,0.2874078515467467,rRNA
U00096.3/3941808-3943349,1542.0000000000018,979.4247351324218,610874.0,56.76778440028942,0.3333333333333329,8.486540533820403,15538.42746226271,15543.468314775615,488.05316059633265,627.5643387840857,979.4247351324218,1483.5908470271659,610817.2322155997,241599407.25243348,856.0265082430801,428.01325412154006,10.076801207693055,0.10861625468224652,0.25501000989813377,rRNA
U00096.3/3428762-3427221,1541.9999999999982,995.5408201995115,610998.0,63.90291022659726,0.3333333333333337,8.490175008322987,15541.575402770466,15546.617276513083,485.84532794361013,633.5338288096088,995.5408201995115,1498.705033438453,610934.0970897734,241697308.74237508,865.1712046288442,432.5856023144221,10.078842673651417,0.10548335653985387,0.26021105682862833,rRNA
U00096.3/2731157-2729616,1542.0000000000018,999.8420396722755,611322.0,82.83420739640077,0.3333333333333329,8.490694352954488,15549.881993121362,15554.926561621665,468.21819881239935,625.9314319648888,999.8420396722755,1509.0728899376386,611239.1657926036,241955740.33744323,883.1414579727498,441.5707289863749,10.08422956752357,0.10459718483411418,0.2662401566591719,rRNA
U00096.3/4035531-4037072,1541.9999999999975,999.150725766337,610646.0,87.34183559550837,0.33333333333333387,8.487199579171655,15532.72468049312,15537.763682955114,479.39658458130344,621.0973656154877,999.150725766337,1484.0725034722986,610558.6581644044,241422100.26735887,862.975137856811,431.4875689284055,10.073102905637578,0.10484624276809622,0.2629936518046613,rRNA
U00096.3/4166659-4168200,1542.0000000000007,991.4373421743951,610990.0,87.59024290186011,0.3333333333333332,8.485366063789836,15541.431980354962,15546.473807569626,485.56317467401266,627.8286697488849,991.4373421743951,1502.9595355795732,610902.4097570982,241692847.8494484,875.1308658306883,437.56543291534416,10.078749663005807,0.10627643421562577,0.26489138389499695,rRNA
U00096.3/223771-225312,1542.000000000001,1011.3219867339672,610500.0,113.29622935269737,0.33333333333333315,8.465382272953105,15528.565291101424,15533.602944207545,495.56262910135194,634.3230156106058,1011.3219867339672,1495.225752457796,610386.7037706473,241292820.42829332,860.9027368471902,430.4513684235951,10.070405506550852,0.10252293176823034,0.25680729912395545,rRNA
U00096.3/3941813-3943347,1534.9999999999993,999.2028823008067,605901.0,72.22621594799502,0.3333333333333335,8.44541632619477,15446.69511578448,15451.729072286302,481.2807530929818,630.4986442541388,999.2028823008067,1513.9673658799331,605828.773784052,238755931.32333767,883.4687216257944,441.7343608128972,10.062993560771652,0.10406053470007552,0.2839841087488425,rRNA
U00096.3/4035536-4037070,1534.999999999999,980.022463499422,605669.0,72.41493359174515,0.33333333333333354,8.437776524323473,15440.792013365115,15445.824046092272,491.4130392170541,634.4093919509903,980.022463499422,1504.0759164407862,605596.5850664083,238573480.46284226,869.6665244897958,434.8332622448979,10.059147891443077,0.10782689178512427,0.27179737793012804,rRNA
U00096.3/3428757-3427223,1535.000000000003,1007.2823449675111,606041.0,89.34705600969659,0.3333333333333327,8.446104379029686,15450.213526032578,15455.248629156642,481.2865954618328,634.6882746897779,1007.2823449675111,1517.0686654089664,605951.6529439903,238864710.18904823,882.3803907191884,441.1901953595942,10.065285684711757,0.10246803142428863,0.275555449183819,rRNA
U00096.3/4166664-4168198,1534.999999999999,982.9410370415555,606019.0,59.84803131315227,0.33333333333333354,8.434174368020022,15449.655141782292,15454.690062933318,500.3016229189926,624.8153564200314,982.9410370415555,1497.0191113637243,605959.1519686868,238847444.94132987,872.2037549436928,436.1018774718464,10.064921916470555,0.1071983079024424,0.27261008897743144,rRNA
U00096.3/2731152-2729618,1534.9999999999982,998.5418536507036,606375.0,108.20153459293658,0.33333333333333376,8.441718763117823,15458.950029028492,15463.987979310199,480.48419092870836,623.0424764728746,998.5418536507036,1530.378072881942,606266.7984654071,239134924.22425032,907.3355964090674,453.6677982045337,10.07097721760815,0.10410632261737272,0.2859230996098797,rRNA
U00096.3/223776-225310,1534.9999999999989,1006.8454146431932,605525.0,72.3161139169228,0.3333333333333336,8.431944013408723,15436.751147829003,15441.781863669845,489.20864056335654,637.7867962146606,1006.8454146431932,1502.288959077726,605452.6838860831,238448627.12516296,864.5021628630655,432.2510814315327,10.056515405751801,0.10264230736745751,0.2695889418542104,rRNA
U00096.3/3941813-3943344,1531.9999999999993,999.7312155536162,603874.0,92.79028962541086,0.3333333333333335,8.472890077845875,15410.739047819867,15415.77112601041,470.87859375318067,622.9879368152071,999.7312155536162,1479.0483554799403,603781.2097103746,237645999.40953624,856.0604186647331,428.03020933236655,10.059229143485558,0.10361646825530066,0.25922627800076914,rRNA
U00096.3/223776-225307,1532.0000000000016,1016.7731465930107,603496.0,91.35730507563947,0.333333333333333,8.4521826491583,15400.467850036246,15405.496574366196,473.8771397086971,616.9024216738004,1016.7731465930107,1472.4374216071883,603404.6426949244,237329324.70280862,855.5349999333879,427.76749996669395,10.052524706289967,0.10036581844605033,0.25151795900328777,rRNA
U00096.3/3428757-3427226,1531.9999999999982,1004.5478938232474,604010.0,93.5241529382582,0.33333333333333376,8.474551065290658,15414.160048474912,15419.193243726919,464.31303184996955,623.1994816896936,1004.5478938232474,1495.2731764754822,603916.4758470617,237751520.28739387,872.0736947857886,436.0368473928943,10.061462172633767,0.10265601976066233,0.26154636032376066,rRNA
U00096.3/4166664-4168195,1531.9999999999989,1013.0974252310182,603994.0,69.35221946957137,0.3333333333333336,8.470247002064884,15413.6372086539,15418.670233182698,463.1006564167237,617.0104468692352,1013.0974252310182,1490.74440233652,603924.6477805304,237735391.75963423,873.7339554672847,436.86697773364233,10.061120893377227,0.10099548232735991,0.2623318821047054,rRNA
U00096.3/4035536-4037067,1531.999999999998,1006.6715544815918,603642.0,83.02145142305478,0.3333333333333338,8.468971470236863,15404.615671934178,15409.645750654987,477.41001854450633,614.5106495857777,1006.6715544815918,1483.4136252721416,603558.9785485769,237457182.16067928,868.9029756863639,434.45148784318195,10.055232161836944,0.10230604710421447,0.25855289934238423,rRNA
U00096.3/2731152-2729621,1531.999999999999,1001.1939147289802,604346.0,79.04478246039966,0.33333333333333354,8.475806236155298,15422.791381588484,15427.827395235056,457.2823192944248,619.5148861676387,1001.1939147289802,1487.488567526601,604266.9552175396,238017858.13716525,867.9736813589623,433.98684067948113,10.067096202081261,0.10325097554740083,0.26137147407152606,rRNA
U00096.3/4210042-4212945,2904.0000000000027,1864.928165579933,2170334.0,86.00091858927995,0.33333333333333304,11.687283979926296,40249.174252399265,40256.10599691848,932.9922091231392,1187.703365734743,1864.928165579933,2799.356198579244,2170247.999081411,1620554070.035136,1611.6528328445008,805.8264164222504,13.859908489118192,0.07744793678778121,0.2590108852904428,rRNA
U00096.3/2729185-2726282,2903.9999999999995,1862.50772303385,2170334.0,89.46527039908662,0.33333333333333337,11.685412830393549,40249.22125954737,40256.15301216219,935.3634975039644,1177.5465966362212,1862.50772303385,2773.150198244102,2170244.534729601,1620557855.3386152,1595.6036016078806,797.8018008039403,13.859924676152676,0.07762825548226732,0.2547948816675538,rRNA
U00096.3/225758-228661,2904.0,1867.4630831328873,2170020.0,153.8461286696437,0.3333333333333333,11.698392570972016,40243.7239579043,40250.6547637695,922.8943284552932,1168.4146176398447,1867.4630831328873,2816.0353944585686,2169866.1538713304,1620115208.91216,1647.620776818724,823.810388409362,13.858031665945008,0.07726945830992306,0.2629323603113501,rRNA
U00096.3/4037518-4040422,2904.9999999999964,1878.2571576382124,2171291.0,109.45432894184445,0.33333333333333376,11.69001448868281,40259.329875197865,40266.260981365296,915.5873458041623,1181.5049626884395,1878.2571576382124,2865.1940076050782,2171181.5456710584,1621371773.4194214,1683.6890449166387,841.8445224583194,13.858633347744549,0.07650968201989261,0.2706289231754291,rRNA
U00096.3/3943703-3946606,2904.0000000000036,1874.652789962304,2170000.0,154.5772617878419,0.3333333333333329,11.694422797045073,40243.20215887399,40250.13287487455,917.1284492704897,1187.7615575061034,1874.652789962304,2816.535787713072,2169845.422738212,1620073196.445057,1628.7742302069685,814.3871151034842,13.857851983083313,0.07673449090661286,0.25813384248364424,rRNA
U00096.3/3426784-3423881,2904.000000000006,1865.870733784885,2170290.0,95.54655896336173,0.33333333333333265,11.686245452204895,40248.61908190144,40255.55073080875,920.5039599971698,1185.9219109101032,1865.870733784885,2784.3206071224026,2170194.453441037,1620509364.6407166,1598.3986962122995,799.1993481061497,13.859717314704323,0.07737874912696835,0.2516056110565586,rRNA
U00096.3/2729184-2726281,2903.9999999999986,1860.9016197772132,2169990.0,87.13699509601321,0.3333333333333335,11.684826743295584,40242.84030731429,40249.770960996495,929.2562116819535,1178.3216858710107,1860.9016197772132,2778.340975003287,2169902.863004904,1620044062.4126766,1600.0192891322763,800.0096445661381,13.85772737855176,0.07776029516732681,0.2553728547408222,rRNA
U00096.3/4210043-4212946,2904.0000000000014,1861.4678147720876,2169990.0,78.83120959800252,0.3333333333333332,11.68762378047733,40242.792944824294,40249.72359034969,933.6402669571034,1191.213964528277,1861.4678147720876,2794.9091785132,2169911.168790402,1620040249.0995522,1603.695213984923,801.8476069924615,13.857711069154364,0.07771817825795282,0.25773335028096495,rRNA
U00096.3/225759-228662,2904.000000000008,1870.4395631176708,2169678.0,139.43109239200342,0.33333333333333237,11.698239858508849,40237.38724122132,40244.31695577218,919.5953215650374,1168.4956661018698,1870.4395631176708,2827.1835212828073,2169538.568907608,1619605047.2366517,1658.6878551809375,829.3439275904688,13.855849600971489,0.07705970797901385,0.26269378839296614,rRNA
U00096.3/4037519-4040423,2904.999999999991,1891.760484994939,2170949.0,130.33828664428168,0.33333333333333437,11.690035684595134,40253.058119849724,40259.98814626241,920.359794382045,1177.336063693147,1891.760484994939,2873.2037207476874,2170818.6617133557,1620866645.5371902,1695.8676570545404,847.9338285272702,13.856474395817504,0.07551522013469579,0.2728775174115737,rRNA
U00096.3/3943704-3946607,2903.999999999998,1872.810829437811,2169650.0,141.21945651913313,0.33333333333333354,11.694757404229367,40236.73125391773,40243.66085549394,915.3441402834177,1190.6683286950758,1872.810829437811,2827.362098370816,2169508.780543481,1619552239.052015,1636.6937696757402,818.3468848378701,13.855623710026775,0.07688416566853576,0.26049205268298953,rRNA
