A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,k1,k2,k3,k4,k5,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3
0,1,0,0,3,2,1,0,1,3,0,1,0,1,0,0,0,2,0,1,1,1,2,1,2,3,2,0,1,3,1,1,1,0,1,2,1,1,2,2,1,1,1,2,0,0,3,1,1,1,1,2,0,0,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,12,12,0.0,12.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,1.9654312785938168,3.836555440039254,5.0630322033373325,5.782243907394999,5.976536951651797,142.0,87.47648618196077,766.4285304753352,1.8376896752935163,0.1666666666666666,2.278579443026861,154.5833108715168,155.68356184443954,18.09956147370125,35.06266982379913,87.47648618196077,207.561387953394,764.5908408000416,24237.371428571438,172.49871812959486,86.24935906479743,1.088614865292372,1.0581384273110226,0.2782678335650446,0.6331782065801723,0.7407476474272383,0.759777500251033,0.7644968495261527,0.7655528407103238
1,0,0,1,1,2,0,1,0,3,1,0,0,0,1,2,0,1,1,1,2,0,0,1,3,2,1,0,2,2,1,1,0,1,1,4,3,1,1,0,1,1,0,0,1,0,2,1,0,0,1,2,0,0,5,1,0,2,1,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9876231253082957,3.799644981845464,5.121003217830086,5.723420377983233,5.94668620538314,141.99999999999997,86.74535562261985,730.1464026314937,6.270722089171614,0.1666666666666667,2.287566177678457,164.41411131651688,165.58433328238343,23.193144757696672,35.59462971051907,86.74535562261985,182.38935601683988,723.8756805423221,27418.171428571422,146.7947263063208,73.3973631531604,1.1578458543416683,1.008209890287488,0.1861422291343446,0.639267339770068,0.7398664091176719,0.7600428366873405,0.764222452562495,0.7654108866697689
1,0,1,0,2,1,2,0,0,6,0,0,0,1,0,0,1,2,0,0,1,1,1,1,2,1,4,0,1,2,1,1,1,0,0,3,1,1,3,2,1,2,0,1,1,0,2,0,1,0,2,2,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9529707179960607,3.777718286305769,5.132659765557392,5.786803733023729,5.954196310386873,132.00000000000006,101.05123022290924,512.1583114581866,0.942077461624333,0.1666666666666666,2.1325292207744715,118.59173664298874,119.50049887247012,35.87594167129549,49.0322543337235,101.05123022290924,169.0962836230159,511.2162339965623,14280.36923076923,120.0640292892924,60.0320146446462,0.8984222472953688,0.782907072275863,0.2369167306856567,0.6304052937153102,0.7365488131922141,0.7597414226407458,0.7647264904137578,0.7656337111414749
1,1,0,0,1,1,2,0,2,4,0,0,0,0,2,0,0,0,0,1,1,1,2,0,2,4,3,0,1,2,2,2,0,2,1,3,2,1,4,2,1,1,2,2,1,0,1,1,1,0,2,2,1,1,2,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.943938547466426,3.782512843645741,5.12709615072134,5.901954885869988,6.162427298606055,154.0,88.64450153285692,1482.8757825681955,0.126404871528826,0.1666666666666666,2.448337201828766,207.6535576386786,209.0152349017952,14.538974267592309,30.2289421301861,88.64450153285692,192.78681984918367,1482.749377696667,43687.36842105264,162.5578777189976,81.2789388594988,1.3483997249264843,0.9442000302378104,0.2319270614515075,0.6276461942752758,0.7370207627477474,0.7595386882431678,0.7649888414919352,0.7662052741289664
2,0,0,0,1,1,3,0,0,5,1,3,0,0,0,0,0,1,2,1,2,1,0,0,3,1,1,0,1,1,2,1,1,0,0,2,1,0,4,2,2,2,0,1,1,1,2,1,1,2,2,2,0,1,1,0,0,0,1,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,1.9835155945037508,3.9144904377548553,5.275362481076147,5.876640398807151,6.028639311838581,143.99999999999994,118.7130621165625,591.4036679810698,7.205800542145384,0.1666666666666667,2.1931843580303987,121.85236969382254,122.70748453359876,30.05932094646137,52.38605336660477,118.7130621165625,198.68285818628917,584.1978674389244,15057.12676056338,146.29680481968438,73.14840240984219,0.8461970117626568,0.6225633021411663,0.2402272726589102,0.6379425953734391,0.744215738763593,0.7617608484032756,0.7650393622809641,0.7657663401085949
2,3,3,5,10,2,6,2,8,8,5,3,2,5,5,4,3,2,4,7,2,6,6,2,7,4,9,3,4,6,7,6,8,5,8,4,4,9,7,2,1,6,7,6,2,2,8,4,6,2,2,8,7,4,4,5,4,8,0,4,2,6,2,6,1,1,0,0,0,1,2,0,0,1,2,0,0,1,4,0,1,2,5,2,0,0,0,2,1,1,0,4,0,1,1,0,3,0,2,3,0,5,2,1,2,1,2,0,0,3,0,0,0,0,0,2,2,2,1,0,3,1,0,1,0,2,0,2,1,0,0,2,1,0,0,1,0,1,2,1,2,1,3,1,1,1,0,0,2,1,2,1,1,1,2,2,0,0,1,1,2,1,2,2,2,0,2,0,5,2,2,0,0,0,1,2,1,1,2,0,4,1,1,0,0,4,1,2,2,0,2,2,1,0,3,4,1,2,2,0,2,2,1,3,0,2,0,2,2,0,0,2,4,2,2,1,1,1,5,0,0,1,0,1,0,0,1,0,2,1,2,1,1,4,1,1,1,1,2,2,0,0,0,2,0,1,1,0,2,5,1,0,0,0,3,1,2,3,1,0,0,2,0,0,1,0,1,0,1,3,2,2,2,1,1,3,1,0,2,1,0,2,0,2,0,2,2,1,2,1,0,1,2,2,1,3,0,0,0,0,3,1,0,0,0,1,0,1,2,1,3,0,1,0,1,0,1,1,0,3,228,36,78.43468620451031,130.0,0.6033437400346947,54.38596491228071,38.88888888888889,7.037269003016533,48.81648565859092,0.1441576325717762,1.9981294376824543,3.956919268926286,5.816600429701607,7.278247020930962,7.937846386777494,616.0000000000001,394.1873187545402,4321.420493488207,0.3651108944682613,0.1666666666666666,4.69901247040563,643.3661476950741,644.4131234042609,92.58945735574784,176.4844313827342,394.1873187545402,834.7039530472964,4321.055382593739,415268.2736156351,658.2195216645622,329.1097608322811,1.0444255644400553,1.034306896811995,0.2515936055499765,0.6418578651637453,0.7465875386813338,0.7646563547608906,0.7678795065472601,0.7685446719911109
1,1,2,3,2,0,1,3,2,1,0,1,4,1,3,13,0,1,1,2,2,2,1,2,3,2,1,3,0,2,3,8,4,1,3,3,1,1,1,2,1,2,3,1,3,1,0,6,5,2,5,3,2,3,2,8,3,3,1,5,4,10,4,11,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,1,1,0,3,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,3,0,4,1,1,0,2,0,0,0,1,0,0,1,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2,0,3,2,0,1,2,0,1,0,1,2,0,0,3,0,1,0,2,1,0,1,0,1,0,0,2,0,1,0,1,0,2,2,4,2,0,0,1,2,0,1,0,1,0,0,0,1,1,1,2,0,2,1,1,2,1,3,4,2,1,1,0,2,2,2,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.899946172930708,3.745220146276671,5.395672357172042,6.540552218564059,7.179726683236155,357.99999999999983,269.02571915323443,3578.0,0.7696057367591429,0.1666666666666667,3.592392404036848,408.9889974070207,410.1362338748902,58.854223652385066,93.14831506834868,269.02571915323443,465.44500373114056,3577.2303942632407,168211.73033707865,372.2966886627919,186.14834433139595,1.1424273670587175,0.652640643715552,0.2479880132752131,0.611944117515455,0.7307910951369234,0.758270727972716,0.7658924044951955,0.7678537612888434
1,0,0,2,2,0,0,0,0,1,0,1,0,1,1,3,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0,2,2,0,1,1,2,0,1,0,0,0,0,0,1,0,0,3,0,1,1,3,1,1,2,0,1,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9474447165840103,3.673070910399517,4.748515234544757,5.283856189774726,5.492260864523372,106.0,67.35469831699235,507.1826636740025,0.1482608012669413,0.1666666666666667,1.9486850867955137,109.6175168483578,110.666512202549,16.384877177858947,41.11101997644231,67.35469831699235,121.28805131037824,507.0344028727356,12247.076923076926,80.17703133393593,40.088515666967965,1.034127517437338,1.0576403150000726,0.1779605049651747,0.627915837692196,0.7342807587076835,0.7554008265837973,0.7619685254801521,0.7634719148990011
1,1,0,4,0,0,0,0,1,1,0,1,2,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8910044450686887,3.6504480062056297,4.470612297871735,4.903055907333276,5.163482026499081,85.99999999999999,47.41051193839632,375.7909319053999,0.4198124815910228,0.1666666666666667,1.804678338027208,99.4786409235671,100.65594392592544,12.33061309736336,21.29133048907609,47.41051193839632,94.37614445081556,375.37111942380886,10131.619047619048,73.08481396173947,36.542406980869735,1.1567283828321755,1.1637519683623334,0.1515276287380417,0.6129941487994987,0.7277125448444935,0.7506323680553934,0.7572102954221143,0.7610560907180232
2,1,0,3,0,0,1,0,0,1,0,0,1,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,1,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.929507551809884,3.7165902702167655,4.589020906951572,5.121928094887363,5.285402218862247,86.0,54.06061474239119,342.0282573490133,2.703090211836245,0.1666666666666666,1.7749060400778556,90.19977827023745,91.26726842474407,11.14231245207456,17.49434021654313,54.06061474239119,107.57859613691424,339.32516713717706,8329.714285714286,90.0842559203711,45.04212796018555,1.0488346310492729,1.0622881520368752,0.2091845528523318,0.6239738785348378,0.7340219792832472,0.7540986049881805,0.7610122226839504,0.7626591459640043
7,8,10,1,5,1,4,1,16,3,10,2,2,4,5,1,4,2,3,1,1,2,2,1,5,3,9,2,1,1,2,4,13,2,5,5,7,3,6,4,4,3,5,7,4,2,3,5,5,2,8,3,1,1,2,3,2,4,1,3,1,3,4,6,4,1,1,1,3,1,4,0,3,1,5,1,0,0,1,0,2,1,2,0,0,0,1,0,1,1,1,1,0,0,1,0,4,5,4,3,0,0,2,1,5,1,1,3,1,1,0,0,2,0,0,0,3,0,0,1,1,0,1,3,1,0,0,0,1,2,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,3,1,1,1,0,1,7,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,2,5,1,3,4,1,0,1,0,3,1,1,0,0,1,1,3,1,0,6,0,0,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,0,1,2,0,2,2,1,0,1,2,2,2,3,0,0,1,1,1,0,0,1,0,1,1,1,0,4,0,1,2,2,0,1,0,0,1,1,0,6,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,1,2,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,2,0,2,1,3,78,69,3.741657386773941,73.0,0.0512555806407389,55.12820512820513,47.82608695652174,3.043475362004887,51.91068995416822,0.0586290678219064,1.952221653868357,3.873658233791066,5.617605940434049,6.817845721596256,7.476569234566907,508.0000000000006,378.0640863210451,2656.64716218252,0.8962396155725891,0.1666666666666664,4.213362184706532,486.5881215155176,487.5488097588111,90.6817752445561,151.06441890139388,378.0640863210451,673.835105325154,2655.750922566948,237703.8418972334,522.7706864237601,261.38534321188007,0.9578506329045612,0.8011041038625832,0.2251863424894202,0.6300557831443722,0.742359499113101,0.7625209620142657,0.7668456471111391,0.7680519567348547
1,3,0,3,1,0,0,1,1,1,0,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9214705860944377,3.748994803525097,4.723405663154668,5.171928094887363,5.285402218862247,85.99999999999999,74.2743610583541,279.53334664021327,4.99669644251129,0.1666666666666667,1.6657024110174952,63.81222453417527,64.56742507605814,22.666702200978584,31.23323010983904,74.2743610583541,125.45297638817216,274.536650197702,4168.952380952382,94.21974627833312,47.10987313916657,0.7420026108625032,0.5512567079697763,0.3405739734804537,0.6192050850653341,0.7341886364071127,0.7560778443943743,0.7614771465332764,0.7626591459640043
