nameseq,Integer_Fourier_1,Integer_Fourier_2,Integer_Fourier_3,Integer_Fourier_4,Integer_Fourier_5,Integer_Fourier_6,Integer_Fourier_7,Integer_Fourier_8,Integer_Fourier_9,Integer_Fourier_10,Integer_Fourier_11,Integer_Fourier_12,Integer_Fourier_13,Integer_Fourier_14,Integer_Fourier_15,Integer_Fourier_16,Integer_Fourier_17,Integer_Fourier_18,Integer_Fourier_19,label
pre_sp|Q92A79|NDK_LISIN,19543.999999999967,3039.291095557333,2232036.0,33.1915075362373,0.0025071633237822,0.7153139320041507,183158.04673559935,183784.2299185845,759.777435228668,1209.7660374726718,3039.291095557333,6511.37954054382,2232002.8084924635,33776643166.767124,5301.613503071148,2650.806751535574,9.371574229205878,0.2703355249513268,0.2693108878050816,Predicted
pre_sp|Q65I57|PANC_BACLD,38196.00000000002,7700.34100478357,8133904.0,10.267160958083046,0.0025133521834747,0.9636983333167604,477951.8635406708,478783.80823215214,1473.3529615455632,3384.420072104076,7700.34100478357,14404.722385615534,8133893.732839042,229233935025.28223,11020.302313511458,5510.151156755729,12.51313916485157,0.191414625539721,0.2631291804127922,Predicted
pre_sp|Q72X78|SPEE_BACC1,42470.0,6390.9237834510095,9400356.0,215.2611318470411,0.0021583863119064,0.9687288005234008,565368.1235743663,566398.8776180359,2322.167773062483,3314.9806520689035,6390.9237834510095,11915.465391129745,9400140.738868153,320807688566.9708,8600.484739060841,4300.242369530421,13.312176208485198,0.1914455805632449,0.2476801456359993,Predicted
pre_sp|Q81KI4|MOBA_BACAN,29320.0,4855.205585761942,4502884.0,105.89957507040975,0.0022737608003638,0.7988541710529039,317201.37531858217,317997.3649649052,1209.388864350839,2037.078715580996,4855.205585761942,9125.365660841871,4502778.1004249295,101122324124.62312,7088.2869452608775,3544.1434726304387,10.81860079531317,0.2313810372637896,0.2516744131751139,Predicted
pre_sp|Q88S50|RHAM_LACPL,15392.000000000022,2300.273544484525,1236544.0,1.1115581441275248,0.0022522522522522,0.5525805368613113,120376.19567838153,120959.1346600526,609.7688963219317,938.2916777775896,2300.273544484525,5587.350745912434,1236542.8884418558,14631112257.708738,4649.059068134844,2324.529534067422,7.820698783678623,0.3262703156983051,0.3118215634792088,Predicted
pre_sp|A2RJT9|PYRDA_LACLM,40492.00000000005,6089.542106520603,9897316.000000004,21.78857148161038,0.0025601764957687,1.1233775412871991,559912.9050950694,560815.2633035522,1558.6625443264163,2701.289071216538,6089.542106520603,11413.79704959346,9897294.21142852,314513759554.2325,8712.507978376922,4356.253989188461,13.82774140805761,0.1843275494121973,0.2424684368347857,Predicted
pre_sp|Q931P6|ACKA_STAAM,54088.00000000007,7961.963166327316,16908544.0,56.54508670645376,0.0024651185722033,1.2382193670040271,843851.4167446778,844908.2129217685,2415.8570548305297,4051.189020608892,7961.963166327316,16114.48141447089,16908487.454913292,713869888262.6566,12063.292393862,6031.646196930999,15.601453496980415,0.163983976035543,0.2458176177614181,Predicted
pre_sp|Q02133|HIS6_LACLA,31150.0,6230.695868549271,5856400.0,24.87727891612132,0.0027715355805243,0.9431628973909998,362744.37141601526,363446.6845060949,1065.8870968324652,2554.708945741957,6230.695868549271,13879.000828049324,5856375.122721083,132093492478.47289,11324.291882307369,5662.145941153683,11.64508415460723,0.2060897929374504,0.308564569846065,Predicted
pre_sp|Q2FJ89|HCHA_STAA3,40745.99999999995,6997.906945370762,9205156.0,80.26606616397814,0.0023887825389813,1.0106714308986022,537295.5792503788,538217.9757736225,1715.4227397328718,2801.644219795818,6997.906945370762,12949.083096875644,9205075.733933836,289678589445.85565,10147.438877079829,5073.719438539913,13.186461965601026,0.1884331140508191,0.2183583838553447,Predicted
pre_sp|Q7A827|HDOX2_STAAN,14382.0,2328.4292171882494,1210000.0,3.999999999999997,0.0025031289111389,0.6182542662313798,115635.05546329798,116174.14955336922,199.8465954655124,617.7481840640743,2328.4292171882494,4185.420907927709,1209996.0,13496433024.4486,3567.6727238636345,1783.8363619318172,8.040262513092614,0.3127141004391396,0.2213834717235081,Predicted
pre_sp|Q81XR2|DAPF_BACAN,39698.99999999999,7295.350829423054,8625969.0,18.353369225843437,0.0024181969319126,0.9779420913039306,506914.1215985208,507796.4793099789,1628.807655390995,3013.7734635234087,7295.350829423054,13636.86641619309,8625950.646630773,257857264399.6097,10623.092952669682,5311.546476334841,12.768939308257664,0.1917700521050437,0.2647010201072511,Predicted
pre_sp|P64180|G3P2_STAAM,45372.00000000007,8257.090023209968,11437924.0,134.6233951861099,0.0025052161391754,1.0632243029463513,617948.4889373871,618856.5694991805,1928.546488982113,3764.541783492169,8257.090023209968,15941.59100847366,11437789.376604814,382983453612.2941,12177.049224981492,6088.524612490746,13.619599950131937,0.1801844845058795,0.2222644906528433,Predicted
pre_sp|Q63A51|COAW_BACCZ,38038.99999999996,5554.548372827886,8311689.0,24.04992880286425,0.0024185704145745,1.031913007969472,498978.1771480593,499884.5869362611,1314.6165177472974,2262.8206153037177,5554.548372827886,12831.302213448334,8311664.950071197,249884600256.4364,10568.481598144615,5284.240799072309,13.117541921398036,0.195305845715572,0.3059018492154721,Predicted
pre_sp|Q9RL97|MNME_STRAG,58626.000000000095,10081.081540473837,20629764.0,25.9134812319298,0.0026268208644628,1.3375819744139903,958192.6463598016,959231.337880339,2677.103293275732,4254.5895460749925,10081.081540473837,19233.98272511012,20629738.08651877,920124759571.705,14979.393179035123,7489.696589517562,16.344158672940335,0.1519890138291594,0.2447294516207402,Predicted
pre_sp|O31521|URHG1_BACSU,47699.00000000005,7952.574807144469,12271009.0,1.0,0.0024039637448723,1.0649302372771474,660092.6564490775,661054.1903257745,1786.4787247070851,3713.083962733361,7952.574807144469,17610.179309264546,12271008.0,436992642547.2653,13897.095346531183,6948.5476732655925,13.838710590349418,0.1806402092397241,0.2533290157175091,Predicted
pre_sp|Q65K78|MOBA_BACLD,25326.000000000004,3754.065817254844,3694084.0,46.60072906298886,0.0025665324172786,0.8322233231604538,263507.715678308,264185.98633876006,556.7806112728647,1293.1673324584729,3754.065817254844,9561.826683796058,3694037.399270937,69794235377.78351,8268.659351337585,4134.329675668792,10.404632222945114,0.2455935773328208,0.2884244605853015,Predicted
pre_sp|Q9CEN1|MURE_LACLA,64730.00000000013,11013.18800526346,23716900.0,230.15557854393543,0.002487254750502,1.3281225245053794,1077428.3667316358,1078545.4519116585,2452.754791671904,3847.6975404783834,11013.18800526346,23155.63528146237,23716669.844421457,1163260291839.3235,19307.937740983987,9653.968870491994,16.644961636515273,0.1495695128884138,0.2736186944885727,Predicted
pre_sp|P94388|CAH_BACSU,47409.00000000004,6958.246734980142,11607649.0,39.5981566237928,0.0022358623889978,1.0258793957351666,649377.855624905,650401.3044169582,1956.4383340292684,2858.696683982809,6958.246734980142,15621.468924499475,11607609.401843376,423021856787.2808,12762.772240516668,6381.386120258334,13.697353996602006,0.1868746504733839,0.2747494976468638,Predicted
pre_sp|Q8RPQ1|DPS1_BACAN,22126.000000000025,3285.857180713476,2521744.0,220.19311215066892,0.0022145891711109,0.6641638866978516,206925.2198694012,207632.65858217995,1096.07615787903,1842.515703506575,3285.857180713476,7690.492901443644,2521523.806887849,43111320909.904106,5847.977197937069,2923.9885989685345,9.35212961535754,0.273144223278013,0.2697531458073524,Predicted
pre_sp|Q81SX4|IDI2_BACAN,45592.00000000002,8488.141122443889,11999296.0,48.38711736462291,0.0025516172427911,1.1099836268639836,640864.7946173982,641784.9168351255,2157.676930217924,3800.944302636092,8488.141122443889,15885.313661646343,11999247.612882636,411887879477.069,12084.369359010252,6042.184679505126,14.0565185694288,0.1736896418208186,0.2393280132136754,Predicted
pre_sp|Q2FYG7|NDK_STAA8,20237.999999999996,3427.1909102604604,2316484.0,143.96823015339365,0.002454129195902,0.7003010303375857,188818.43954974317,189455.2657743646,959.4657410589214,1724.244558536729,3427.1909102604604,5330.631590601175,2316340.0317698466,35893297729.63513,3606.387032064446,1803.193516032223,9.329896212557724,0.2670948207679285,0.1763192854648926,Predicted
pre_sp|P45947|ARSC_BACSU,16516.99999999999,3257.046037297211,1671849.0,41.61020063252455,0.002805190611693,0.6714760946337582,140971.6609535406,141481.50587615863,825.9139397820664,1627.7281294304903,3257.046037297211,6254.815104499807,1671807.3897993674,20017016504.985508,4627.086975069316,2313.543487534658,8.534943449387944,0.2821833950102809,0.2512244803649424,Predicted
pre_sp|O07608|LPLJ_BACSU,44286.00000000003,6635.364409196064,11397375.999999994,4.131201375227346,0.0024913817760315,1.1411552621117933,625058.1527298077,626004.4941539566,1547.55633975921,2292.4634563090976,6635.364409196064,13504.60894998841,11397371.86879862,391881626700.9511,11212.145493679312,5606.072746839656,14.114125293090533,0.1807062371382864,0.2450034360022634,Predicted
pre_sp|Q65CR5|PURA_BACLD,61872.00000000013,10005.015533727705,20070400.0,2.359685354245493,0.002316610637014,1.211435964556733,966166.7593888748,967292.172419655,2251.4188233562118,4249.004261887812,10005.015533727705,19599.74896771238,20070397.64031465,935654146824.3356,15350.744705824569,7675.372352912284,15.61557343206738,0.161049789683552,0.2478955674140296,Predicted
