nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
pre_15_train_U00096.3/4035536-4037067,3064.000000000004,2155.5559627582443,28398.227711300082,0.2994268928820933,0.16666666666666646,10.48943163497206,3219.4633093110406,3220.514562664547,451.9287143364605,829.9939933347041,2155.5559627582443,4162.368259227571,28397.9282844072,10371714.04833442,3332.374265892867,1666.1871329464334,1.050738677973576,0.8465175247822581,0.2483285551064506,rRNA
pre_16_train_U00096.3/2731152-2729621,3064.000000000004,2060.1178557584244,31561.744544712954,1.5652242104502239,0.16666666666666646,10.4890118590752,3253.042883209503,3254.105101322126,479.12600912026215,804.1368444741366,2060.1178557584244,4270.20183258074,31560.179320502502,10589200.010450684,3466.064988106604,1733.032494053302,1.061698068932604,0.9257936463946647,0.2568055278748867,rRNA
pre_17_train_U00096.3/4210042-4212945,5807.9999999999945,3834.619072569997,52198.71631650869,0.9097360807291363,0.16666666666666682,14.43040807531277,6133.638398210315,6134.6947382505605,856.1486329637889,1559.6472436512765,3834.619072569997,8107.104648785574,52197.80658042796,37634479.531519115,6547.457405134297,3273.7287025671485,1.0560672173227137,0.9651926634633993,0.2491911451360909,rRNA
pre_18_train_U00096.3/225758-228661,5807.999999999994,3895.2915527961004,54711.49143996108,2.78218180443438,0.16666666666666685,14.442266134572943,6131.865621489108,6132.921656220348,860.8083994729017,1567.3886373660775,3895.2915527961004,7889.891404994059,54708.70925815665,37612728.041336544,6322.502767627981,3161.2513838139903,1.055761987170991,0.9357878492154873,0.24415047317555258,rRNA
pre_19_train_U00096.3/4037518-4040422,5809.999999999993,3951.77787147888,46330.0,0.0819314807272029,0.16666666666666688,14.406279280993278,5896.379906349319,5897.395035892237,866.6752580234597,1607.2847668520542,3951.77787147888,8010.440662669066,46329.91806851927,34779268.20936639,6403.155895817012,3201.577947908506,1.0148674537606412,0.9454388072180433,0.24232600551052771,rRNA
pre_20_train_U00096.3/3943703-3946606,5807.999999999996,3805.5331981981108,51292.143078764464,0.06609331807959608,0.16666666666666677,14.432774023475638,6129.806522232166,6130.862202343709,897.9680443367912,1590.6892691882806,3805.5331981981108,7910.4942906195065,51292.07698544639,37587471.34412676,6319.805021431226,3159.902510715613,1.0554074590620126,0.9800309983059735,0.24429243954096277,rRNA
pre_21_train_U00096.3/3426784-3423881,5808.000000000003,3834.652829337707,50096.06915144952,3.6119377024985497,0.1666666666666666,14.42495234867474,6119.592143272294,6120.646064255442,920.1013466271694,1585.268906492675,3834.652829337707,7940.11515555478,50092.457213747024,37462308.24388563,6354.846249062106,3177.423124531053,1.0536487849986729,0.9673915145628149,0.24461005436910638,rRNA
pre_22_train_U00096.3/2729184-2726281,5807.999999999993,3825.5989821040284,49608.0,4.104721988235672,0.16666666666666688,14.426163053899675,6124.881713143527,6125.936545100568,893.8980829923107,1577.3010108824842,3825.5989821040284,7975.63958795278,49603.89527801176,37527098.55459869,6398.338577070295,3199.1692885351476,1.0545595236128675,0.9709906790404867,0.24786611626109994,rRNA
pre_23_train_U00096.3/4210043-4212946,5808.0,3788.447441547937,51378.55032073219,0.022922978774131398,0.16666666666666666,14.43215625063155,6134.023149613963,6135.079555916398,862.6370030198206,1545.991952953084,3788.447441547937,8069.302063585416,51378.527397753416,37639201.157423355,6523.310110632332,3261.655055316166,1.0561334623990983,0.987713532795761,0.2498653826115903,rRNA
pre_24_train_U00096.3/225759-228662,5808.000000000001,3916.39558161246,53876.70849966054,1.0130294614079776,0.16666666666666663,14.444491178712735,6132.652281028168,6133.708451238535,880.3463755427382,1585.6121829593965,3916.39558161246,7883.525561497341,53875.695470199134,37622379.36479504,6297.9133785379445,3148.9566892689722,1.0558974313065026,0.9253440428569699,0.24088907093964043,rRNA
pre_25_train_U00096.3/4037519-4040423,5810.0000000000055,3927.4519985534234,46746.0,2.05356412774832,0.16666666666666652,14.407466306849017,5908.548383486421,5909.565607972479,878.0006639546449,1599.612186212616,3927.4519985534234,7939.56013021878,46743.946435872254,34922965.67493113,6339.947944006164,3169.973972003082,1.0169618560217581,0.9558428970682771,0.24113520347982914,rRNA
pre_26_train_U00096.3/3426783-3423880,5808.000000000009,3791.7851896733655,49269.72815123292,0.21247307655060976,0.1666666666666664,14.428251352692222,6121.457342822867,6122.511585032151,927.1593821453971,1597.1677095086307,3791.7851896733655,7884.7030123784025,49269.51567815637,37485148.10885291,6287.535302869772,3143.767651434886,1.0539699281719797,0.9881052978457318,0.2432483433118341,rRNA
pre_27_train_U00096.3/2729025-2726292,5468.00000000001,3651.364707082694,48040.0,1.7729331633281133,0.16666666666666638,14.0156504706538,5719.749644870831,5720.795972446559,839.1294570321514,1422.535510730799,3651.364707082694,7411.423791254672,48038.22706683667,32727506.55836077,5988.888280523874,2994.444140261937,1.04604053490688,0.9528224515279503,0.23893264559472727,rRNA
pre_28_train_U00096.3/4210202-4212928,5453.999999999982,3623.8204767219922,47834.0,0.945284756400591,0.1666666666666672,13.946736511241065,5603.004194180117,5604.031796975403,855.8373659741223,1490.747568790559,3623.8204767219922,7449.549479987012,47833.0547152436,31405172.381511364,5958.801911196453,2979.4009555982266,1.0273201676164532,0.9799276208889924,0.23616695022766945,rRNA
pre_29_train_U00096.3/4037678-4040405,5455.999999999978,3654.072488876209,44948.0,1.2071657253200705,0.16666666666666735,13.886962184741302,5407.921597064809,5408.913057628107,900.04206492368,1577.6382463936666,3654.072488876209,7633.220019417404,44946.79283427468,29256340.46497983,6055.581773023738,3027.790886511869,0.9911879760016186,0.9996044573400136,0.2519442511220662,rRNA
pre_30_train_U00096.3/225918-228644,5454.000000000004,3629.22509256633,49167.89686971678,7.167725589235993,0.16666666666666655,13.94447073060108,5583.615316262393,5584.639363096546,851.0764760348549,1523.1522260245551,3629.22509256633,7524.296992612048,49160.729144127545,31188196.81584739,6001.144766587493,3000.5723832937465,1.023765184499888,0.9804265538059075,0.23952539628572772,rRNA
pre_31_train_U00096.3/3426624-3423891,5467.999999999992,3658.348781114403,47300.96159505835,3.3286335071509394,0.16666666666666693,14.00519030989659,5688.50349389011,5689.544105532199,801.215968644787,1425.7976141994154,3658.348781114403,7493.796903272926,47297.63296155119,32370912.128796186,6067.99928907351,3033.999644536755,1.040326169328844,0.9543729141571029,0.24889231651013397,rRNA
nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
pre_0_train_U00096.3/2025313-2025227,173.99999999999997,104.7033922988162,863.6330300899159,0.6444858400179831,0.16666666666666669,2.5096696755232513,173.5972350010218,174.60360421437798,21.19273743559511,38.08078046574929,104.7033922988162,255.02803677795828,862.9885442498979,30486.418604651157,216.947256312209,108.4736281561045,0.9976852586265622,1.1975410962180801,0.2922474103254004,sRNA
pre_1_train_U00096.3/2924515-2924156,719.9999999999999,479.35299933316026,5782.9821959445935,4.215726807349839,0.16666666666666669,5.090355132287467,775.9072109472884,776.9871101629237,112.37330788468219,191.23393298264904,479.35299933316026,940.4135902987008,5778.766469137244,603708.9693593314,749.1796573160518,374.5898286580259,1.0776489040934563,0.9304475996802719,0.22288126188891355,sRNA
pre_2_train_U00096.3/4049889-4050007,237.99999999999997,218.72992978109573,816.7889651242317,0.908713960356738,0.16666666666666669,2.855844899762716,190.6410239166796,191.4471206364828,35.83327093535717,72.59420831898994,218.72992978109573,338.684252143479,815.880251163875,36651.99999999999,266.09004382448904,133.04502191224452,0.8010127055322672,0.3032411884337072,0.2619329397777659,sRNA
pre_3_train_U00096.3/4158394-4158285,220.00000000000006,135.14279285625577,1041.070757150457,0.5051918158116014,0.1666666666666666,2.8034759303524366,218.94291493446414,219.9449472402441,42.76117359579318,58.03618890884228,135.14279285625577,333.1591735457131,1040.5655653346453,48375.77981651376,275.1229846368708,137.5614923184354,0.9951950678839276,1.1627305752617454,0.2812414570742869,sRNA
pre_4_train_U00096.3/3580987-3580923,129.99999999999997,69.93124454019963,758.6211827516863,0.03620839168835348,0.1666666666666667,2.24186823926574,153.0490117576719,154.2400726140908,13.780864464241155,32.46218672979577,69.93124454019963,192.17206388297296,758.584974359998,23789.999999999996,159.7098771531772,79.8549385765886,1.1773000904436304,1.1774415548969908,0.260889596913824,sRNA
pre_5_train_U00096.3/1146589-1146757,338.00000000000017,229.32146954029744,1728.3428560113389,2.2131601067436275,0.1666666666666666,3.447995698157899,343.25500724679887,344.27508381138085,62.76981935713632,101.4236772229801,229.32146954029744,451.89726878194966,1726.1296959045953,118525.3333333333,350.4735915589696,175.2367957794848,1.0155473587183392,0.9498349171777412,0.25121667245305623,sRNA
pre_6_train_U00096.3/2814802-2814873,144.00000000000003,89.1057759863977,856.4986487880532,2.4307806183469456,0.16666666666666663,2.315289240200691,164.8271822242921,165.9838783958368,16.322870612136633,30.09664999117343,89.1057759863977,153.8926107619386,854.0678681697062,27550.64788732394,123.79596077076519,61.897980385382596,1.144633209890917,0.9991232624283507,0.16742296080651725,sRNA
pre_7_train_U00096.3/2976189-2976102,175.99999999999997,152.08580220073281,772.457877224542,0.3466599445371753,0.16666666666666669,2.4564700393297496,147.29562111617577,148.13972900726134,30.955735893666745,62.80065047115778,152.08580220073281,256.34450692908564,772.1112172800049,21945.37931034483,193.54385645792786,96.77192822896393,0.8369069381600898,0.4870653509870214,0.2940610467587236,sRNA
pre_8_train_U00096.3/2976385-2976304,163.99999999999994,82.52260733141898,853.706697037275,1.3020688293656117,0.1666666666666667,2.4788289298349997,191.03926298015284,192.21490031013352,30.41606880994563,37.59616823425336,82.52260733141898,211.6065734002358,852.4046282079095,36946.567901234564,174.01040516598243,87.00520258299122,1.16487355475703,1.2794866049663156,0.2159461742355846,sRNA
pre_9_train_U00096.3/3350577-3350684,215.9999999999999,158.101805041041,1294.3582024126088,1.3456200321339524,0.16666666666666674,2.764943084002991,210.2950308495186,211.27543257845892,29.260969094658375,62.257559742066874,158.101805041041,331.16251639542685,1293.012582380475,44637.308411214944,268.90495665336,134.45247832668,0.9735881057848089,0.8259566770323156,0.32715989932641687,sRNA
pre_10_train_U00096.3/3986432-3986638,414.0000000000001,312.14941910078534,2325.779861349249,0.706837950939949,0.16666666666666663,3.7709940637574015,378.0687768118388,378.98530852484225,83.76914813238017,148.84299634188295,312.14941910078534,585.5560877856956,2325.073023398309,143629.8640776699,436.71309144381263,218.35654572190631,0.9132096058256973,0.8081908939275207,0.2484830558026021,sRNA
pre_11_train_U00096.3/4051036-4051289,508.0000000000006,378.0640863210451,2656.64716218252,0.8962396155725891,0.16666666666666646,4.213362184706532,486.5881215155176,487.5488097588111,90.6817752445561,151.06441890139388,378.0640863210451,673.835105325154,2655.7509225669473,237703.8418972334,522.7706864237601,261.38534321188007,0.9578506329045611,0.8011041038625832,0.22518634248942024,sRNA
pre_12_train_U00096.3/1923100-1923244,289.9999999999999,174.38408271248332,1410.2038013369008,1.1340934022222318,0.16666666666666674,3.2688760584759904,310.5092591212056,311.5855509415601,36.68766075075157,76.6131092931208,174.38408271248332,399.0180481619002,1409.0697079346785,97085.55555555555,322.40493886877937,161.20246943438968,1.0707215831765715,1.117028692942002,0.21054295935499379,sRNA
pre_13_train_U00096.3/888054-887976,157.99999999999991,107.06186242738308,710.1358451283204,0.3937961718911685,0.16666666666666674,2.3392013907209517,151.86836405255704,152.83877880856124,38.290206345798666,48.326774495673206,107.06186242738308,202.34489586216415,709.7420489564292,23359.692307692305,154.01812136649096,77.00906068324548,0.9611921775478299,1.0062293991984144,0.20000091748676746,sRNA
pre_14_train_U00096.3/1923203-1923104,200.00000000000003,132.29714673381324,1067.7803973301955,0.725549346573511,0.16666666666666666,2.7093165571285436,215.88886029621813,216.97646849091234,23.09465823623569,44.38783100458285,132.29714673381324,269.4424638823032,1067.054847983622,47078.78787878788,225.05463287772034,112.52731643886017,1.0794443014810904,0.9408014823918099,0.2503963930129042,sRNA
pre_15_train_U00096.3/2167112-2167197,172.00000000000003,106.61348080937702,810.8085140739777,0.36908405774466946,0.16666666666666666,2.4953988048054847,174.12639087743136,175.14766878937598,22.091714706265215,43.997347544481116,106.61348080937702,248.1734295585087,810.439430016233,30676.70588235295,204.1760820140276,102.0880410070138,1.0123627376594846,1.1265354814018222,0.26046284344869547,sRNA
pre_16_train_U00096.3/3121358-3121579,444.0,301.3197746798969,1990.931461475502,0.11400175551836611,0.16666666666666666,3.93813984258284,415.63445477967775,416.57374288103966,67.51120429950997,131.22413268291547,301.3197746798969,633.4321564465542,1990.8174597199836,173533.68325791854,502.2080237636388,251.1040118818194,0.9361136368911661,1.029848875707881,0.25506148327253475,sRNA
pre_17_train_U00096.3/1764768-1764708,122.00000000000003,79.19303406712993,538.4525033268253,2.3999338348767116,0.16666666666666663,2.100502780940754,126.42784503423287,127.4770567592459,20.925089236182412,30.393035620981745,79.19303406712993,168.4648528907656,536.0525694919486,16250.400000000001,138.07181726978385,69.03590863489192,1.036293811756007,1.0157643497272122,0.21642681298701788,sRNA
pre_18_train_U00096.3/1230629-1230707,157.99999999999994,125.78643817707876,928.9305342516857,1.3111779679767277,0.1666666666666667,2.349928909142365,154.89351180730588,155.88325677759542,22.352306238301427,48.26745241744612,125.78643817707876,208.336921608622,927.619356283709,24299.58974358975,160.06946919117587,80.03473459558793,0.9803386823247211,0.6239169371341303,0.24010124293561402,sRNA
pre_19_train_U00096.3/3664861-3664974,228.0,167.55696030614695,1251.703192841744,1.378821352999714,0.16666666666666666,2.8673161864956147,222.53089673121795,223.51337787366455,32.301714494673895,48.64804555338608,167.55696030614695,333.2556902941934,1250.3243714887444,49958.23008849556,284.60764474080736,142.30382237040368,0.9760127049614823,0.8148491815973581,0.2821274718207041,sRNA
pre_20_train_U00096.3/2071315-2071518,407.99999999999983,259.70529903417287,4044.644293704553,4.317638747206845,0.16666666666666674,3.8624951722620176,492.9259579287745,494.1385697437252,66.71104236358434,110.99997896158213,259.70529903417287,495.94335740095755,4040.3266549573464,244172.92610837438,384.9433784393754,192.4716892196877,1.2081518576685655,0.9025373805973606,0.1869232571642963,sRNA
pre_21_train_U00096.3/2653855-2654158,607.9999999999997,409.9081189019456,4792.646522895689,1.1858156140442682,0.16666666666666674,4.663642035633542,633.3782440216904,634.4225617036959,99.86806182289502,172.57134532475072,409.9081189019456,867.4849225912751,4791.460707281644,402491.9867986798,694.9135772665244,347.4567886332622,1.0417405329304124,0.9382634293226699,0.24371888172409034,sRNA
pre_22_train_U00096.3/189760-189846,173.99999999999991,114.70218057425157,671.864832105243,1.7293400860774737,0.16666666666666674,2.4484668344453224,158.46766231632245,159.38632312717425,37.48492034647962,57.02366807678749,114.70218057425157,246.24000096571075,670.1354920191654,25404.0,189.21633288892326,94.60816644446163,0.910733691473118,1.1225852371201521,0.24991215107787398,sRNA
pre_23_train_U00096.3/2691340-2691193,296.0000000000001,196.94252719152584,1558.8662987801345,2.050938301870237,0.1666666666666666,3.204151209412062,277.70487932335647,278.64785276463215,52.391985009295325,93.39830035323607,196.94252719152584,444.6348686481006,1556.8153604782642,77644.62585034012,351.2365682948646,175.6182841474323,0.938192159876204,1.070101537824975,0.28488342598649363,sRNA
pre_24_train_U00096.3/686843-686681,325.9999999999999,220.6831183599752,1984.722643058233,0.14176089739776987,0.16666666666666674,3.405062901390797,341.6313802916821,342.68417594695603,58.50569921762596,81.97883532283981,220.6831183599752,423.6152894221375,1984.5808821608352,117432.44444444434,341.6364540992977,170.81822704964884,1.0479490192996386,0.9248291086442878,0.2280101870711293,sRNA
pre_25_train_U00096.3/1888102-1888017,171.99999999999997,130.52274617742364,1096.3849715421793,0.11226103884537897,0.1666666666666667,2.466585901409021,167.76173580408616,168.74568404066798,27.339280345676762,48.90326733939069,130.52274617742364,247.29867350685257,1096.2727105033339,28475.10588235295,198.39540616746189,99.19770308373094,0.9753589290935243,0.7417171792561902,0.27157296734002473,sRNA
pre_26_train_U00096.3/2640686-2640595,183.99999999999997,98.11201863634068,1124.3251612475697,1.298947606468563,0.16666666666666669,2.651210225880412,209.95237555217133,211.1028081395309,18.959771009023747,37.551214596316036,98.11201863634068,274.3927127424871,1123.026213641101,44564.3956043956,236.84149814617106,118.42074907308553,1.141045519305279,1.227249481761404,0.2780200451086128,sRNA
pre_27_train_U00096.3/4190487-4190327,321.99999999999994,226.65511796615885,1695.788697773852,7.418696896277223,0.16666666666666669,3.329282601131501,300.55947830670715,301.4972636691749,64.96327801664219,107.69997050158786,226.65511796615885,448.3414441511559,1688.3700008775747,90900.59999999998,340.641473649568,170.320736824784,0.9334145289028174,0.9516740171129724,0.2693967522697565,sRNA
pre_28_train_U00096.3/1491506-1491443,127.99999999999997,67.46076973398903,973.5189027078677,0.2591500471416179,0.16666666666666669,2.209410963672147,156.46085772486356,157.69772169746597,16.509723790541038,29.009832921307222,67.46076973398903,185.91212859090888,973.2597526607261,24868.57142857143,156.90229566960164,78.45114783480082,1.2223504509754968,1.160786751644987,0.2627220793419301,sRNA
pre_29_train_U00096.3/2033649-2033738,179.99999999999997,99.16339492207135,2120.0,7.085754236171544,0.16666666666666669,2.5761272279919996,264.8773300982928,266.36124832028696,37.096146352934134,55.883580391877736,99.16339492207135,197.4760915269388,2112.9142457638286,70948.31460674157,141.59251113506107,70.79625556753054,1.4715407227682937,0.9155551935826044,0.19758579815157695,sRNA
pre_30_train_U00096.3/1622948-1622735,427.99999999999955,271.6212734191813,3087.6544615647986,2.324121313011014,0.16666666666666682,3.9549937749301716,469.8254995208327,470.92708485372367,55.16927046453028,119.89788730135143,271.6212734191813,551.9494891171331,3085.3303402517877,221772.31924882627,432.0516018157817,216.02580090789084,1.0977231297215728,0.9985328174416225,0.20420992875307295,sRNA
pre_31_train_U00096.3/4278066-4277926,281.99999999999994,196.98299032935978,2098.843641684456,0.3080027007541172,0.1666666666666667,3.212670849047503,298.34208553269855,299.4056970543003,34.01126994503505,65.28706399360826,196.98299032935978,408.5641943323417,2098.535638983702,89643.77142857143,343.2771303387334,171.6385651693667,1.057950657917371,0.8548945702934247,0.28655022949232983,sRNA
pre_32_train_U00096.3/1409129-1409246,235.99999999999997,154.6319870288355,1671.0825778585538,4.5005946894778575,0.16666666666666669,2.9307412564243966,262.66328255011206,263.7833869175146,39.11206810567906,58.280319023969795,154.6319870288355,338.9335941908483,1666.581983169076,69581.67521367522,280.6532751668785,140.32663758343924,1.1129800108055596,0.929342070743832,0.28095853466452275,sRNA
pre_33_train_U00096.3/458816-458721,191.99999999999997,109.57307751690576,1614.543445500939,0.34587991901497767,0.16666666666666669,2.6448488012486657,223.06949589757897,224.24047242566232,34.95582474209296,53.01859584547983,109.57307751690576,277.4924481605576,1614.197565581924,50283.78947368422,224.47385231507778,112.23692615753889,1.161820291133224,1.1085368999211804,0.29028990381674863,sRNA
pre_34_train_U00096.3/123014-122901,228.0,183.17539358624705,1022.0393033390502,0.28000017185054155,0.16666666666666666,2.8104653391447543,201.79197209007097,202.68289020610712,39.74034795113763,68.79978964165794,183.17539358624705,317.84588498434704,1021.7593031671996,41080.353982300876,249.0460953426891,124.52304767134456,0.885052509166978,0.6663982607852987,0.26841420984574427,sRNA
pre_35_train_U00096.3/14090-14167,156.00000000000003,96.5779366590514,1043.575463419129,3.17480585468787,0.16666666666666663,2.3998515685660906,183.9130229211624,185.10341090123845,15.279321197059497,37.11765960342913,96.5779366590514,211.46748548324206,1040.400657564441,34263.27272727272,174.34982587981293,87.17491293990646,1.178929634110015,0.96929617702637,0.29989054539500304,sRNA
pre_36_train_U00096.3/4441334-4441277,116.0,80.95329136051598,459.15693297661744,0.09393962837560728,0.16666666666666666,2.0138538920422233,103.61467077590896,104.51961958021558,19.194734059512232,35.642065068354,80.95329136051598,175.26000152846285,459.06299334824183,10924.350877192985,139.61793646010887,69.80896823005443,0.8932299204819738,1.0147223856536904,0.2814309416662151,sRNA
pre_37_train_U00096.3/4332047-4332212,332.00000000000006,220.5203847897498,1711.2112344858683,1.6725868134034938,0.16666666666666666,3.442641789916598,330.0424215157803,331.0410392941783,60.469218684670736,98.29886810956619,220.5203847897498,457.0539852257774,1709.5386476724648,109588.1696969697,358.75511711621124,179.37755855810562,0.9941036792643982,1.0133207849305526,0.2285292793970952,sRNA
pre_38_train_U00096.3/4235709-4235560,299.9999999999999,180.72622427696263,3016.0000000000005,1.774775115893101,0.16666666666666674,3.3354759670904763,383.31188345784426,384.5960139675547,53.228748864430024,77.11934510818797,180.72622427696263,389.90634896980725,3014.2252248841073,147914.09395973152,312.78700386161927,156.39350193080963,1.2777062781928148,0.9334991755048578,0.23391320490919293,sRNA
pre_39_train_U00096.3/110960-111029,139.99999999999997,78.21416787135854,552.6180957881327,0.39476721652154373,0.16666666666666669,2.262393916014887,138.62178760930763,139.62267993998393,14.22784547284045,39.14633826213871,78.21416787135854,196.10632867570123,552.2233285716111,19494.492753623184,156.95999041356254,78.47999520678127,0.990155625780769,1.3371454775084624,0.23583861035885575,sRNA
pre_40_train_U00096.3/3915284-3915441,316.0000000000001,229.9032070575883,2165.2505353672914,2.831418075851315,0.1666666666666666,3.3357182903409455,312.8705802724187,313.86540179806354,53.280106976080496,79.79999671070414,229.9032070575883,416.80421983155645,2162.41911729144,98511.49044585986,337.0042231208523,168.50211156042616,0.9900967730139828,0.8255502278365071,0.23587007191685075,sRNA
pre_41_train_U00096.3/4060215-4060283,138.00000000000003,96.97907859521281,1205.986360697508,0.7369854482247862,0.16666666666666663,2.2085932316083525,165.06968225570677,166.27900012434804,27.052750522196213,43.57892398050424,96.97907859521281,177.31238027220203,1205.2493752492833,27648.705882352937,133.7334562916978,66.8667281458489,1.1961571177949764,0.7455200890477702,0.22692848264423315,sRNA
