nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
pre_0_train_U00096.3/3982510-3982582,146.00000000000003,99.92782374308423,738.2681350616965,2.3696495218609654,0.16666666666666663,2.268619571291676,154.71263684650975,155.78332530936822,34.281836033068444,45.246861848986164,99.92782374308423,172.99335441127624,735.8984855398355,24268.444444444445,127.74649256229009,63.87324628114504,1.0596755948391077,0.8933758197649483,0.2139727499879726,tRNA
pre_1_train_U00096.3/225500-225572,145.99999999999997,85.43799529817217,846.8424506549275,0.8518695857451543,0.16666666666666669,2.35636777195671,163.75591592366976,164.88918837948245,19.968786881256328,24.916160326108354,85.43799529817217,209.4989303154331,845.9905810691823,27188.444444444445,184.58276998932476,92.29138499466238,1.121615862490889,1.1094928270571383,0.2971219761829965,tRNA
pre_2_train_U00096.3/225381-225454,148.00000000000006,122.87251027267949,404.67501457260465,1.1580925689814587,0.1666666666666666,2.2471086750899376,117.50744657254705,118.30955449553306,24.17419864712983,42.415563142096815,122.87251027267949,237.6170742471448,403.5169220036232,13997.150684931508,195.20151110504798,97.60075555252399,0.7939692335982906,0.6415122733130098,0.3089215455457843,tRNA
pre_3_train_U00096.3/262871-262943,146.0,110.87507477312252,877.7795792004544,1.6725072552931814,0.16666666666666666,2.251748778113664,143.77760604489143,144.77261865114934,34.777144459396524,50.00000000000001,110.87507477312252,223.56973661334234,876.1070719451611,20959.11111111111,173.56973661334234,86.78486830667117,0.9847781235951467,0.7329011699341513,0.2741409818048649,tRNA
pre_4_train_U00096.3/3982375-3982448,147.99999999999994,96.92771178950423,712.0,0.24990932619781916,0.16666666666666674,2.34534507217747,151.4199458459816,152.45354109295337,14.73508828876967,28.43869303154902,96.92771178950423,228.6234244693839,711.7500906738022,23242.08219178082,200.1847314378349,100.09236571891745,1.0231077422025787,1.01186712077769,0.3028575180727592,tRNA
pre_5_train_U00096.3/2947387-2947460,148.0,87.04913116593167,598.872657917787,3.589973919143388,0.16666666666666669,2.3155882828862446,152.05262246998566,153.0905363788602,22.028792812377922,41.293213165449544,87.04913116593167,203.80771370753297,595.2826839986436,23436.712328767117,162.51450054208343,81.25725027104171,1.02738258425666,1.2025613470645604,0.20937866146891898,tRNA
pre_6_train_U00096.3/297178-297251,148.0,110.23168208913175,707.1771712065754,1.9691076641788492,0.16666666666666669,2.2599324804288434,138.50631754544628,139.4517641356607,25.546073671702587,59.10729898176763,110.23168208913175,197.3727193143107,705.2080635423965,19446.79452054795,138.26542033254307,69.13271016627154,0.9358534969286911,0.8180489940137746,0.2110911157763831,tRNA
pre_7_train_U00096.3/696740-696667,148.00000000000003,91.61422658955863,956.9840361789439,0.5738461132090528,0.16666666666666663,2.3204722363352213,158.44241856270688,159.52394933350575,24.929588923317592,37.3791528227872,91.61422658955863,216.72495138155222,956.4101900657349,25447.890410958906,179.345798558765,89.6728992793825,1.0705568821804516,1.0676264712809638,0.27063104332565935,tRNA
pre_8_train_U00096.3/925971-925887,170.00000000000006,135.028166647516,566.0357629598593,1.7756607953372678,0.1666666666666666,2.385574399340275,136.29380029920657,137.10267268417073,42.509293744877986,64.38446699680313,135.028166647516,261.49674067811037,564.2601021645221,18797.142857142855,197.11227368130724,98.55613684065362,0.801728237054156,0.7697745592765817,0.29360047177393883,tRNA
pre_9_train_U00096.3/2785837-2785765,145.99999999999997,106.00000000000001,643.3545735459477,0.45837971476155287,0.16666666666666669,2.2330026779046634,131.4534138012399,132.36313686219438,31.84221696095246,51.00441741999682,106.00000000000001,203.53298448851461,642.8961938311861,17520.000000000004,152.5285670685178,76.2642835342589,0.900365847953698,0.9128709291752757,0.2686718121154595,tRNA
