Feature	Importance
Aromaticity	0.001104
alphaticr.uncharger.postivecharger	0.001101
Y-feat	0.001097
InstabilityInd	0.001094
IM	0.001088
secondarystruct.1.residue75	0.001087
solventaccess.2.residue0	0.001085
uncharger.negativecharger.gap1	0.001084
alphaticr.negativecharger.gap5	0.001084
GR	0.001083
hydrophobicity_ENGD860101.2.residue0	0.001079
M-feat	0.001068
L-feat	0.001067
GP	0.001067
aromatic.negativecharger.gap4	0.001062
PM	0.001061
DM	0.001056
avg_betweenness.3-mer	0.001055
DI	0.001055
negativecharger.uncharger.gap3	0.001051
Autocorr_w4	0.001047
PW	0.001045
HG	0.001043
CD	0.001039
polarizability.3.residue25	0.001035
MY	0.001030
alphaticr.negativecharger.gap1	0.001025
hub_score.1-mer	0.001022
IT	0.001017
EIIP_Fourier_10	0.001015
AH	0.001015
postivecharger.postivecharger.gap0	0.001014
EL	0.001013
SN	0.001004
IK	0.001004
GH	0.001003
normwaalsvolume.3.residue75	0.001002
hydrophobicity_FASG890101.2.residue75	0.000996
YY	0.000995
negativecharger.negativecharger.gap4	0.000994
polarizability.1.residue100	0.000984
aromatic.uncharger.gap2	0.000983
IQ	0.000979
normwaalsvolume.1.residue0	0.000975
closeness.3-mer	0.000973
IN	0.000971
VG	0.000967
alphaticr.alphaticr.uncharger	0.000962
normwaalsvolume.G2	0.000961
hydrophobicity_CASG920101.1.residue25	0.000961
normwaalsvolume.Tr1331	0.000958
charge.3.residue50	0.000957
uncharger.uncharger.postivecharger	0.000954
CS	0.000952
HH	0.000950
K-feat	0.000950
VP	0.000949
solventaccess.G3	0.000945
VV	0.000941
S-feat	0.000939
FV	0.000939
FY	0.000939
QE	0.000937
KN	0.000936
AM	0.000934
FW	0.000934
LL	0.000933
HQ	0.000933
PF	0.000925
hydrophobicity_ZIMJ680101.Tr1331	0.000922
polarizability.1.residue0	0.000920
SE	0.000919
hydrophobicity_CASG920101.2.residue25	0.000917
HA	0.000916
AP	0.000915
uncharger.uncharger.gap3	0.000915
GY	0.000913
negativecharger.alphaticr.uncharger	0.000911
aromatic.negativecharger.gap0	0.000903
WE	0.000898
motifs4.1-mer	0.000898
uncharger.negativecharger.gap4	0.000894
postivecharger.uncharger.postivecharger	0.000892
hydrophobicity_ZIMJ680101.2.residue75	0.000889
aromatic.uncharger.gap4	0.000889
HP	0.000888
HF	0.000884
hydrophobicity_ARGP820101.G1	0.000883
hydrophobicity_PRAM900101.3.residue25	0.000882
solventaccess.Tr2332	0.000881
PR	0.000880
HN	0.000878
uncharger.postivecharger.gap4	0.000877
AL	0.000873
SV	0.000873
FK	0.000873
SM	0.000872
solventaccess.Tr1221	0.000867
negativecharger.alphaticr.gap1	0.000867
alphaticr.negativecharger.alphaticr	0.000864
alphaticr.postivecharger.gap4	0.000861
QQ	0.000857
charge.2.residue100	0.000857
uncharger.aromatic.gap2	0.000849
uncharger.alphaticr.alphaticr	0.000844
GS	0.000841
RH	0.000841
negativecharger.postivecharger.gap4	0.000831
polarizability.3.residue75	0.000830
CG	0.000830
radius.3-mer	0.000829
TT	0.000829
normwaalsvolume.2.residue25	0.000828
uncharger.negativecharger.gap3	0.000826
aromatic.negativecharger.gap2	0.000824
WP	0.000823
alphaticr.aromatic.gap3	0.000822
aromatic.postivecharger.gap5	0.000818
WA	0.000816
eccentricity.3-mer	0.000815
hydrophobicity_ZIMJ680101.2.residue50	0.000814
FS	0.000813
aromatic.alphaticr.gap0	0.000810
postivecharger.uncharger.gap4	0.000807
CL	0.000807
Crosscorr_w6	0.000800
closeness.1-mer	0.000798
FI	0.000798
WM	0.000797
TD	0.000794
uncharger.alphaticr.gap2	0.000794
IH	0.000791
uncharger.uncharger.gap1	0.000790
postivecharger.alphaticr.postivecharger	0.000786
GQ	0.000784
postivecharger.alphaticr.gap0	0.000781
TQ	0.000781
polarity.2.residue0	0.000780
DE	0.000779
solventaccess.3.residue0	0.000777
aromatic.postivecharger.gap0	0.000776
EE	0.000774
hydrophobicity_CASG920101.3.residue25	0.000774
SD	0.000773
NK	0.000771
EIIP_Fourier_17	0.000770
hydrophobicity_FASG890101.2.residue25	0.000770
QG	0.000769
hydrophobicity_ZIMJ680101.3.residue25	0.000769
negativecharger.uncharger.gap2	0.000768
QL	0.000768
R-feat	0.000763
negativecharger.alphaticr.postivecharger	0.000761
hydrophobicity_PRAM900101.1.residue50	0.000761
CH	0.000760
aromatic.aromatic.gap1	0.000757
IG	0.000755
uncharger.postivecharger.uncharger	0.000754
hydrophobicity_ZIMJ680101.G2	0.000751
negativecharger.negativecharger.gap0	0.000749
QY	0.000749
QH	0.000749
PC	0.000749
uncharger.alphaticr.negativecharger	0.000747
alphaticr.postivecharger.alphaticr	0.000743
solventaccess.3.residue75	0.000742
WR	0.000741
polarity.3.residue50	0.000741
ED	0.000736
CN	0.000735
AV	0.000735
TE	0.000732
authority_score.1-mer	0.000731
polarizability.G2	0.000730
KI	0.000730
authority_score.2-mer	0.000730
aromatic.negativecharger.postivecharger	0.000728
neighborhood_size.1-mer	0.000726
EIIP_Fourier_5	0.000724
Crosscorr_w4	0.000721
EH	0.000721
secondarystruct.2.residue50	0.000720
F-feat	0.000717
PK	0.000714
SA	0.000714
KD	0.000712
FQ	0.000710
hydrophobicity_CASG920101.3.residue0	0.000709
IR	0.000708
uncharger.aromatic.gap3	0.000706
secondarystruct.G1	0.000705
IY	0.000705
uncharger.negativecharger.uncharger	0.000704
DG	0.000702
AS	0.000701
uncharger.aromatic.gap4	0.000700
PY	0.000699
normwaalsvolume.2.residue100	0.000697
WH	0.000697
alphaticr.aromatic.gap5	0.000696
polarity.1.residue75	0.000695
normwaalsvolume.3.residue100	0.000695
std_degree.3-mer	0.000694
D-feat	0.000691
QR	0.000690
secondarystruct.2.residue0	0.000690
hydrophobicity_PRAM900101.2.residue50	0.000689
II	0.000688
polarizability.3.residue100	0.000684
alphaticr.uncharger.gap0	0.000684
hydrophobicity_ARGP820101.G2	0.000684
aromatic.aromatic.gap3	0.000683
NL	0.000683
VI	0.000682
uncharger.negativecharger.gap2	0.000678
VS	0.000677
RM	0.000677
T-feat	0.000677
uncharger.alphaticr.postivecharger	0.000677
VT	0.000677
postivecharger.postivecharger.alphaticr	0.000675
secondarystruct.3.residue75	0.000675
EN	0.000672
average_path_length.2-mer	0.000671
TP	0.000670
hydrophobicity_ARGP820101.Tr1331	0.000669
PG	0.000669
hydrophobicity_ENGD860101.2.residue100	0.000669
std_degree.1-mer	0.000668
EV	0.000667
postivecharger.alphaticr.gap4	0.000667
MR	0.000666
KH	0.000665
TG	0.000665
LG	0.000665
VM	0.000664
normwaalsvolume.1.residue25	0.000664
LQ	0.000662
SF	0.000661
FE	0.000660
normwaalsvolume.1.residue75	0.000660
alphaticr.uncharger.gap2	0.000659
hydrophobicity_CASG920101.2.residue75	0.000658
WS	0.000658
RA	0.000658
WN	0.000655
alphaticr.negativecharger.gap0	0.000655
postivecharger.alphaticr.alphaticr	0.000650
uncharger.alphaticr.gap4	0.000650
hydrophobicity_CASG920101.3.residue100	0.000648
uncharger.negativecharger.alphaticr	0.000647
hydrophobicity_ENGD860101.1.residue50	0.000645
hydrophobicity_PONP930101.1.residue50	0.000645
charge.1.residue50	0.000643
avg_betweenness.1-mer	0.000642
RL	0.000640
polarizability.2.residue25	0.000638
DY	0.000637
polarity.1.residue100	0.000637
TY	0.000637
alphaticr.postivecharger.gap1	0.000636
aromatic.negativecharger.alphaticr	0.000634
MW	0.000634
hydrophobicity_ENGD860101.2.residue75	0.000633
alphaticr.uncharger.uncharger	0.000633
assortativity_degree.2-mer	0.000631
maxdegree.1-mer	0.000630
hydrophobicity_CASG920101.Tr1221	0.000630
alphaticr.uncharger.gap5	0.000630
HE	0.000629
aromatic.alphaticr.uncharger	0.000628
GT	0.000627
NY	0.000627
alphaticr.aromatic.gap2	0.000623
hydrophobicity_ARGP820101.2.residue25	0.000623
VL	0.000623
LS	0.000622
aromatic.aromatic.gap0	0.000618
HR	0.000618
postivecharger.uncharger.gap1	0.000615
solventaccess.2.residue50	0.000615
DC	0.000614
EA	0.000614
aromatic.uncharger.negativecharger	0.000614
alphaticr.postivecharger.uncharger	0.000614
ES	0.000614
hydrophobicity_PRAM900101.3.residue75	0.000613
CI	0.000609
negativecharger.postivecharger.gap5	0.000608
postivecharger.negativecharger.alphaticr	0.000608
polarity.3.residue25	0.000607
hydrophobicity_PONP930101.2.residue50	0.000602
RE	0.000600
postivecharger.alphaticr.gap3	0.000600
GD	0.000598
PD	0.000598
alphaticr.alphaticr.negativecharger	0.000597
postivecharger.negativecharger.aromatic	0.000593
charge.1.residue75	0.000590
density.2-mer	0.000590
hydrophobicity_PONP930101.2.residue0	0.000590
hydrophobicity_ZIMJ680101.3.residue100	0.000590
average_path_length.3-mer	0.000590
postivecharger.postivecharger.gap3	0.000589
motifs3.1-mer	0.000588
RQ	0.000587
aromatic.negativecharger.gap3	0.000586
AI	0.000586
SY	0.000586
BomanInd	0.000585
hydrophobicity_ZIMJ680101.3.residue75	0.000585
hydrophobicity_PONP930101.Tr2332	0.000584
negativecharger.aromatic.gap5	0.000583
aromatic.postivecharger.gap2	0.000578
aromatic.alphaticr.gap4	0.000578
NA	0.000574
AF	0.000571
GE	0.000571
alphaticr.aromatic.negativecharger	0.000570
AG	0.000570
solventaccess.1.residue50	0.000569
solventaccess.3.residue50	0.000566
secondarystruct.2.residue75	0.000566
AY	0.000565
IL	0.000563
postivecharger.alphaticr.gap5	0.000561
hydrophobicity_PONP930101.3.residue25	0.000561
FR	0.000561
LR	0.000560
YG	0.000560
SL	0.000559
polarity.3.residue0	0.000558
solventaccess.Tr1331	0.000556
uncharger.alphaticr.gap0	0.000556
KA	0.000555
polarizability.1.residue75	0.000555
TM	0.000554
negativecharger.uncharger.gap5	0.000554
aromatic.negativecharger.negativecharger	0.000553
negativecharger.uncharger.gap0	0.000552
CA	0.000551
GN	0.000550
MN	0.000549
alphaticr.postivecharger.postivecharger	0.000549
avg_betweenness.2-mer	0.000549
polarizability.3.residue0	0.000548
Crosscorr_w2	0.000548
hub_score.2-mer	0.000547
std_degree.2-mer	0.000547
postivecharger.postivecharger.gap5	0.000540
CT	0.000540
Crosscorr_w7	0.000540
TL	0.000539
YQ	0.000536
hydrophobicity_FASG890101.G3	0.000536
aromatic.uncharger.uncharger	0.000532
FG	0.000531
KP	0.000529
density.3-mer	0.000528
postivecharger.negativecharger.gap1	0.000528
IS	0.000527
P-feat	0.000527
NV	0.000525
postivecharger.aromatic.gap4	0.000524
polarity.2.residue25	0.000524
ET	0.000524
HS	0.000522
TI	0.000521
postivecharger.alphaticr.gap1	0.000520
YT	0.000519
MD	0.000519
charge.1.residue0	0.000519
aromatic.postivecharger.gap4	0.000517
YA	0.000517
aromatic.uncharger.postivecharger	0.000517
normwaalsvolume.3.residue25	0.000516
KW	0.000515
hydrophobicity_PONP930101.1.residue75	0.000514
SK	0.000514
KY	0.000513
MQ	0.000513
IP	0.000512
hydrophobicity_ZIMJ680101.1.residue50	0.000512
GK	0.000512
QM	0.000510
solventaccess.2.residue75	0.000506
negativecharger.negativecharger.negativecharger	0.000506
WI	0.000505
NN	0.000504
TK	0.000501
alphaticr.aromatic.alphaticr	0.000500
polarizability.1.residue50	0.000499
alphaticr.negativecharger.uncharger	0.000498
AW	0.000498
uncharger.negativecharger.negativecharger	0.000497
EIIP_Fourier_4	0.000496
normwaalsvolume.3.residue50	0.000495
CV	0.000495
negativecharger.uncharger.negativecharger	0.000494
NM	0.000494
WG	0.000492
SW	0.000490
hydrophobicity_ARGP820101.3.residue100	0.000490
YP	0.000488
uncharger.uncharger.gap4	0.000486
assortativity_degree.1-mer	0.000484
uncharger.uncharger.uncharger	0.000484
NE	0.000483
DL	0.000483
negativecharger.negativecharger.alphaticr	0.000482
uncharger.alphaticr.gap3	0.000481
NQ	0.000481
postivecharger.alphaticr.aromatic	0.000480
TV	0.000480
AR	0.000480
postivecharger.postivecharger.uncharger	0.000476
PL	0.000475
Crosscorr_w3	0.000474
number_vertices.1-mer	0.000473
CE	0.000471
KM	0.000471
postivecharger.aromatic.gap3	0.000470
VF	0.000470
transitivity_avglocal_undirected.2-mer	0.000469
aromatic.negativecharger.aromatic	0.000469
WW	0.000469
MS	0.000468
hydrophobicity_PRAM900101.1.residue100	0.000467
IA	0.000467
MA	0.000465
charge.2.residue25	0.000465
EIIP_Fourier_9	0.000465
EIIP_Fourier_15	0.000465
postivecharger.alphaticr.gap2	0.000464
hydrophobicity_ARGP820101.1.residue100	0.000463
alphaticr.postivecharger.gap2	0.000461
aromatic.negativecharger.gap5	0.000459
postivecharger.uncharger.negativecharger	0.000459
hydrophobicity_FASG890101.3.residue50	0.000459
maxdegreetwo.2-mer	0.000459
PQ	0.000459
negativecharger.postivecharger.uncharger	0.000456
VN	0.000455
EIIP_Fourier_19	0.000455
aromatic.uncharger.gap5	0.000454
hydrophobicity_ZIMJ680101.2.residue25	0.000453
avg_weighted_degree.1-mer	0.000453
avg_weighted_degree.3-mer	0.000452
hydrophobicity_CASG920101.Tr2332	0.000451
secondarystruct.1.residue25	0.000451
hydrophobicity_CASG920101.3.residue75	0.000450
alphaticr.uncharger.gap3	0.000449
polarity.1.residue25	0.000448
GM	0.000448
HD	0.000448
hydrophobicity_ARGP820101.1.residue50	0.000447
negativecharger.negativecharger.uncharger	0.000446
MP	0.000446
aromatic.postivecharger.postivecharger	0.000446
uncharger.postivecharger.gap1	0.000445
transitivity_undirected.2-mer	0.000444
hydrophobicity_FASG890101.2.residue50	0.000441
negativecharger.alphaticr.alphaticr	0.000441
hydrophobicity_PONP930101.2.residue25	0.000438
HydrophRatio	0.000438
MW_Global	0.000437
HC	0.000436
Burts_constraint.1-mer	0.000434
negativecharger.negativecharger.gap2	0.000434
RS	0.000433
hydrophobicity_PRAM900101.3.residue0	0.000432
hydrophobicity_PONP930101.3.residue50	0.000431
alphaticr.negativecharger.postivecharger	0.000431
hydrophobicity_FASG890101.1.residue50	0.000428
count_multiple.2-mer	0.000428
charge.3.residue25	0.000428
RW	0.000425
QW	0.000425
alphaticr.uncharger.negativecharger	0.000424
MT	0.000424
closeness.2-mer	0.000422
eccentricity.2-mer	0.000422
hydrophobicity_ZIMJ680101.2.residue0	0.000422
H-feat	0.000422
SS	0.000421
hydrophobicity_ARGP820101.2.residue50	0.000419
secondarystruct.1.residue100	0.000419
alphaticr.uncharger.alphaticr	0.000419
RF	0.000419
DT	0.000419
hydrophobicity_FASG890101.1.residue75	0.000417
hydrophobicity_ARGP820101.3.residue0	0.000414
uncharger.uncharger.negativecharger	0.000413
postivecharger.uncharger.alphaticr	0.000412
EIIP_Fourier_1	0.000412
PS	0.000411
postivecharger.aromatic.gap0	0.000411
YV	0.000409
solventaccess.3.residue25	0.000408
charge.2.residue75	0.000407
N-feat	0.000406
EIIP_Fourier_6	0.000405
polarity.3.residue75	0.000405
HL	0.000404
alphaticr.aromatic.gap1	0.000402
DN	0.000402
RC	0.000402
number_of_edges.2-mer	0.000401
TS	0.000401
DQ	0.000401
hydrophobicity_ENGD860101.1.residue0	0.000400
AK	0.000399
aromatic.alphaticr.gap3	0.000399
postivecharger.negativecharger.gap2	0.000399
NH	0.000398
negativecharger.postivecharger.alphaticr	0.000398
Autocorr_w3	0.000396
FC	0.000396
WD	0.000396
normwaalsvolume.2.residue50	0.000395
postivecharger.postivecharger.aromatic	0.000393
ME	0.000391
avg_degree.2-mer	0.000390
FN	0.000389
KE	0.000389
negativecharger.aromatic.gap1	0.000389
hydrophobicity_CASG920101.G1	0.000387
hydrophobicity_FASG890101.3.residue25	0.000385
YN	0.000385
negativecharger.aromatic.gap4	0.000384
hydrophobicity_PRAM900101.3.residue50	0.000383
secondarystruct.G3	0.000383
hydrophobicity_FASG890101.2.residue100	0.000382
MI	0.000382
aromatic.uncharger.gap1	0.000381
polarizability.3.residue50	0.000380
hydrophobicity_ZIMJ680101.Tr1221	0.000379
EP	0.000379
NC	0.000379
postivecharger.postivecharger.postivecharger	0.000379
MK	0.000377
neighborhood_size.3-mer	0.000377
negativecharger.uncharger.gap4	0.000375
aromatic.alphaticr.postivecharger	0.000374
hydrophobicity_FASG890101.3.residue75	0.000373
GC	0.000372
Moment	0.000371
uncharger.aromatic.negativecharger	0.000371
AN	0.000370
MF	0.000369
postivecharger.postivecharger.negativecharger	0.000367
uncharger.alphaticr.gap5	0.000367
assortativity_degree.3-mer	0.000367
alphaticr.aromatic.gap0	0.000366
RN	0.000365
negativecharger.uncharger.postivecharger	0.000365
negativecharger.aromatic.uncharger	0.000363
aromatic.alphaticr.alphaticr	0.000360
LH	0.000359
hydrophobicity_ENGD860101.2.residue50	0.000359
hydrophobicity_ARGP820101.2.residue75	0.000359
Autocorr_w2	0.000357
QP	0.000351
FF	0.000351
charge.3.residue0	0.000349
HK	0.000349
alphaticr.postivecharger.negativecharger	0.000349
TR	0.000348
Autocorr_w7	0.000347
hydrophobicity_ENGD860101.3.residue25	0.000347
VD	0.000346
charge.1.residue25	0.000345
hydrophobicity_PRAM900101.2.residue75	0.000344
CF	0.000343
secondarystruct.Tr1331	0.000339
PT	0.000338
negativecharger.postivecharger.gap2	0.000338
Autocorr_w6	0.000337
uncharger.negativecharger.gap5	0.000336
alphaticr.alphaticr.aromatic	0.000336
aromatic.uncharger.gap0	0.000335
hydrophobicity_CASG920101.1.residue75	0.000334
RT	0.000334
uncharger.negativecharger.gap0	0.000333
negativecharger.negativecharger.gap1	0.000332
LY	0.000332
charge.2.residue50	0.000331
LM	0.000331
PE	0.000331
uncharger.alphaticr.gap1	0.000330
hydrophobicity_PONP930101.3.residue100	0.000330
FD	0.000330
hydrophobicity_PONP930101.1.residue25	0.000329
uncharger.alphaticr.uncharger	0.000329
aromatic.postivecharger.gap3	0.000328
LP	0.000326
authority_score.3-mer	0.000326
negativecharger.negativecharger.aromatic	0.000326
aromatic.alphaticr.aromatic	0.000326
polarizability.1.residue25	0.000325
uncharger.postivecharger.alphaticr	0.000325
RP	0.000323
FA	0.000321
EIIP_Fourier_14	0.000319
TW	0.000318
IW	0.000316
FT	0.000316
DD	0.000314
SI	0.000312
RD	0.000310
RI	0.000309
hydrophobicity_ARGP820101.3.residue25	0.000309
alphaticr.postivecharger.gap3	0.000308
DH	0.000308
postivecharger.negativecharger.gap5	0.000305
AD	0.000305
alphaticr.negativecharger.negativecharger	0.000305
postivecharger.negativecharger.postivecharger	0.000305
hydrophobicity_ZIMJ680101.1.residue25	0.000304
QV	0.000303
YD	0.000302
hydrophobicity_ZIMJ680101.2.residue100	0.000300
EIIP_Fourier_18	0.000299
QT	0.000299
uncharger.uncharger.gap2	0.000298
LI	0.000298
uncharger.aromatic.postivecharger	0.000295
HT	0.000295
KV	0.000295
W-feat	0.000295
aromatic.uncharger.alphaticr	0.000295
postivecharger.negativecharger.gap4	0.000295
WF	0.000292
negativecharger.alphaticr.negativecharger	0.000291
EIIP_Fourier_11	0.000291
charge.3.residue100	0.000291
SC	0.000291
MG	0.000291
VK	0.000290
polarizability.2.residue0	0.000289
TH	0.000289
negativecharger.aromatic.postivecharger	0.000288
uncharger.uncharger.gap0	0.000287
postivecharger.negativecharger.negativecharger	0.000287
aromatic.alphaticr.gap5	0.000287
NG	0.000286
transitivity_avglocal_undirected.1-mer	0.000285
ER	0.000283
RY	0.000283
uncharger.aromatic.gap1	0.000283
alphaticr.aromatic.uncharger	0.000282
hydrophobicity_PONP930101.2.residue100	0.000279
SQ	0.000279
hydrophobicity_ZIMJ680101.3.residue0	0.000278
postivecharger.alphaticr.negativecharger	0.000276
hydrophobicity_CASG920101.2.residue50	0.000276
hydrophobicity_ENGD860101.3.residue100	0.000276
CR	0.000275
solventaccess.3.residue100	0.000275
uncharger.postivecharger.gap5	0.000275
VH	0.000274
secondarystruct.3.residue0	0.000274
secondarystruct.G2	0.000274
secondarystruct.1.residue50	0.000273
CP	0.000273
NP	0.000271
VY	0.000271
YC	0.000269
hydrophobicity_ARGP820101.1.residue0	0.000268
polarity.1.residue50	0.000268
EIIP_Fourier_2	0.000268
postivecharger.aromatic.uncharger	0.000267
hydrophobicity_ARGP820101.3.residue75	0.000267
WQ	0.000267
hydrophobicity_ENGD860101.1.residue75	0.000265
SR	0.000265
RR	0.000265
secondarystruct.Tr1221	0.000264
KC	0.000264
IV	0.000263
NT	0.000263
hydrophobicity_ENGD860101.3.residue50	0.000263
LK	0.000263
aromatic.aromatic.alphaticr	0.000261
DW	0.000259
hydrophobicity_PONP930101.3.residue0	0.000258
charge.G2	0.000254
LD	0.000253
polarizability.2.residue50	0.000253
GF	0.000248
polarity.2.residue100	0.000247
KT	0.000247
negativecharger.uncharger.alphaticr	0.000245
postivecharger.negativecharger.gap0	0.000243
neighborhood_size.2-mer	0.000241
normwaalsvolume.2.residue75	0.000240
postivecharger.uncharger.aromatic	0.000239
FM	0.000239
hydrophobicity_ZIMJ680101.3.residue50	0.000238
TN	0.000237
hydrophobicity_FASG890101.1.residue25	0.000237
aromatic.alphaticr.gap1	0.000237
polarity.2.residue50	0.000235
postivecharger.uncharger.uncharger	0.000235
aromatic.aromatic.gap2	0.000235
hydrophobicity_ENGD860101.3.residue75	0.000234
avg_weighted_degree.2-mer	0.000234
GI	0.000232
normwaalsvolume.1.residue100	0.000231
hydrophobicity_ZIMJ680101.1.residue100	0.000231
aromatic.alphaticr.negativecharger	0.000231
hydrophobicity_CASG920101.1.residue0	0.000230
WC	0.000230
HW	0.000228
aromatic.negativecharger.gap1	0.000228
KF	0.000228
solventaccess.1.residue100	0.000227
charge.3.residue75	0.000227
uncharger.alphaticr.aromatic	0.000227
secondarystruct.3.residue100	0.000226
alphaticr.postivecharger.gap5	0.000226
DR	0.000224
MV	0.000222
polarizability.2.residue75	0.000219
hydrophobicity_ARGP820101.2.residue100	0.000218
HV	0.000217
LC	0.000217
postivecharger.alphaticr.uncharger	0.000215
Burts_constraint.2-mer	0.000215
hydrophobicity_FASG890101.1.residue100	0.000214
number_vertices.3-mer	0.000214
maxdegreetwo.1-mer	0.000214
WT	0.000213
aromatic.postivecharger.alphaticr	0.000212
hydrophobicity_PRAM900101.1.residue75	0.000212
negativecharger.postivecharger.gap0	0.000211
postivecharger.postivecharger.gap4	0.000209
postivecharger.negativecharger.gap3	0.000208
uncharger.uncharger.aromatic	0.000207
EIIP_Fourier_12	0.000206
YL	0.000206
maxdegree.2-mer	0.000204
YI	0.000204
postivecharger.aromatic.negativecharger	0.000204
LA	0.000200
hydrophobicity_FASG890101.2.residue0	0.000200
