Feature	Importance
A_TTG	0.000705
T_GTA	0.000691
A_GCA	0.000679
T_TCC	0.000675
G_ATC	0.000642
G_GC	0.000623
C_AAC	0.000619
G_AC	0.000614
T_TA	0.000595
A_GT	0.000593
A_AC	0.000589
A_TAT	0.000586
C_GT	0.000581
G_TCT	0.000567
A_GTA	0.000565
T_CCG	0.000550
T_CG	0.000543
G_CTC	0.000538
C_AAT	0.000530
T_CTC	0.000505
C_ATA	0.000504
T_CTA	0.000482
G_CAA	0.000482
A_ACA	0.000478
C_GC	0.000459
T_CTT	0.000453
C_AGG	0.000440
A_ACG	0.000439
A_AAT	0.000438
A_GGT	0.000438
T_GTC	0.000429
G_ACC	0.000418
G_TGA	0.000416
C_CCG	0.000386
A_CC	0.000378
G_GTT	0.000371
T_AGC	0.000371
G_CGT	0.000366
A_CCG	0.000360
A_CAT	0.000348
A_AGC	0.000345
T_CAT	0.000338
C_CAC	0.000336
A_ATC	0.000328
C_ATT	0.000320
C_CTG	0.000316
A_AGG	0.000308
G_TCC	0.000307
G_GTC	0.000307
T_ATT	0.000301
G_GGA	0.000301
A_CGT	0.000298
C_AAA	0.000295
C_GGA	0.000295
T_TAG	0.000295
A_TCT	0.000281
T_ACC	0.000277
G_GTA	0.000269
A_AGA	0.000265
T_AAG	0.000263
G_ATT	0.000260
A_CG	0.000259
G_CAT	0.000258
maximum_ORF_length	0.000249
T_GTG	0.000245
A_TCG	0.000244
T_TAC	0.000244
C_CTC	0.000239
A_GG	0.000230
A_CGA	0.000230
T_ACT	0.000226
A_GGC	0.000224
T_TCA	0.000224
C_CCA	0.000209
T_GCC	0.000206
G_CTA	0.000192
T_GTT	0.000184
G_CAC	0.000182
C_CGG	0.000178
T_CCT	0.000177
A_ATA	0.000176
A_GAC	0.000171
T_TAA	0.000169
C_CTA	0.000169
A_ACT	0.000164
C_TGT	0.000159
T_GC	0.000149
A_GAT	0.000147
C_TTC	0.000139
A_TGT	0.000138
C_GCG	0.000136
A_CCT	0.000131
C_CGA	0.000127
std_ORF_length	0.000122
T_GGA	0.000121
G_CCT	0.000119
G_TAT	0.000109
A_GTT	0.000107
G_CGG	0.000099
C_ACT	0.000096
T_TAT	0.000094
G_ATG	0.000090
C_ACC	0.000089
C_AA	0.000088
fpeak	0.000087
T_AAT	0.000086
C_TCG	0.000085
G_TAC	0.000080
A_TTC	0.000079
T_GGC	0.000076
A_AAC	0.000075
C_TAA	0.000074
T_AAA	0.000074
A_GAG	0.000071
G_AAA	0.000064
T_CAG	0.000041
C_TCT	0.000016
A_TAC	0.000006
T_TCG	0.000000
A_CAA	0.000000
T_ATA	0.000000
T_AGA	0.000000
T_ACA	0.000000
G_TTA	0.000000
G_TGT	0.000000
G_CCG	0.000000
T_TGT	0.000000
G_CCA	0.000000
cv_ORF_length	0.000000
A_TTA	0.000000
cv_GC_content_ORF	0.000000
A_GGA	0.000000
std_GC_content_ORF	0.000000
G_AAG	0.000000
