Feature	Importance
G_CTC	0.000081
C_GTA	0.000065
C_GAT	0.000065
G_TAA	0.000063
C_TGA	0.000060
T_CAA	0.000054
A_CTG	0.000048
fpercentile15	0.000045
C_GGC	0.000039
C_TTC	0.000038
G_GTA	0.000038
A_TGG	0.000031
fsample_standard_deviation	0.000026
fickett_score-ORF	0.000020
G_CGC	0.000016
C_GCG	0.000011
fmaximum	0.000007
C_GAC	0.000003
C_AGC	0.000000
minimum_GC_content_ORF	0.000000
C_ACT	0.000000
A_ACG	0.000000
std_GC_content_ORF	0.000000
C_ACG	0.000000
C_ACC	0.000000
C_AAG	0.000000
C_ACA	0.000000
C_AAT	0.000000
average_GC_content_ORF	0.000000
C_AAA	0.000000
A_CCT	0.000000
A_ACC	0.000000
C_AGG	0.000000
maximum_GC_content_ORF	0.000000
maximum_ORF_length	0.000000
fkurtosis	0.000000
C_CGC	0.000000
fsemi_interquartile_range	0.000000
fvariance	0.000000
C_CCG	0.000000
std_ORF_length	0.000000
C_CCA	0.000000
C_CAT	0.000000
average_ORF_length	0.000000
A_AAG	0.000000
A_AAT	0.000000
C_CAA	0.000000
C_ATT	0.000000
C_ATG	0.000000
C_ATC	0.000000
A_ACA	0.000000
A_AGA	0.000000
C_ATA	0.000000
A_TTG	0.000000
A_AGG	0.000000
cv_GC_content_ORF	0.000000
A_CTT	0.000000
A_GCT	0.000000
fpercentile50	0.000000
A_CAC	0.000000
A_GCA	0.000000
A_GAT	0.000000
A_GAG	0.000000
A_GAC	0.000000
A_GAA	0.000000
A_CAG	0.000000
A_AGC	0.000000
A_CAT	0.000000
A_CTA	0.000000
A_CGT	0.000000
A_CCA	0.000000
A_CCC	0.000000
A_CGG	0.000000
A_CCG	0.000000
famplitude	0.000000
A_GGA	0.000000
A_GGC	0.000000
A_GGG	0.000000
A_CAA	0.000000
A_TTA	0.000000
A_TGT	0.000000
A_CGA	0.000000
A_AGT	0.000000
A_TGA	0.000000
A_ATA	0.000000
fminimum	0.000000
A_TCA	0.000000
fpeak	0.000000
A_TAC	0.000000
A_TAA	0.000000
fpopulation_standard_deviation	0.000000
A_GTG	0.000000
C_CTA	0.000000
A_ATG	0.000000
A_ATT	0.000000
A_GTA	0.000000
C_CGT	0.000000
T_CTC	0.000000
C_CTC	0.000000
T_TAC	0.000000
T_GAC	0.000000
T_GCA	0.000000
T_GCC	0.000000
G_TGT	0.000000
G_TGG	0.000000
T_GCG	0.000000
T_GGC	0.000000
T_GGG	0.000000
T_GGT	0.000000
T_GTC	0.000000
G_GTT	0.000000
G_GTG	0.000000
G_GTC	0.000000
T_GTG	0.000000
G_GGG	0.000000
G_GGC	0.000000
T_GTT	0.000000
G_GCT	0.000000
G_GCG	0.000000
G_GCC	0.000000
T_TAA	0.000000
G_TTT	0.000000
T_AAA	0.000000
T_AAC	0.000000
T_ATG	0.000000
T_CGT	0.000000
T_CGG	0.000000
T_CGC	0.000000
T_CCT	0.000000
T_CTG	0.000000
T_CCA	0.000000
T_CAT	0.000000
T_CAG	0.000000
T_CTT	0.000000
T_ATA	0.000000
T_AAG	0.000000
T_AGT	0.000000
T_AGG	0.000000
T_AGC	0.000000
T_AGA	0.000000
T_ACT	0.000000
T_ACG	0.000000
T_ACC	0.000000
T_ACA	0.000000
T_AAT	0.000000
G_GAT	0.000000
T_TAG	0.000000
C_CTG	0.000000
G_CTG	0.000000
C_TTG	0.000000
C_TGT	0.000000
T_TTC	0.000000
C_TGC	0.000000
C_TCT	0.000000
C_TCG	0.000000
C_TCC	0.000000
C_TAG	0.000000
C_TAC	0.000000
C_TAA	0.000000
C_GTT	0.000000
C_GTC	0.000000
T_CTA	0.000000
C_GGT	0.000000
C_GGG	0.000000
C_GGA	0.000000
C_GCT	0.000000
C_GCC	0.000000
C_GCA	0.000000
C_GAG	0.000000
C_CTT	0.000000
T_TGT	0.000000
G_AAA	0.000000
G_AAC	0.000000
G_CAG	0.000000
G_CTA	0.000000
T_TCA	0.000000
G_CGG	0.000000
T_TCC	0.000000
G_CCT	0.000000
G_CCG	0.000000
G_CCC	0.000000
G_CCA	0.000000
G_CAT	0.000000
G_CAC	0.000000
G_AAG	0.000000
G_CAA	0.000000
T_TCG	0.000000
G_ATA	0.000000
G_AGT	0.000000
G_AGC	0.000000
T_TGG	0.000000
G_ACC	0.000000
G_ACA	0.000000
G_AAT	0.000000
G_ATT	0.000000
