A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,fickett_score-ORF,fickett_score-full-sequence,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3
1,1,0,0,1,1,2,1,2,4,0,0,0,0,1,0,0,1,0,0,2,1,2,0,2,4,3,0,1,3,2,2,0,2,0,3,1,1,4,3,1,1,1,3,2,0,1,0,1,0,3,2,0,1,3,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7453000000000001,0.38687,78.00000000000001,54.32812192766196,1642.0,7.324327794178559,0.3333333333333332,1.81811402310048,181.6755349517375,182.85144065784485,21.0719101928862,29.39138801202112,54.32812192766196,76.57577951611111,1634.6756722058217,33434.64935064935,47.18439150409,23.592195752045,2.329173525022275,0.3908926660701983,0.2520405484460989,156.00000000000006,109.68950437111472,700.965795400158,0.5036222095821864,0.1666666666666666,2.3708185024687296,162.08639671483843,163.1355105585378,23.24464646188809,36.23060776366212,109.68950437111472,211.5113916029719,700.4621731905758,26613.194805194795,175.28078383930978,87.64039191965489,1.039015363556656,0.8571446444767401,0.2597864705879915,0.6272867378577923,0.7375475961525573,0.7598107781829715,0.7649708381492751,0.7662598639016948
1,2,0,0,1,1,2,1,2,4,0,0,0,0,1,0,0,1,0,0,2,1,2,0,2,4,3,0,2,3,1,2,1,1,0,3,1,1,4,3,0,1,1,3,2,0,1,0,1,0,3,2,0,1,3,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7088000000000001,0.4021399999999999,78.0,52.0,1622.0,3.7907517109186712,0.3333333333333333,1.809501311347045,179.7498261473429,180.91326758867183,25.982699557900464,30.357278239835875,52.0,77.79095697322522,1618.2092482890814,32729.61038961039,47.43367873338934,23.71683936669467,2.30448495060696,0.4339364419527313,0.2739807557644644,156.0,101.80272923203638,779.075840352293,5.038061799861025,0.1666666666666666,2.382524566195989,165.9879513699714,167.0623182582421,17.809448904941988,38.59763360254392,101.80272923203638,207.49061430092047,774.037778552432,27909.818181818173,168.89298069837656,84.44649034918828,1.0640253292946884,0.9795398458860975,0.2303219118838777,0.6297749879274465,0.7380129689647434,0.7598107781829715,0.7649708381492751,0.7662598639016948
1,1,0,0,2,1,3,0,1,4,0,0,0,0,1,0,0,0,0,1,1,2,1,0,2,2,3,0,1,3,2,4,0,0,0,3,1,1,4,2,1,1,1,3,2,1,1,0,1,2,3,2,1,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,1.0946,0.4095399999999999,77.00000000000001,46.96202037065848,1557.0,10.1359527774395,0.3333333333333333,1.79633704125334,173.83900597967073,174.97894610194498,27.793562758713936,31.439287494134376,46.96202037065848,68.9982760058892,1546.8640472225604,30617.631578947367,37.55898851175482,18.77949425587741,2.257649428307412,0.5183758292920911,0.1898171043758866,153.99999999999994,106.56239493229792,1266.631667427399,0.506374504189135,0.1666666666666667,2.3678214054528866,179.37669859822927,180.55295184807312,28.51268716048445,36.07060482627112,106.56239493229792,204.0156110891728,1266.1252929232098,32599.36842105261,167.94500626290167,83.97250313145084,1.1647837571313593,0.793374035285712,0.2687822088465868,0.6328119401883828,0.7405991161543017,0.7606496348169743,0.765101791651699,0.7662052741289664
1,0,0,0,1,1,0,0,1,6,1,1,1,0,1,0,0,2,0,1,2,0,1,2,2,1,3,0,1,1,1,2,0,0,0,3,1,1,3,1,0,2,0,1,2,2,2,1,1,1,3,2,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638,0.4340299999999999,70.99999999999999,47.95464180709919,1303.0,7.290563214115632,0.3333333333333334,1.7471353371065423,151.4463601411404,152.5242837808365,16.337817638930883,28.121968524672862,47.95464180709919,75.2333330909008,1295.7094367858845,23263.657142857144,47.111364566227934,23.555682283113967,2.133047325931555,0.4565053561820241,0.3048992872874617,142.0,83.63766570030027,562.2388552179912,0.7582986019998009,0.1666666666666666,2.2548926925528576,137.6081392941566,138.58756901581862,18.787484871762643,41.65801113967029,83.63766570030027,207.31619921291437,561.4805566159913,19206.51428571429,165.65818807324405,82.82909403662202,0.969071403479976,1.2723593516865035,0.2588762955606491,0.6359289204340659,0.7414814415124523,0.7609670818669132,0.7650803476994507,0.7659787028319887
3,6,4,2,4,2,3,3,2,6,2,3,1,2,4,1,0,3,0,2,6,6,0,4,6,1,2,4,7,5,4,5,2,2,4,1,4,2,4,4,1,4,0,2,0,3,5,5,3,4,4,8,3,3,4,3,3,2,0,4,2,4,2,8,1,1,1,0,3,2,0,1,2,2,0,0,0,0,2,0,0,1,2,1,1,0,1,0,0,1,0,2,0,2,1,0,0,1,1,0,2,2,1,1,1,0,0,1,0,1,0,2,1,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,1,1,3,1,1,2,2,0,0,0,0,0,0,1,3,1,3,1,1,0,0,0,1,1,1,0,0,1,0,1,2,2,1,1,3,3,1,0,1,0,1,1,2,1,1,1,2,0,0,0,2,1,1,0,0,2,1,1,0,0,0,1,0,0,2,1,1,1,0,0,1,0,2,0,2,0,2,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,2,3,0,0,2,0,2,1,0,1,0,3,0,2,0,0,2,3,2,2,1,0,1,1,1,1,0,0,2,0,1,2,1,0,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,0,2,1,0,1,0,1,2,1,1,3,87,42,19.956202043475106,67.5,0.2956474376811127,50.57471264367817,42.5925925925926,2.9125924610676672,47.26555373107097,0.0616218838276936,0.9367,0.45596,206.99999999999983,142.88431178338857,10899.0,5.452509890056903,0.3333333333333335,3.0029541960519137,749.7732990711258,751.5909339786072,64.67021193911388,88.4110551413294,142.88431178338857,218.3874834901272,10893.547490109942,564888.9320388349,129.9764283487978,64.9882141743989,3.622093232227664,0.2565402967645387,0.310627519275589,414.0000000000001,312.14941910078534,2325.779861349249,0.706837950939949,0.1666666666666666,3.7709940637574015,378.0687768118388,378.9853085248423,83.76914813238017,148.84299634188295,312.14941910078534,585.5560877856956,2325.073023398309,143629.8640776699,436.71309144381263,218.35654572190631,0.9132096058256972,0.8081908939275207,0.2484830558026021,0.6390462982290646,0.7460909040794529,0.7641877316975354,0.7673518983305521,0.7681643667401491
0,1,0,0,3,2,1,0,1,3,0,1,0,1,0,0,0,2,0,1,1,1,2,1,2,3,2,0,1,3,1,1,1,0,1,2,1,1,2,2,1,1,1,2,0,0,3,1,1,1,1,2,0,0,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,12,12,0.0,12.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,1.2378,0.4573,71.00000000000001,44.52493822169157,1321.0,14.44322957809492,0.3333333333333332,1.7216006405039308,153.59036428109675,154.68354792931277,25.804508198742667,28.56718326309849,44.52493822169157,72.08562273036428,1306.5567704219052,23927.0,43.518439467265786,21.759219733632893,2.1632445673393903,0.5171234908302164,0.3233900748442279,142.0,87.47648618196077,766.4285304753352,1.8376896752935163,0.1666666666666666,2.278579443026861,154.5833108715168,155.68356184443954,18.09956147370125,35.06266982379913,87.47648618196077,207.561387953394,764.5908408000416,24237.371428571438,172.49871812959486,86.24935906479743,1.088614865292372,1.0581384273110226,0.2782678335650446,0.6331782065801723,0.7407476474272383,0.759777500251033,0.7644968495261527,0.7655528407103238
1,0,0,1,1,2,0,1,0,3,1,0,0,0,1,2,0,1,1,1,2,0,0,1,3,2,1,0,2,2,1,1,0,1,1,4,3,1,1,0,1,1,0,0,1,0,2,1,0,0,1,2,0,0,5,1,0,2,1,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1346,0.4267,71.00000000000003,43.59279385902836,1281.0,12.05976952711958,0.3333333333333332,1.7109970123262976,148.16882263148344,149.22341830767908,24.926752277878744,30.000357394772337,43.59279385902836,65.51154284180073,1268.9402304728803,22267.62857142857,35.5111854470284,17.755592723514198,2.0868848257955404,0.5549184839472717,0.2141517337533709,141.99999999999997,86.74535562261985,730.1464026314937,6.270722089171614,0.1666666666666667,2.287566177678457,164.41411131651688,165.58433328238343,23.193144757696672,35.59462971051907,86.74535562261985,182.38935601683988,723.8756805423221,27418.171428571422,146.7947263063208,73.3973631531604,1.1578458543416683,1.008209890287488,0.1861422291343446,0.639267339770068,0.7398664091176719,0.7600428366873405,0.764222452562495,0.7654108866697689
1,0,1,0,2,1,2,0,0,6,0,0,0,1,0,0,1,2,0,0,1,1,1,1,2,1,4,0,1,2,1,1,1,0,0,3,1,1,3,2,1,2,0,1,1,0,2,0,1,0,2,2,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955000000000001,0.44981,66.00000000000001,46.08537846869304,1158.0,13.6479146634755,0.3333333333333332,1.6528732247819484,137.97825915701358,139.03557928707423,22.85814847966781,27.71571321382632,46.08537846869304,63.316365246002846,1144.3520853365244,19330.89230769231,35.60065203217653,17.800326016088263,2.090579684197175,0.4329947700379003,0.2876134065698402,132.00000000000006,101.05123022290924,512.1583114581866,0.942077461624333,0.1666666666666666,2.1325292207744715,118.59173664298874,119.50049887247012,35.87594167129549,49.0322543337235,101.05123022290924,169.0962836230159,511.2162339965623,14280.36923076923,120.0640292892924,60.0320146446462,0.8984222472953688,0.782907072275863,0.2369167306856567,0.6304052937153102,0.7365488131922141,0.7597414226407458,0.7647264904137578,0.7656337111414749
1,1,0,0,1,1,2,0,2,4,0,0,0,0,2,0,0,0,0,1,1,1,2,0,2,4,3,0,1,2,2,2,0,2,1,3,2,1,4,2,1,1,2,2,1,0,1,1,1,0,2,2,1,1,2,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1336,0.41374,77.00000000000003,44.79093392883554,1597.0,8.74575537237214,0.3333333333333332,1.8345013586516703,179.34324631833783,180.5192802066189,21.18449443134983,25.5463343964663,44.79093392883554,79.10273754585693,1588.254244627628,32587.21052631579,53.55640314939063,26.778201574695316,2.329133069069321,0.5387835906682443,0.2773545557206171,154.0,88.64450153285692,1482.8757825681955,0.126404871528826,0.1666666666666666,2.448337201828766,207.6535576386786,209.0152349017952,14.538974267592309,30.2289421301861,88.64450153285692,192.78681984918367,1482.749377696667,43687.36842105264,162.5578777189976,81.2789388594988,1.3483997249264843,0.9442000302378104,0.2319270614515075,0.6276461942752758,0.7370207627477474,0.7595386882431678,0.7649888414919352,0.7662052741289664
2,0,0,0,1,1,3,0,0,5,1,3,0,0,0,0,0,1,2,1,2,1,0,0,3,1,1,0,1,1,2,1,1,0,0,2,1,0,4,2,2,2,0,1,1,1,2,1,1,2,2,2,0,1,1,0,0,0,1,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.8991,0.4128499999999999,72.0,46.68629150101524,1326.0,13.65635802744452,0.3333333333333333,1.739766393253546,152.8136119591445,153.8860013401177,23.823103646904265,29.97210286813773,46.68629150101524,69.31370849898477,1312.3436419725556,23680.901408450703,39.34160563084704,19.67080281542352,2.1224112772103405,0.4969526243333448,0.2582821163429853,143.99999999999994,118.7130621165625,591.4036679810698,7.205800542145384,0.1666666666666667,2.1931843580303987,121.85236969382254,122.70748453359876,30.05932094646137,52.38605336660477,118.7130621165625,198.68285818628917,584.1978674389244,15057.12676056338,146.29680481968438,73.14840240984219,0.8461970117626568,0.6225633021411663,0.2402272726589102,0.6379425953734391,0.744215738763593,0.7617608484032756,0.7650393622809641,0.7657663401085949
2,3,3,5,10,2,6,2,8,8,5,3,2,5,5,4,3,2,4,7,2,6,6,2,7,4,9,3,4,6,7,6,8,5,8,4,4,9,7,2,1,6,7,6,2,2,8,4,6,2,2,8,7,4,4,5,4,8,0,4,2,6,2,6,1,1,0,0,0,1,2,0,0,1,2,0,0,1,4,0,1,2,5,2,0,0,0,2,1,1,0,4,0,1,1,0,3,0,2,3,0,5,2,1,2,1,2,0,0,3,0,0,0,0,0,2,2,2,1,0,3,1,0,1,0,2,0,2,1,0,0,2,1,0,0,1,0,1,2,1,2,1,3,1,1,1,0,0,2,1,2,1,1,1,2,2,0,0,1,1,2,1,2,2,2,0,2,0,5,2,2,0,0,0,1,2,1,1,2,0,4,1,1,0,0,4,1,2,2,0,2,2,1,0,3,4,1,2,2,0,2,2,1,3,0,2,0,2,2,0,0,2,4,2,2,1,1,1,5,0,0,1,0,1,0,0,1,0,2,1,2,1,1,4,1,1,1,1,2,2,0,0,0,2,0,1,1,0,2,5,1,0,0,0,3,1,2,3,1,0,0,2,0,0,1,0,1,0,1,3,2,2,2,1,1,3,1,0,2,1,0,2,0,2,0,2,2,1,2,1,0,1,2,2,1,3,0,0,0,0,3,1,0,0,0,1,0,1,2,1,3,0,1,0,1,0,1,1,0,3,228,36,78.43468620451031,130.0,0.6033437400346947,54.38596491228071,38.88888888888889,7.037269003016533,48.81648565859092,0.1441576325717762,0.9382,0.39156,308.0000000000001,210.65373824479389,23778.0,14.033824612668766,0.3333333333333332,3.682330627833065,1346.1359515294137,1348.32657291595,102.45216134550824,143.5858804688478,210.65373824479389,293.34854861152905,23763.96617538733,1817984.5472312705,149.76266814268126,74.88133407134063,4.370571271199394,0.2169459815212709,0.2198272371578149,616.0000000000001,394.1873187545402,4321.420493488207,0.3651108944682613,0.1666666666666666,4.69901247040563,643.3661476950741,644.4131234042609,92.58945735574784,176.4844313827342,394.1873187545402,834.7039530472964,4321.055382593739,415268.2736156351,658.2195216645622,329.1097608322811,1.0444255644400553,1.034306896811995,0.2515936055499765,0.6418578651637453,0.7465875386813338,0.7646563547608906,0.7678795065472601,0.7685446719911109
