nameseq,repDNA-0,repDNA-1,repDNA-2,repDNA-3,repDNA-4,repDNA-5,repDNA-6,repDNA-7,repDNA-8,repDNA-9,repDNA-10,repDNA-11,repDNA-12,repDNA-13,repDNA-14,repDNA-15,repDNA-16,repDNA-17,repDNA-18,repDNA-19,repDNA-20,repDNA-21,repDNA-22,repDNA-23,repDNA-24,repDNA-25,repDNA-26,repDNA-27,repDNA-28,repDNA-29,repDNA-30,repDNA-31,repDNA-32,repDNA-33,repDNA-34,repDNA-35,repDNA-36,repDNA-37,repDNA-38,repDNA-39,repDNA-40,repDNA-41,repDNA-42,repDNA-43,repDNA-44,repDNA-45,repDNA-46,repDNA-47,repDNA-48,repDNA-49,repDNA-50,repDNA-51,repDNA-52,repDNA-53,repDNA-54,repDNA-55,repDNA-56,repDNA-57,repDNA-58,repDNA-59,repDNA-60,repDNA-61,repDNA-62,repDNA-63,repDNA-64,repDNA-65,repDNA-66,repDNA-67,repDNA-68,repDNA-69,repDNA-70,repDNA-71,repDNA-72,repDNA-73,repDNA-74,repDNA-75,repDNA-76,repDNA-77,repDNA-78,repDNA-79,repDNA-80,repDNA-81,repDNA-82,repDNA-83,repDNA-84,repDNA-85,repDNA-86,repDNA-87,repDNA-88,repDNA-89,repDNA-90,repDNA-91,repDNA-92,repDNA-93,repDNA-94,repDNA-95,repDNA-96,repDNA-97,repDNA-98,repDNA-99,repDNA-100,repDNA-101,repDNA-102,repDNA-103,repDNA-104,repDNA-105,repDNA-106,repDNA-107,repDNA-108,repDNA-109,repDNA-110,repDNA-111,repDNA-112,repDNA-113,repDNA-114,repDNA-115,repDNA-116,repDNA-117,repDNA-118,repDNA-119,repDNA-120,repDNA-121,repDNA-122,repDNA-123,repDNA-124,repDNA-125,repDNA-126,repDNA-127,repDNA-128,repDNA-129,repDNA-130,repDNA-131,repDNA-132,repDNA-133,repDNA-134,repDNA-135,repDNA-136,repDNA-137,repDNA-138,repDNA-139,repDNA-140,repDNA-141,repDNA-142,repDNA-143,repDNA-144,repDNA-145,repDNA-146,repDNA-147,repDNA-148,repDNA-149,repDNA-150,repDNA-151,repDNA-152,repDNA-153,repDNA-154,repDNA-155,repDNA-156,repDNA-157,repDNA-158,repDNA-159,repDNA-160,repDNA-161,repDNA-162,repDNA-163,repDNA-164,repDNA-165,repDNA-166,repDNA-167,repDNA-168,repDNA-169,repDNA-170,repDNA-171,repDNA-172,repDNA-173,repDNA-174,repDNA-175,repDNA-176,repDNA-177,repDNA-178,repDNA-179,repDNA-180,repDNA-181,repDNA-182,repDNA-183,repDNA-184,repDNA-185,repDNA-186,repDNA-187,repDNA-188,repDNA-189,repDNA-190,repDNA-191,repDNA-192,repDNA-193,repDNA-194,repDNA-195,repDNA-196,repDNA-197,repDNA-198,repDNA-199,repDNA-200,repDNA-201,repDNA-202,repDNA-203,repDNA-204,repDNA-205,repDNA-206,repDNA-207,repDNA-208,repDNA-209,repDNA-210,repDNA-211,repDNA-212,repDNA-213,repDNA-214,repDNA-215,repDNA-216,repDNA-217,repDNA-218,repDNA-219,repDNA-220,repDNA-221,repDNA-222,repDNA-223,repDNA-224,repDNA-225,repDNA-226,repDNA-227,repDNA-228,repDNA-229,repDNA-230,repDNA-231,repDNA-232,repDNA-233,repDNA-234,repDNA-235,repDNA-236,repDNA-237,repDNA-238,repDNA-239,repDNA-240,repDNA-241,repDNA-242,repDNA-243,repDNA-244,repDNA-245,repDNA-246,repDNA-247,repDNA-248,repDNA-249,repDNA-250,repDNA-251,repDNA-252,repDNA-253,repDNA-254,repDNA-255,repDNA-256,repDNA-257,repDNA-258,repDNA-259,repDNA-260,repDNA-261,repDNA-262,repDNA-263,repDNA-264,repDNA-265,repDNA-266,repDNA-267,repDNA-268,repDNA-269,label
pre_121_90655|0.134211098,0.627,0.373,0.19,0.207,0.103,0.052,0.19,0.052,0.017,0.052,0.034,0.103,0.07,0.053,0.0,0.053,0.088,0.035,0.035,0.053,0.035,0.0,0.018,0.018,0.0,0.035,0.053,0.053,0.053,0.035,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.07,0.0,0.018,0.105,0.07,0.0,0.039,0.091,0.065,0.039,0.091,0.013,0.013,0.013,0.039,0.026,0.026,0.065,0.078,0.0,0.052,0.104,0.1031,0.0585,0.0875,0.0,0.014,0.0,0.007,0.027,0.007,0.007,0.007,0.014,0.0,0.007,0.014,0.0,0.0,0.007,0.014,0.014,0.014,0.014,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.0,0.02,0.0,0.014,0.0,0.0,0.0,0.007,0.0,0.0,0.007,0.02,0.0,0.007,0.007,0.007,0.02,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.014,0.007,0.007,0.02,0.0,0.007,0.027,0.6115,0.061,0.142,0.102,0.061,0.142,0.02,0.02,0.02,0.061,0.041,0.041,0.102,0.122,0.0,0.081,0.163,-0.0069,-0.0218,-0.0026,0.0233,-0.0131,0.0118,0.0143,0.0009,-0.0162,0.0145,-0.0336,-0.026,0.0046,0.0049,-0.0069,-0.0114,0.0233,-0.0344,0.005,-0.0131,-0.0344,0.0233,0.0131,-0.0064,-0.0037,-0.0058,-0.0101,-0.0068,0.0145,0.0014,-0.0042,0.0233,-0.0378,-0.0226,0.0371,-0.0119,-0.0285,-0.0374,0.0,0.026,0.0,0.013,0.052,0.013,0.013,0.013,0.026,0.0,0.013,0.026,0.0,0.0,0.013,0.026,0.026,0.026,0.026,0.013,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.013,0.0,0.0,0.0,0.039,0.0,0.026,0.0,0.0,0.0,0.013,0.0,0.0,0.013,0.039,0.0,0.013,0.013,0.013,0.039,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.026,0.013,0.013,0.039,0.0,0.013,0.052,0.0054,0.0222,0.0243,0.0266,0.0222,0.0222,0.009,0.0057,-0.0053,-0.0053,0.0265,0.0271,-0.011,0.0058,0.0209,0.0191,0.0056,0.0056,-0.0022,-0.0109,0.0034,0.0034,0.0189,0.0194,toeholds
pre_122_90656|0.32024762100000004,0.61,0.39,0.241,0.086,0.155,0.052,0.155,0.086,0.0,0.19,0.017,0.017,0.123,0.053,0.0,0.035,0.035,0.0,0.0,0.053,0.053,0.0,0.053,0.018,0.035,0.018,0.07,0.0,0.07,0.035,0.0,0.0,0.0,0.0,0.0,0.088,0.035,0.035,0.035,0.0,0.088,0.0,0.018,0.053,0.057,0.043,0.086,0.043,0.057,0.029,0.0,0.043,0.115,0.014,0.043,0.029,0.014,0.043,0.072,0.144,0.0573,0.0571,0.0527,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.0,0.02,0.01,0.0,0.0,0.01,0.02,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.01,0.04,0.02,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.06,0.4338,0.063,0.047,0.094,0.047,0.063,0.031,0.0,0.047,0.125,0.016,0.047,0.031,0.016,0.047,0.078,0.157,0.0018,-0.0047,-0.0065,0.0164,-0.0042,0.0157,0.0081,0.0016,0.0012,0.0083,-0.0143,-0.0037,0.003,0.0008,-0.0067,-0.0098,0.0164,-0.0048,0.0009,-0.0042,-0.0048,0.0164,0.0068,0.002,0.0062,-0.001,-0.0003,0.0018,0.0085,-0.0014,-0.0053,0.0164,-0.0065,-0.0031,0.0479,0.0068,-0.0046,-0.0094,0.013,0.027,0.0,0.0,0.013,0.0,0.0,0.027,0.04,0.0,0.027,0.013,0.0,0.0,0.013,0.027,0.027,0.0,0.027,0.0,0.013,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.013,0.027,0.0,0.013,0.013,0.053,0.027,0.013,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.013,0.0,0.013,0.0,0.0,0.0,0.013,0.013,0.027,0.0,0.0,0.027,0.013,0.013,0.013,0.013,0.013,0.027,0.08,0.0091,0.0266,0.0216,0.0252,0.0266,0.0266,0.0082,0.0096,-0.0081,-0.0081,0.0251,0.0258,-0.0103,0.0039,0.0176,0.0159,0.0038,0.0038,-0.0109,-0.0102,0.0048,0.0048,0.0159,0.0162,toeholds
pre_123_90657|0.115878052,0.525,0.475,0.19,0.052,0.103,0.086,0.121,0.172,0.034,0.19,0.034,0.017,0.123,0.018,0.0,0.035,0.053,0.0,0.0,0.0,0.035,0.0,0.07,0.018,0.053,0.07,0.018,0.0,0.035,0.018,0.035,0.035,0.035,0.0,0.0,0.07,0.035,0.035,0.035,0.035,0.105,0.0,0.018,0.018,0.043,0.029,0.072,0.072,0.057,0.043,0.029,0.014,0.1,0.029,0.1,0.014,0.014,0.057,0.043,0.115,0.0622,0.0559,0.0494,0.019,0.009,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.0,0.028,0.0,0.0,0.009,0.019,0.019,0.0,0.0,0.019,0.019,0.0,0.0,0.009,0.009,0.009,0.0,0.009,0.0,0.0,0.009,0.0,0.0,0.009,0.009,0.028,0.019,0.009,0.009,0.0,0.0,0.038,0.009,0.019,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.019,0.009,0.0,0.0,0.009,0.009,0.009,0.009,0.009,0.009,0.047,0.4586,0.043,0.028,0.071,0.071,0.057,0.043,0.028,0.014,0.1,0.028,0.1,0.014,0.014,0.057,0.043,0.114,0.0042,-0.0067,-0.0032,0.0231,-0.0051,0.0203,0.0139,0.0082,0.0043,0.0175,-0.02,-0.0087,0.0035,0.007,-0.0017,-0.0067,0.0231,-0.0045,0.0071,-0.0051,-0.0045,0.0231,0.0121,0.0,0.0034,0.0021,0.001,0.0043,0.0125,0.0072,0.0041,0.0231,-0.0115,-0.0007,0.0365,0.0113,-0.0083,-0.011,0.022,0.011,0.0,0.0,0.022,0.0,0.0,0.0,0.022,0.0,0.033,0.0,0.0,0.011,0.022,0.022,0.0,0.0,0.022,0.022,0.0,0.0,0.011,0.011,0.011,0.0,0.011,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.033,0.022,0.011,0.011,0.0,0.0,0.043,0.011,0.022,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.022,0.011,0.0,0.0,0.011,0.011,0.011,0.011,0.011,0.011,0.054,0.0143,0.0274,0.0257,0.0246,0.0274,0.0274,0.0147,0.0146,0.0011,0.0011,0.0245,0.0252,0.0041,0.0181,0.0144,0.0215,0.0181,0.0181,0.0063,0.0042,0.0028,0.0028,0.0216,0.0218,toeholds
pre_124_90658|0.666666667,0.746,0.254,0.241,0.052,0.086,0.172,0.138,0.034,0.0,0.172,0.0,0.103,0.123,0.053,0.018,0.035,0.053,0.0,0.0,0.0,0.07,0.0,0.018,0.123,0.07,0.123,0.0,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.0,0.0,0.0,0.035,0.0,0.07,0.07,0.053,0.027,0.04,0.133,0.053,0.0,0.0,0.027,0.08,0.0,0.027,0.013,0.08,0.053,0.053,0.133,0.0922,0.0634,0.075,0.008,0.015,0.0,0.008,0.015,0.0,0.0,0.0,0.015,0.0,0.008,0.0,0.023,0.015,0.03,0.008,0.0,0.0,0.008,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.008,0.015,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.03,0.015,0.0,0.0,0.015,0.015,0.0,0.008,0.008,0.023,0.008,0.0,0.046,0.5662,0.056,0.028,0.042,0.141,0.056,0.0,0.0,0.028,0.084,0.0,0.028,0.014,0.084,0.056,0.056,0.141,0.0092,-0.0092,-0.0052,0.0268,-0.0034,0.0162,0.0193,0.0082,0.0118,0.02,-0.0337,-0.0177,0.0035,0.0067,-0.0025,-0.0069,0.0268,-0.009,0.0067,-0.0034,-0.009,0.0268,0.0204,0.0056,0.0054,0.0029,0.0081,0.0092,0.0192,0.0124,0.0081,0.0268,-0.0194,-0.0074,0.0435,0.0167,-0.029,-0.0203,0.011,0.022,0.0,0.011,0.022,0.0,0.0,0.0,0.022,0.0,0.011,0.0,0.033,0.022,0.043,0.011,0.0,0.0,0.011,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.011,0.022,0.0,0.022,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.043,0.022,0.0,0.0,0.022,0.022,0.0,0.011,0.011,0.033,0.011,0.0,0.065,0.0194,0.0263,0.0332,0.0279,0.0263,0.0263,0.0108,0.0194,0.0022,0.0022,0.0278,0.0285,-0.0001,0.0067,0.0298,0.0192,0.0066,0.0066,0.0104,0.0,0.0062,0.0062,0.0191,0.0195,toeholds
pre_125_90659|0.418955365,0.559,0.441,0.207,0.138,0.172,0.017,0.207,0.052,0.0,0.121,0.069,0.017,0.088,0.07,0.035,0.0,0.07,0.018,0.0,0.053,0.035,0.035,0.053,0.0,0.0,0.035,0.088,0.035,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.018,0.018,0.07,0.018,0.018,0.018,0.018,0.07,0.085,0.071,0.099,0.014,0.099,0.014,0.0,0.042,0.071,0.057,0.028,0.042,0.014,0.028,0.071,0.085,0.0699,0.0523,0.0561,0.018,0.026,0.009,0.0,0.026,0.009,0.0,0.009,0.018,0.009,0.018,0.018,0.0,0.0,0.009,0.0,0.026,0.009,0.018,0.009,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.009,0.0,0.009,0.035,0.0,0.018,0.0,0.0,0.009,0.009,0.009,0.0,0.0,0.009,0.0,0.009,0.009,0.009,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.018,0.018,0.0,0.009,0.0,0.009,0.018,0.026,0.5011,0.113,0.094,0.132,0.019,0.132,0.019,0.0,0.056,0.094,0.075,0.038,0.056,0.019,0.038,0.094,0.113,-0.0087,-0.0144,-0.0071,0.0126,-0.003,0.0071,0.0057,0.002,-0.0071,0.0068,-0.0132,-0.0188,0.0047,0.0026,0.0008,-0.002,0.0126,-0.0171,0.0027,-0.003,-0.017,0.0126,0.0027,-0.0089,-0.0063,0.0021,-0.0068,-0.0086,0.0055,-0.0055,-0.0098,0.0126,-0.0158,-0.008,0.0269,0.0064,-0.0113,-0.0257,0.031,0.046,0.015,0.0,0.046,0.015,0.0,0.015,0.031,0.015,0.031,0.031,0.0,0.0,0.015,0.0,0.046,0.015,0.031,0.015,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.015,0.0,0.015,0.061,0.0,0.031,0.0,0.0,0.015,0.015,0.015,0.0,0.0,0.015,0.0,0.015,0.015,0.015,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.031,0.031,0.0,0.015,0.0,0.015,0.031,0.046,0.0211,0.0257,0.0094,0.0157,0.0258,0.0258,0.0015,0.021,-0.0141,-0.0141,0.0155,0.0158,-0.0069,-0.0028,0.0029,-0.0026,-0.0029,-0.0029,-0.0056,-0.007,0.004,0.004,-0.0025,-0.0027,toeholds
pre_126_90660|0.631319514,0.746,0.254,0.31,0.086,0.103,0.121,0.069,0.017,0.034,0.155,0.0,0.103,0.14,0.07,0.0,0.088,0.035,0.0,0.0,0.053,0.035,0.0,0.018,0.105,0.035,0.018,0.018,0.0,0.035,0.0,0.0,0.0,0.07,0.0,0.018,0.035,0.088,0.0,0.0,0.0,0.018,0.018,0.07,0.035,0.133,0.04,0.053,0.093,0.027,0.0,0.027,0.027,0.08,0.0,0.013,0.027,0.08,0.04,0.027,0.106,0.0843,0.0762,0.0705,0.032,0.024,0.0,0.024,0.008,0.0,0.0,0.016,0.016,0.0,0.008,0.008,0.024,0.008,0.008,0.016,0.008,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.024,0.0,0.016,0.008,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.008,0.016,0.0,0.008,0.024,0.008,0.0,0.016,0.0,0.008,0.0,0.0,0.008,0.016,0.016,0.0,0.032,0.5444,0.135,0.041,0.054,0.095,0.027,0.0,0.027,0.027,0.081,0.0,0.014,0.027,0.081,0.041,0.027,0.108,0.0091,-0.0013,-0.0101,0.0297,0.003,0.0216,0.0195,0.0047,0.0097,0.0207,-0.0168,-0.0035,-0.0015,0.0048,-0.0065,-0.0077,0.0297,-0.0076,0.0049,0.003,-0.0076,0.0297,0.0217,0.0026,0.0035,-0.0023,0.0057,0.0092,0.0197,0.0107,0.0057,0.0297,-0.0098,-0.0067,0.025,0.0068,-0.0187,-0.0146,0.048,0.036,0.0,0.036,0.012,0.0,0.0,0.024,0.024,0.0,0.012,0.012,0.036,0.012,0.012,0.024,0.012,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.036,0.0,0.024,0.012,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.012,0.0,0.0,0.012,0.024,0.0,0.012,0.036,0.012,0.0,0.024,0.0,0.012,0.0,0.0,0.012,0.024,0.024,0.0,0.048,0.0176,0.0321,0.0383,0.0376,0.032,0.032,0.0132,0.018,0.006,0.006,0.0375,0.0382,-0.0221,-0.0091,0.0294,0.0114,-0.0094,-0.0094,0.0065,-0.022,0.008,0.008,0.0112,0.0114,toeholds
pre_127_90661|0.700380055,0.593,0.407,0.224,0.138,0.19,0.017,0.138,0.086,0.0,0.19,0.0,0.017,0.053,0.105,0.053,0.0,0.053,0.053,0.0,0.035,0.105,0.0,0.053,0.0,0.0,0.035,0.053,0.018,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.105,0.088,0.0,0.0,0.0,0.035,0.018,0.018,0.053,0.103,0.059,0.117,0.015,0.073,0.029,0.0,0.044,0.103,0.0,0.044,0.059,0.015,0.059,0.044,0.088,0.0584,0.0474,0.0425,0.01,0.04,0.02,0.0,0.02,0.01,0.0,0.01,0.04,0.0,0.03,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.4314,0.132,0.076,0.151,0.019,0.094,0.038,0.0,0.057,0.132,0.0,0.057,0.076,0.019,0.076,0.057,0.113,-0.0087,-0.006,-0.0133,0.0072,-0.0088,0.0085,0.0044,-0.0008,-0.0023,0.0037,-0.0153,-0.0101,0.0068,-0.0002,-0.0059,-0.0101,0.0072,-0.0117,-0.0001,-0.0088,-0.0116,0.0072,0.0014,0.0002,0.0026,0.0027,-0.0074,-0.0087,0.0042,-0.0035,-0.0073,0.0072,-0.0122,-0.0031,0.0144,0.0063,-0.0071,-0.0169,0.017,0.067,0.033,0.0,0.033,0.017,0.0,0.017,0.067,0.0,0.05,0.017,0.0,0.0,0.017,0.0,0.033,0.0,0.033,0.017,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.017,0.05,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.033,0.017,0.0,0.017,0.033,0.017,0.0,0.0,0.0,0.017,0.017,0.0,0.033,0.033,0.0,0.0,0.017,0.0,0.033,0.017,0.033,0.0094,0.0131,0.0119,0.0105,0.0131,0.0131,0.0002,0.0093,-0.017,-0.017,0.0103,0.0104,-0.0054,-0.0043,0.0078,0.0005,-0.0043,-0.0043,-0.0004,-0.0054,-0.0026,-0.0026,0.0005,0.0003,toeholds
pre_128_90662|0.211618876,0.661,0.339,0.241,0.034,0.155,0.103,0.172,0.017,0.0,0.19,0.052,0.034,0.105,0.018,0.018,0.088,0.035,0.0,0.0,0.0,0.088,0.053,0.018,0.035,0.0,0.088,0.018,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.088,0.018,0.053,0.0,0.018,0.0,0.035,0.088,0.083,0.028,0.069,0.083,0.069,0.0,0.0,0.055,0.097,0.042,0.014,0.0,0.028,0.055,0.069,0.111,0.0734,0.0559,0.0675,0.017,0.009,0.0,0.026,0.017,0.0,0.0,0.0,0.026,0.009,0.009,0.0,0.009,0.0,0.026,0.017,0.009,0.0,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.017,0.009,0.017,0.009,0.026,0.0,0.009,0.0,0.0,0.017,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.009,0.017,0.0,0.0,0.017,0.026,0.017,0.0,0.0,0.009,0.026,0.0,0.034,0.509,0.096,0.032,0.08,0.096,0.08,0.0,0.0,0.064,0.112,0.048,0.016,0.0,0.032,0.064,0.08,0.128,0.0006,-0.0093,-0.0119,0.0228,-0.0,0.0186,0.0131,0.0029,0.0055,0.0148,-0.0217,-0.0129,0.0012,0.0023,-0.0006,-0.0025,0.0228,-0.0112,0.0024,-0.0,-0.0111,0.0228,0.0109,-0.0058,-0.0036,-0.0016,0.0033,0.0007,0.013,0.0042,0.0009,0.0228,-0.0147,-0.0052,0.0291,0.0066,-0.0122,-0.0221,0.022,0.011,0.0,0.033,0.022,0.0,0.0,0.0,0.033,0.011,0.011,0.0,0.011,0.0,0.033,0.022,0.011,0.0,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.022,0.011,0.022,0.011,0.033,0.0,0.011,0.0,0.0,0.022,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.011,0.022,0.0,0.0,0.022,0.033,0.022,0.0,0.0,0.011,0.033,0.0,0.044,0.0281,0.0369,0.0238,0.0287,0.037,0.037,0.0046,0.0283,-0.0034,-0.0034,0.0285,0.0292,-0.002,0.0059,0.0206,0.0136,0.0058,0.0058,0.0005,-0.0019,0.0075,0.0075,0.0136,0.0139,toeholds
pre_129_90663|0.299342055,0.492,0.508,0.138,0.086,0.19,0.034,0.069,0.121,0.069,0.224,0.034,0.034,0.07,0.035,0.018,0.0,0.018,0.018,0.0,0.053,0.053,0.035,0.053,0.018,0.035,0.018,0.018,0.0,0.035,0.035,0.0,0.035,0.088,0.0,0.035,0.105,0.035,0.053,0.0,0.035,0.07,0.0,0.018,0.018,0.043,0.043,0.1,0.029,0.043,0.043,0.057,0.057,0.1,0.029,0.057,0.029,0.029,0.086,0.014,0.071,0.0571,0.0608,0.0528,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.01,0.039,0.02,0.0,0.01,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.03,0.4377,0.049,0.049,0.113,0.032,0.049,0.049,0.065,0.065,0.113,0.032,0.065,0.032,0.032,0.097,0.016,0.081,0.0024,-0.0006,-0.0133,0.0154,-0.0104,0.0124,0.0096,0.0045,0.0048,0.0087,-0.0136,-0.0018,-0.0016,0.0045,-0.0068,-0.0111,0.0154,-0.0012,0.0045,-0.0104,-0.0012,0.0154,0.0097,-0.0055,-0.0058,0.0021,-0.0024,0.0025,0.0089,0.0045,0.0007,0.0154,-0.0049,-0.0046,0.0256,0.004,-0.0057,-0.009,0.016,0.032,0.0,0.0,0.016,0.016,0.0,0.016,0.032,0.016,0.032,0.032,0.016,0.0,0.016,0.0,0.016,0.0,0.032,0.0,0.016,0.0,0.016,0.016,0.032,0.0,0.016,0.0,0.016,0.032,0.0,0.016,0.0,0.016,0.063,0.032,0.0,0.016,0.0,0.016,0.048,0.016,0.0,0.0,0.0,0.032,0.0,0.0,0.016,0.0,0.016,0.0,0.016,0.016,0.048,0.016,0.0,0.0,0.016,0.0,0.0,0.032,0.0,0.048,-0.0016,0.0081,0.0204,0.0171,0.0081,0.0081,0.0025,-0.0015,-0.0081,-0.0081,0.017,0.0172,-0.0037,0.0002,0.0052,0.0039,0.0003,0.0003,0.0055,-0.0037,0.0008,0.0008,0.0039,0.0038,toeholds
pre_130_90664|0.11975339300000001,0.695,0.305,0.328,0.138,0.069,0.069,0.086,0.052,0.052,0.121,0.0,0.086,0.088,0.105,0.018,0.105,0.053,0.018,0.07,0.0,0.053,0.0,0.018,0.018,0.0,0.018,0.035,0.0,0.018,0.0,0.0,0.035,0.0,0.0,0.0,0.035,0.07,0.018,0.0,0.0,0.035,0.018,0.14,0.035,0.108,0.068,0.041,0.054,0.041,0.014,0.041,0.014,0.068,0.0,0.027,0.041,0.068,0.027,0.027,0.149,0.0878,0.0767,0.0498,0.008,0.032,0.0,0.024,0.016,0.008,0.016,0.0,0.016,0.0,0.008,0.0,0.0,0.0,0.008,0.024,0.008,0.0,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.016,0.0,0.0,0.0,0.008,0.016,0.008,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.008,0.0,0.0,0.016,0.032,0.0,0.0,0.008,0.008,0.0,0.0,0.008,0.008,0.0,0.0,0.008,0.032,0.016,0.008,0.032,0.5506,0.114,0.071,0.043,0.057,0.043,0.014,0.043,0.014,0.071,0.0,0.028,0.043,0.071,0.028,0.028,0.156,0.0102,-0.0054,-0.0043,0.0298,-0.002,0.016,0.0189,0.0011,0.0088,0.0192,-0.0126,-0.0055,0.0047,0.0017,-0.0035,-0.0032,0.0298,-0.0047,0.0019,-0.002,-0.0046,0.0298,0.019,-0.0012,0.0004,-0.0092,0.0032,0.0104,0.0185,0.0111,0.007,0.0298,-0.0159,-0.0102,0.0252,-0.0172,-0.0068,-0.0124,0.011,0.046,0.0,0.034,0.023,0.011,0.023,0.0,0.023,0.0,0.011,0.0,0.0,0.0,0.011,0.034,0.011,0.0,0.011,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.011,0.023,0.0,0.0,0.0,0.011,0.023,0.011,0.023,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.011,0.0,0.0,0.023,0.046,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.046,0.023,0.011,0.046,0.0075,0.0239,0.0345,0.0315,0.0238,0.0238,0.0056,0.0077,0.0058,0.0058,0.0311,0.0317,-0.0107,0.0081,0.0235,0.0215,0.008,0.008,0.0134,-0.0107,0.0053,0.0053,0.0213,0.0215,toeholds
