nameseq,k1,k2,k3,k4,k5,label
pre_43_90577|1.0,1.839813033162544,3.5150918322090883,4.861239523195368,5.557354922057608,5.672268804433746,toeholds
pre_44_90578|0.035221381,1.8995407368399366,3.667038538973001,4.93141496179186,5.494680368408913,5.708632440797383,toeholds
pre_45_90579|0.8973686540000001,1.7736289742529692,3.423034252217499,4.684048900912739,5.360577243331646,5.672268804433746,toeholds
pre_46_90580|0.246410895,1.9322660715619056,3.752861056708991,5.183424224539234,5.664497779200465,5.7813597135246555,toeholds
pre_47_90581|0.932425132,1.9627991702033998,3.7096472204012314,4.972897908749759,5.6287834934861785,5.7813597135246555,toeholds
pre_48_90582|0.15140642199999998,1.8078445569519606,3.448525117839971,4.650713207405896,5.280394654123197,5.563177895342839,toeholds
pre_49_90583|0.591591863,1.912927592652439,3.6269449534679574,5.082804268512751,5.6287834934861785,5.744996077161019,toeholds
pre_50_90584|0.448640579,1.9587132237446991,3.790953901174606,5.086761505165075,5.700212064914751,5.7813597135246555,toeholds
pre_51_90585|0.40350891299999997,1.9007638696922688,3.641476835316742,4.972897908749758,5.472446216661831,5.63590516807011,toeholds
pre_52_90586|0.288075969,1.762964728776856,3.3842408949970175,4.55405048803174,5.266914520155993,5.635905168070111,toeholds
pre_53_90587|1.0,1.7323990555363684,3.3660601378850674,4.566560023508881,5.2938747880904025,5.635905168070111,toeholds
pre_54_90588|0.436429002,1.9356310624606723,3.720498178371304,4.971145882958357,5.593069207771895,5.708632440797382,toeholds
pre_55_90589|0.9395785609999999,1.8586291017170167,3.5593031928439163,4.742732724911799,5.40101764523326,5.672268804433747,toeholds
pre_56_90590|0.9897084209999999,1.9386722991120084,3.640007564930408,4.97289790874976,5.557354922057607,5.672268804433747,toeholds
pre_57_90591|0.951214076,1.9435868776634557,3.720545488072315,4.845790671945611,5.485926350629034,5.635905168070111,toeholds
pre_58_90592|0.9905649190000001,1.9210793634098677,3.733281867244495,4.9510538298403475,5.472446216661831,5.672268804433747,toeholds
pre_59_90593|1.0,1.8820091626784126,3.4446834191067985,4.734132286391219,5.481200234441708,5.672268804433746,toeholds
pre_60_90594|0.653027144,1.9695907290860348,3.744129979021921,5.043073347346253,5.593069207771892,5.744996077161019,toeholds
pre_61_90595|1.0,1.7243015250320264,3.3919716021643738,4.613873462316248,5.360577243331645,5.635905168070111,toeholds
pre_62_90596|0.33761857799999995,1.9928309734292278,3.793073781457607,5.082804268512749,5.664497779200466,5.7813597135246555,toeholds
pre_63_90597|0.981808872,1.8159977049200022,3.5297816427196858,4.9378101894515165,5.62878349348618,5.708632440797383,toeholds
pre_64_90598|0.94330017,1.8009745230944376,3.419397791847151,4.620268689975903,5.365303359518974,5.744996077161019,toeholds
pre_65_90599|1.0,1.855017625154151,3.483729324391115,4.7140402332732085,5.472446216661831,5.635905168070111,toeholds
pre_66_90600|0.568526153,1.9288395035780377,3.7299951674971945,5.029829706957418,5.557354922057608,5.708632440797382,toeholds
pre_67_90601|0.756255459,1.8843971387690475,3.5919071958613955,5.034472908825672,5.62878349348618,5.63590516807011,toeholds
pre_68_90602|0.815246865,1.8428776004063412,3.6235750007940513,4.986141549138592,5.593069207771894,5.744996077161019,toeholds
pre_69_90603|0.49803499799999995,1.9772978503825471,3.757590652317203,4.981498347270339,5.557354922057608,5.708632440797382,toeholds
pre_70_90604|0.160155634,1.9894515074478725,3.887671840389033,5.341661943989301,5.807354922057609,5.7813597135246555,toeholds
pre_71_90605|0.9900253609999999,1.8820091626784126,3.613531589873686,4.8325470315567784,5.351823225551769,5.635905168070111,toeholds
pre_72_90606|0.239256794,1.9977397145865754,3.8982438757698463,5.029829706957418,5.593069207771894,5.744996077161019,toeholds
pre_73_90607|0.9801353559999999,1.9007638696922688,3.65449213707818,4.8980792682850165,5.485926350629036,5.63590516807011,toeholds
pre_74_90608|0.089246022,1.759844584321964,3.3825190765468474,4.628869128496483,5.4589660826946265,5.6221799407580475,toeholds
pre_75_90609|0.574175084,1.751181420518365,3.429693750831352,4.678952513974965,5.329589073804688,5.549452668030774,toeholds
pre_76_90610|0.9486292470000001,1.9322660715619056,3.7166564796381314,5.2317555842263115,5.771640636343323,5.7813597135246555,toeholds
pre_77_90611|0.5869153770000001,1.9356310624606723,3.776445547658597,4.9510538298403475,5.508160502376118,5.635905168070111,toeholds
pre_78_90612|1.0,1.839813033162544,3.2958569631456034,4.525357996393147,5.244680368408913,5.563177895342838,toeholds
pre_79_90613|0.604495155,1.7738848903265985,3.4658246436757776,4.732380260599817,5.2938747880904025,5.513089031667138,toeholds
pre_80_90614|0.5304910420000001,1.950302308024261,3.6601512651723196,4.8543911104661905,5.566108939837485,5.708632440797383,toeholds
pre_81_90615|0.167925766,1.9598922470460607,3.8098087965159992,4.951053829840347,5.521640636343322,5.672268804433746,toeholds
pre_82_90616|0.672109363,1.9210793634098677,3.7103715145243346,5.029829706957418,5.664497779200466,5.7813597135246555,toeholds
pre_83_90617|0.5138495270000001,1.8890782511103295,3.6906258761152535,4.977541110618012,5.664497779200466,5.7813597135246555,toeholds
pre_84_90618|0.221839486,1.9512939989599682,3.846301807967663,5.1350928648521545,5.628783493486179,5.708632440797383,toeholds
pre_85_90619|1.0,1.8843971387690475,3.617216351453819,4.924566549062681,5.543874788090404,5.672268804433746,toeholds
pre_86_90620|0.36410569600000003,1.809427949616536,3.480561763887387,4.7606195671688845,5.329589073804687,5.563177895342838,toeholds
pre_87_90621|0.4320024,1.8936334781497441,3.5172117124920907,4.80430772498771,5.579589073804689,5.744996077161019,toeholds
pre_88_90622|0.074020925,1.7894220850277327,3.3974614351212815,4.5322064091223275,5.244680368408911,5.563177895342838,toeholds
pre_89_90623|0.770561802,1.8986681901321294,3.6701559435830706,4.986141549138591,5.62878349348618,5.7813597135246555,toeholds
pre_90_90624|0.97382208,1.9007638696922688,3.5861772297334706,4.85439111046619,5.436731930947547,5.635905168070111,toeholds
pre_91_90625|0.817182953,1.9768930826831301,3.8056437116852035,5.064917426255663,5.664497779200466,5.7813597135246555,toeholds
pre_92_90626|0.522405662,1.923271383945857,3.597746789441351,4.749127952571454,5.338343091584564,5.535727440718712,toeholds
pre_93_90627|0.127350947,1.9772978503825471,3.8309528672776265,5.029829706957418,5.593069207771894,5.7813597135246555,toeholds
pre_94_90628|0.281188932,1.9818977096941492,3.8394050223754377,5.096047908901582,5.5438747880904025,5.708632440797383,toeholds
pre_95_90629|0.912971215,1.8282440181710091,3.5160448930277917,4.749127952571454,5.521640636343323,5.672268804433746,toeholds
pre_96_90630|0.856154827,1.970840058081961,3.767319254331341,5.1350928648521545,5.628783493486179,5.7813597135246555,toeholds
pre_97_90631|0.447662034,1.771941189699718,3.355514477029677,4.648227076702803,5.3653033595189745,5.708632440797382,toeholds
pre_98_90632|0.536952831,1.7760602343321894,3.385612952824141,4.45021029639047,5.050845493904031,5.3676344862125935,toeholds
pre_99_90633|0.759487542,1.9694008475150104,3.75714528078336,5.056316987735084,5.7002120649147505,5.744996077161019,toeholds
pre_100_90634|0.21913783,1.8597939449553196,3.590089766500429,4.874483163584202,5.494680368408912,5.708632440797383,toeholds
pre_101_90635|0.0,1.8420907682368886,3.5355852930740466,4.889478829764436,5.579589073804689,5.708632440797383,toeholds
pre_102_90636|0.052795159,1.823680698074783,3.4991878925331803,4.755976365300632,5.436731930947546,5.63590516807011,toeholds
pre_103_90637|0.753773809,1.6453679108404662,3.157851252927636,4.411947585047355,5.110577243331645,5.4904506226155645,toeholds
pre_104_90638|0.180016276,1.8700117058459576,3.5699943674683023,4.79570728646713,5.557354922057607,5.744996077161019,toeholds
pre_105_90639|1.0,1.9136814449240576,3.8046433411654887,5.244999224615144,5.700212064914751,5.744996077161019,toeholds
pre_106_90640|0.650946542,1.8761606758785412,3.6353971085657686,4.889478829764435,5.557354922057608,5.672268804433747,toeholds
pre_107_90641|0.41772858700000004,1.9382251004457223,3.699354107609677,4.915966110542101,5.508160502376117,5.744996077161019,toeholds
pre_108_90642|0.946975764,1.9435868776634557,3.8292310488274564,5.124740400540173,5.615303359518975,5.7813597135246555,toeholds
pre_109_90643|0.5857224560000001,1.9386722991120084,3.708973082171787,5.007985628048004,5.628783493486179,5.744996077161019,toeholds
pre_110_90644|0.8368922259999999,1.7971530045592732,3.5037510391968074,4.8543911104661905,5.593069207771894,5.744996077161019,toeholds
pre_111_90645|0.9468738259999999,1.9136814449240576,3.606198944539162,4.814660189299694,5.5438747880904025,5.744996077161019,toeholds
pre_112_90646|0.7052233459999999,1.839813033162544,3.522941678620017,4.637469567017062,5.307354922057607,5.599541531706473,toeholds
pre_113_90647|0.633014129,1.9875686897225853,3.8581502902648035,5.021229268436839,5.593069207771894,5.744996077161019,toeholds
pre_114_90648|0.076346403,1.7117782187411794,3.263835733153864,4.565088917559647,5.231200234441706,5.585816304394411,toeholds
pre_115_90649|0.8650585959999999,1.7738848903265985,3.4515328949980124,4.6421127688853145,5.316108939837483,5.599541531706474,toeholds
pre_116_90650|0.077359775,1.6900119049251747,3.2885233263023053,4.622020715767303,5.436731930947546,5.672268804433747,toeholds
pre_117_90651|0.33917931,1.9111707457521896,3.7079990861774954,4.784215671869699,5.521640636343323,5.744996077161019,toeholds
pre_118_90652|0.9198956420000001,1.933996938641656,3.482728953871401,4.678952513974964,5.280394654123198,5.5858163043944105,toeholds
pre_119_90653|0.424929226,1.9558938582715706,3.7575906523172034,4.909570882882447,5.508160502376117,5.672268804433747,toeholds
pre_120_90654|0.427585573,1.923271383945857,3.647412039807493,4.731241110314368,5.42325179698034,5.599541531706475,toeholds
pre_121_90655|0.134211098,1.950302308024261,3.6459691439465822,4.902722470153269,5.557354922057607,5.708632440797383,toeholds
pre_122_90656|0.32024762100000004,1.9499348293877536,3.6491338582576627,4.867634750855022,5.423251796980342,5.672268804433747,toeholds
pre_123_90657|0.115878052,1.9818977096941497,3.7409652647108396,4.971145882958359,5.566108939837484,5.708632440797383,toeholds
pre_124_90658|0.666666667,1.8060877623726421,3.440515488083355,4.643864794676716,5.280394654123198,5.5268142589792015,toeholds
pre_125_90659|0.418955365,1.978641175095826,3.674166937453474,5.007985628048004,5.593069207771894,5.744996077161019,toeholds
pre_126_90660|0.631319514,1.8060877623726423,3.5234966776058885,4.819303391167947,5.485926350629036,5.744996077161019,toeholds
pre_127_90661|0.700380055,1.9578265969965005,3.6047560486782513,4.823946593036197,5.508160502376118,5.744996077161019,toeholds
pre_128_90662|0.211618876,1.9210793634098677,3.543242316014969,4.806059750779112,5.3787834934861785,5.672268804433747,toeholds
pre_129_90663|0.299342055,1.9977397145865754,3.83312005726164,5.091404707033329,5.62878349348618,5.744996077161019,toeholds
pre_130_90664|0.11975339300000001,1.8843971387690475,3.618287560007321,4.7888588737379525,5.4502120649147505,5.672268804433747,toeholds
pre_131_90665|0.938195505,1.9223655810287021,3.5588228695932536,4.797459312258531,5.4589660826946265,5.658543577121684,toeholds
pre_132_90666|0.783119617,1.9544471310151454,3.734558314160822,5.315174663211634,5.7716406363433235,5.7813597135246555,toeholds
pre_133_90667|0.959351306,1.9223655810287021,3.789184773023424,5.117891987810994,5.664497779200466,5.708632440797383,toeholds
pre_134_90668|0.213106775,1.8468874507668414,3.603034230228081,4.911322908673848,5.508160502376118,5.672268804433746,toeholds
pre_135_90669|0.14848072,1.9598922470460607,3.9052502888141003,5.139736066720406,5.628783493486179,5.708632440797383,toeholds
pre_136_90670|0.797656757,1.8761606758785412,3.5762793325821005,4.915966110542101,5.557354922057607,5.744996077161019,toeholds
pre_137_90671|0.039523421,1.9270409414990541,3.747297539525649,4.891684040625361,5.338343091584564,5.635905168070111,toeholds
pre_138_90672|0.161267994,1.9530954781324055,3.5892974805361866,4.841147470077358,5.557354922057607,5.744996077161019,toeholds
pre_139_90673|0.379718871,1.9327093723221203,3.6776814123876007,5.040587216643159,5.557354922057608,5.708632440797383,toeholds
pre_140_90674|0.8388122090000001,1.9288395035780377,3.4967446261525548,4.670805260523908,5.401017645233258,5.7813597135246555,toeholds
pre_141_90675|0.370615915,1.9288395035780377,3.6846169873980674,5.098253119762508,5.615303359518974,5.7813597135246555,toeholds
pre_142_90676|0.666666667,1.97297019506739,3.7118144103852444,4.889478829764437,5.485926350629036,5.708632440797383,toeholds
pre_143_90677|0.31799168699999997,1.9525283308633616,3.7173779275685876,4.994741987659172,5.508160502376118,5.672268804433747,toeholds
pre_144_90678|0.226786144,1.9993710881552347,3.6044771260889923,4.929209750930934,5.485926350629036,5.672268804433747,toeholds
pre_145_90679|0.496507074,1.9445725156605786,3.559425178280136,4.777820444210045,5.472446216661832,5.708632440797382,toeholds
pre_146_90680|0.7134756720000001,1.9744291791156525,3.6449687734268674,4.937810189451515,5.593069207771894,5.672268804433747,toeholds
pre_147_90681|0.359746625,1.9587132237446991,3.644968773426868,4.760619567168885,5.3740573772988505,5.635905168070111,toeholds
pre_148_90682|1.0,1.9544471310151454,3.819549756514329,4.986141549138594,5.628783493486179,5.744996077161019,toeholds
pre_149_90683|1.0,1.9047126324866461,3.5129246422250753,4.764576803821213,5.508160502376118,5.744996077161019,toeholds
pre_150_90684|0.333333333,1.9959916221738796,3.606198944539162,4.876235189375604,5.557354922057607,5.672268804433747,toeholds
pre_151_90685|0.632171475,1.9373847327924725,3.697632289159506,4.999385189527427,5.521640636343321,5.672268804433747,toeholds
pre_152_90686|0.671941971,1.9723891092251997,3.6083661345231755,4.620268689975903,5.231200234441706,5.563177895342838,toeholds
pre_153_90687|1.0,1.9007638696922688,3.6584294467221494,4.889478829764437,5.593069207771894,5.744996077161019,toeholds
pre_154_90688|0.333333333,1.94760877652812,3.621660358873874,4.97289790874976,5.579589073804689,5.708632440797383,toeholds
pre_155_90689|1.0,1.8689852989434272,3.541122435731967,4.889478829764435,5.521640636343321,5.672268804433747,toeholds
pre_156_90690|0.011955331000000001,1.9368659308735077,3.6459691439465827,4.80430772498771,5.316108939837484,5.635905168070111,toeholds
pre_157_90691|0.9551498709999999,1.950302308024261,3.6001929020146233,4.817551365376543,5.436731930947547,5.708632440797382,toeholds
pre_158_90692|0.232689605,1.9657235998640374,3.644523401893024,4.867634750855023,5.521640636343321,5.672268804433747,toeholds
pre_159_90693|0.209710431,1.9882311141176254,3.7698845061481867,5.0695606281239165,5.664497779200466,5.744996077161019,toeholds
pre_160_90694|0.543433622,1.9894515074478725,3.877497866841052,5.315174663211636,5.735926350629037,5.7813597135246555,toeholds
pre_161_90695|1.0,1.9894515074478725,3.6610296502558155,4.832547031556777,5.387537511266055,5.585816304394411,toeholds
pre_162_90696|0.807242751,1.9111707457521896,3.5911857479309406,4.811156137716889,5.508160502376118,5.7813597135246555,toeholds
pre_163_90697|0.078592046,1.9818977096941497,3.6386838083130697,4.876235189375604,5.365303359518972,5.635905168070111,toeholds
pre_164_90698|0.333333333,1.9812207379982874,3.781780298146338,5.196667864928067,5.735926350629038,5.7813597135246555,toeholds
pre_165_90699|0.59094625,1.8397027921462539,3.3691540141623615,4.627117102705081,5.316108939837484,5.63590516807011,toeholds
pre_166_90700|0.160704116,1.8433876162418983,3.560422702607204,4.762371592960287,5.414497779200465,5.599541531706474,toeholds
pre_167_90701|0.215440653,1.9772978503825476,3.693069142495879,5.038430145477998,5.593069207771894,5.635905168070111,toeholds
pre_168_90702|0.929667569,1.7117782187411794,3.2115037157959456,4.465940067482396,5.25343438618879,5.549452668030774,toeholds
pre_169_90703|0.067678097,1.8644162269762716,3.582335531000298,4.922814523271281,5.700212064914751,5.7813597135246555,toeholds
pre_170_90704|0.38967661200000003,1.9723693332579533,3.6976322891595066,5.007985628048005,5.543874788090404,5.744996077161019,toeholds
pre_171_90705|0.056825707999999996,1.9530954781324055,3.748417049288937,5.034472908825672,5.593069207771894,5.744996077161019,toeholds
pre_172_90706|0.966683405,1.8890782511103297,3.5818901594664547,4.946410627972096,5.5438747880904025,5.744996077161019,toeholds
pre_173_90707|0.0,1.7960411461249652,3.4970680122501783,4.841147470077358,5.508160502376118,5.708632440797382,toeholds
pre_174_90708|0.035010999,1.9194015152017747,3.57483643672119,4.861239523195369,5.414497779200465,5.63590516807011,toeholds
pre_175_90709|0.43525545299999996,1.9723891092251995,3.79863729864095,5.0695606281239165,5.62878349348618,5.7813597135246555,toeholds
pre_176_90710|0.615019121,1.933996938641656,3.701919359426522,5.064917426255664,5.700212064914751,5.7813597135246555,toeholds
pre_177_90711|0.250774703,1.9723891092251997,3.601190426341691,4.920609312410354,5.521640636343321,5.672268804433746,toeholds
pre_178_90712|0.212504,1.9928309734292278,3.6455710821137504,4.839395444285957,5.401017645233258,5.672268804433747,toeholds
pre_179_90713|0.5609570629999999,1.9660155773417944,3.825389350094284,5.148336505240987,5.700212064914751,5.744996077161019,toeholds
pre_180_90714|0.38004221299999996,1.933996938641656,3.4622618675318653,4.720888646002386,5.472446216661831,5.744996077161019,toeholds
pre_181_90715|0.406187399,1.9789292239512066,3.582890529986169,4.672557286315309,5.307354922057607,5.658543577121683,toeholds
pre_182_90716|0.006569411999999999,1.9768930826831301,3.8032477550055885,5.09140470703333,5.6287834934861785,5.744996077161019,toeholds
pre_183_90717|0.622201482,1.950302308024261,3.7810588502158824,5.091404707033329,5.62878349348618,5.708632440797382,toeholds
pre_184_90718|1.0,1.8820091626784126,3.5881751245802525,4.806059750779113,5.557354922057607,5.708632440797383,toeholds
pre_185_90719|0.39156178399999997,1.9627991702033998,3.5629879544240493,4.933166987583261,5.664497779200466,5.7813597135246555,toeholds
pre_186_90720|0.080075576,1.9818977096941497,3.799358746571406,5.13973606672041,5.557354922057607,5.672268804433746,toeholds
pre_187_90721|0.061249437999999996,1.9846002039796424,3.853587143601175,5.161580145629819,5.557354922057607,5.672268804433747,toeholds
pre_188_90722|0.69620989,1.8871196967845052,3.491181108969212,4.5736893560802265,5.164497779200463,5.490450622615565,toeholds
pre_189_90723|0.415172706,1.9373847327924725,3.6062017907318094,4.937810189451515,5.508160502376116,5.708632440797383,toeholds
pre_190_90724|0.123474002,1.9812207379982874,3.701919359426523,5.007985628048004,5.543874788090403,5.744996077161019,toeholds
pre_191_90725|1.0,1.9390105284420276,3.7258300826663984,4.880878391243855,5.521640636343323,5.708632440797382,toeholds
pre_192_90726|0.044297,1.9723693332579533,3.719821193949213,4.915966110542103,5.628783493486179,5.7813597135246555,toeholds
pre_193_90727|0.0,1.9977397145865754,3.6850623589319107,4.9314149617918615,5.593069207771894,5.708632440797383,toeholds
pre_194_90728|0.333333333,1.9875686897225853,3.802645446318706,5.126492426331573,5.593069207771895,5.708632440797382,toeholds
pre_195_90729|0.224238225,1.9977397145865754,3.79679349475456,4.959654268360927,5.5303946541231985,5.658543577121684,toeholds
pre_196_90730|0.350414002,1.9223655810287021,3.57655825517136,4.992989961867773,5.664497779200465,5.7813597135246555,toeholds
pre_197_90731|0.232689605,1.933996938641656,3.7152107375845738,4.849747908597939,5.543874788090404,5.708632440797382,toeholds
pre_198_90732|0.29875047600000004,1.9499348293877539,3.65225410906038,4.874483163584202,5.521640636343322,5.708632440797383,toeholds
pre_199_90733|1.0,1.751181420518365,3.366265376247893,4.600176636857891,5.458966082694627,5.708632440797383,toeholds
pre_200_90734|0.854212443,1.8105398080508441,3.5315507708708687,4.8243997781057235,5.472446216661831,5.708632440797382,toeholds
pre_201_90735|0.687420826,1.7867244798083028,3.50908578968455,4.867634750855023,5.485926350629037,5.708632440797382,toeholds
pre_202_90736|0.055797152,1.9555057793956567,3.6860627294516255,5.021229268436839,5.485926350629036,5.672268804433746,toeholds
pre_203_90737|0.384520821,1.9805239928211131,3.7103715145243332,5.064917426255665,5.521640636343323,5.708632440797382,toeholds
pre_204_90738|0.047990504,1.9945790658419238,3.7226625221626706,5.043073347346253,5.664497779200465,5.7813597135246555,toeholds
pre_205_90739|0.072333509,1.9578265969965005,3.7286714108798558,5.1132487859427425,5.593069207771894,5.708632440797382,toeholds
pre_206_90740|0.307384146,1.9787370609494976,3.6631495305388175,4.834752242417704,5.42325179698034,5.635905168070111,toeholds
pre_207_90741|0.940805514,1.9111707457521896,3.5953508327617367,4.986141549138592,5.700212064914751,5.7813597135246555,toeholds
pre_208_90742|0.183834327,1.955505779395657,3.552970918029107,4.8325470315567784,5.40101764523326,5.672268804433746,toeholds
pre_209_90743|1.0,1.9587132237446991,3.7897870817103065,5.0695606281239165,5.700212064914751,5.7813597135246555,toeholds
pre_210_90744|0.406187399,1.9846002039796424,3.6339513665122105,4.946410627972094,5.485926350629036,5.744996077161019,toeholds
pre_211_90745|0.3857192370000001,1.9716307989764874,3.721543012399383,4.959654268360927,5.557354922057608,5.672268804433747,toeholds
pre_212_90746|0.952569676,1.9864830217049296,3.6959104707093364,4.968254706881508,5.664497779200465,5.7813597135246555,toeholds
pre_213_90747|0.207748824,1.9768930826831301,3.7537016438830197,5.0695606281239165,5.593069207771894,5.7813597135246555,toeholds
pre_214_90748|0.006300861,1.9818977096941495,3.8251132736976716,5.126492426331574,5.62878349348618,5.7813597135246555,toeholds
pre_215_90749|1.0,1.8847317206938705,3.6114863853258923,4.981498347270341,5.557354922057607,5.7813597135246555,toeholds
pre_216_90750|0.062595043,1.9723891092251997,3.7698845061481863,5.021229268436839,5.593069207771894,5.672268804433746,toeholds
pre_217_90751|0.131651255,1.9977397145865754,3.8186590134466427,4.999385189527425,5.485926350629036,5.672268804433746,toeholds
pre_218_90752|0.08792185400000001,1.9627991702034,3.613208203776063,4.845790671945609,5.628783493486179,5.744996077161019,toeholds
pre_219_90753|1.0,1.93351486404839,3.6969108412290512,5.021229268436839,5.664497779200466,5.7813597135246555,toeholds
pre_220_90754|1.0,1.943586877663456,3.663594902072661,4.827903829688525,5.485926350629036,5.708632440797383,toeholds
pre_221_90755|0.299973408,1.9695907290860348,3.6593078318056445,4.817551365376543,5.45021206491475,5.635905168070111,toeholds
pre_222_90756|0.867077243,1.9476555721325106,3.780058479696168,5.029829706957418,5.6287834934861785,5.7813597135246555,toeholds
pre_223_90757|0.8562072759999999,1.9498815949716115,3.609764566875722,4.867634750855023,5.521640636343322,5.708632440797383,toeholds
pre_224_90758|0.573661726,1.8550655060355672,3.4348328316564403,4.706910900701864,5.436731930947547,5.708632440797382,toeholds
pre_225_90759|0.47335287600000003,1.9959916221738796,3.6093665050428907,4.753771154439706,5.45021206491475,5.708632440797383,toeholds
pre_226_90760|0.265338436,1.9768930826831301,3.764154540020261,4.915966110542103,5.628783493486179,5.7813597135246555,toeholds
